School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,highest_degree,ownership,over_25,admissions_rate,sat_mid_reading,sat_mid_math,sat_mid_overall,region,avg_cost_public,avg_cost_private,faculy_salary,ft_faculty_rate,federal_loan_rate,grad_students,undergrads_non_degree_seeking,booksupply_cost,test_requirements,ten_yrs_after_entry_earnings,completion_rate,region_name
Wisconsin Indianhead Technical College,0.9038,0.0128,0.015,0.0109,0.0304,0.0011,0.0214,0.0,0.0045,0.3524,0.6476,2,1,0.4336,,,,,3,11997.0,,7599.0,0.2592,0.3358,,304.0,2016.0,,27754.0,0.5845,Great Lakes
Wisconsin School of Professional Psychology,,,,,,,,,,,,4,2,,,,,,3,,,,,,81.0,,,,,0.5845,Great Lakes
University of Wisconsin-Eau Claire,0.862,0.0121,0.0361,0.0324,0.0023,0.0003,0.0289,0.0254,0.0005,0.3809,0.6191,4,1,0.0449,0.8163,,,1170.0,3,16020.0,,7824.0,0.7535,0.5022,664.0,260.0,400.0,1.0,47975.5,0.5845,Great Lakes
University of Wisconsin-Green Bay,0.7977,0.0243,0.0695,0.0421,0.0134,0.0003,0.0379,0.0117,0.0031,0.3683,0.6317,4,1,0.2036,0.8524,,,1085.0,3,14395.0,,6810.0,0.6811,0.3964,396.0,1880.0,800.0,1.0,47975.5,0.5845,Great Lakes
University of Wisconsin-La Crosse,0.8926,0.0073,0.0374,0.0207,0.0017,0.0003,0.0347,0.005,0.0003,0.4371,0.5629,4,1,0.031,0.73,,,1220.0,3,14580.0,,7360.0,0.8323,0.5236,955.0,205.0,120.0,1.0,47975.5,0.5845,Great Lakes
Wisconsin Lutheran College,0.8249,0.0466,0.0739,0.0132,0.004,0.0,0.0294,0.0061,0.002,0.4494,0.5506,4,2,0.1047,0.8921,585.0,570.0,1187.0,3,,20899.0,6874.0,0.8987,0.7392,145.0,15.0,800.0,1.0,47975.5,0.5845,Great Lakes
University of Wisconsin-Oshkosh,0.8069,0.0264,0.0633,0.0416,0.005,0.0009,0.0323,0.0178,0.0059,0.4192,0.5808,4,1,0.1,0.7633,,,1105.0,3,15463.0,,7539.0,0.677,0.3662,1254.0,4370.0,1000.0,1.0,47975.5,0.5845,Great Lakes
University of Wisconsin-Parkside,0.6304,0.0837,0.1882,0.0355,0.0016,0.0016,0.044000000000000004,0.015,0.0,0.4509,0.5491,4,1,0.1938,0.6582,,,1050.0,3,11327.0,,6884.0,0.6734,0.4936,482.0,107.0,630.0,1.0,47975.5,0.5845,Great Lakes
Herzing University-Madison,0.5204,0.3101,0.073,0.0214,0.0121,0.0033,0.0248,0.0007,0.0342,0.1701,0.8299,4,2,0.7862,0.9055,,,,3,,24205.0,6076.0,0.1033,0.8228,668.0,13.0,,2.0,47975.5,0.5845,Great Lakes
University of Wisconsin-Stout,0.8646,0.0167,0.0316,0.0368,0.0036,0.0011,0.0287,0.0153,0.0015,0.5764,0.4236,4,1,0.1508,0.9054,,,1120.0,3,15839.0,,7312.0,0.7039,0.5682,1104.0,130.0,418.0,1.0,47975.5,0.5845,Great Lakes
University of Wisconsin-Superior,0.794,0.0181,0.0353,0.0098,0.0153,0.0,0.034,0.0912,0.0023,0.3684,0.6316,4,1,0.27399999999999997,0.8199,,,1065.0,3,13774.0,,6491.0,0.7582,0.5649,351.0,113.0,970.0,1.0,47975.5,0.5845,Great Lakes
University of Wisconsin-Madison,0.6906,0.019,0.0548,0.0705,0.0018,0.0008,0.0354,0.1029,0.0241,0.4804,0.5196,4,1,0.0372,0.5441,665.0,725.0,1371.0,3,17708.0,,12706.0,0.8236,0.2932,11858.0,1214.0,1150.0,1.0,47975.5,0.5845,Great Lakes
Ottawa University-Milwaukee,0.7045,0.1212,0.0985,0.0303,0.0076,0.0,0.0152,0.0,0.0227,0.2045,0.7955,4,2,0.8939,,,,,3,,,5490.0,,0.6601,104.0,,,,47975.5,0.5845,Great Lakes
University of Wisconsin-Platteville,0.8883,0.0129,0.0504,0.0108,0.0017,0.0006,0.0195,0.013000000000000001,0.0029,0.6419,0.3581,4,1,0.0951,0.8484,,,1150.0,3,15718.0,,7018.0,0.8057,0.5039,792.0,257.0,630.0,1.0,47975.5,0.5845,Great Lakes
University of Wisconsin-River Falls,0.8811,0.012,0.0367,0.0296,0.0011,0.0006,0.0254,0.0124,0.0011,0.3591,0.6409,4,1,0.0746,0.7888,,,1135.0,3,13748.0,,7702.0,0.6477,0.5562,392.0,189.0,400.0,1.0,47975.5,0.5845,Great Lakes
University of Wisconsin-Stevens Point,0.8571,0.0192,0.0396,0.0359,0.0049,0.0011,0.0254,0.0114,0.0053,0.4609,0.5391,4,1,0.0917,0.8452,,,1120.0,3,14465.0,,6987.0,0.8022,0.5188,494.0,489.0,300.0,1.0,47975.5,0.5845,Great Lakes
Casper College,0.8034,0.0154,0.0899,0.009000000000000001,0.0133,0.0021,0.0184,0.0133,0.0351,0.3662,0.6338,2,1,0.3534,,,,,7,7090.0,,7071.0,0.9925,0.1526,,1284.0,1200.0,,36066.0,0.5845,Rocky Mountains
Central Wyoming College,0.5107,0.0102,0.1062,0.0061,0.1379,0.001,0.0449,0.0143,0.1685,0.3953,0.6047,2,1,0.3088,,,,,7,6982.0,,6409.0,0.6117,0.1109,,967.0,1200.0,,36066.0,0.5845,Rocky Mountains
Eastern Wyoming College,0.7945,0.0209,0.1059,0.0064,0.0193,0.0048,0.0096,0.0385,0.0,0.3756,0.6244,2,1,0.2055,,,,,7,5558.0,,5735.0,1.0,0.0657,,915.0,1500.0,,36066.0,0.5845,Rocky Mountains
Laramie County Community College,0.6837,0.0203,0.1629,0.0081,0.0092,0.0011,0.0424,0.0096,0.0627,0.3575,0.6425,2,1,0.2819,,,,,7,5862.0,,6983.0,1.0,0.2573,,1441.0,1200.0,,36066.0,0.5845,Rocky Mountains
Northern Wyoming Community College District,0.8178,0.0088,0.0818,0.0064,0.0206,0.0039,0.0441,0.0157,0.001,0.405,0.595,2,1,0.3568,,,,,7,10101.0,,6391.0,1.0,0.1243,,2305.0,1400.0,,36066.0,0.5845,Rocky Mountains
Western Wyoming Community College,0.7395,0.022000000000000002,0.1568,0.0065,0.0045,0.0013,0.0376,0.0285,0.0032,0.418,0.5820000000000001,2,1,0.2829,,,,,7,7824.0,,6610.0,1.0,0.131,,1278.0,1600.0,,36066.0,0.5845,Rocky Mountains
Cheeks Beauty Academy,0.52,0.04,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.94,1,3,0.36,,,,,7,,7857.0,,,0.75,,,,,27754.0,0.5845,Rocky Mountains
WyoTech,0.7352,0.0119,0.1739,0.0,0.0158,0.004,0.0079,0.0,0.0514,0.9486,0.0514,1,3,0.1107,,,,,7,,18397.0,5072.0,1.0,0.5904,,,,,27754.0,0.5845,Rocky Mountains
University of Wyoming,0.7357,0.0112,0.0654,0.0106,0.0062,0.0008,0.0412,0.028999999999999998,0.0998,0.4861,0.5139,4,1,0.1624,0.9596,590.0,580.0,1203.0,7,12159.0,,9877.0,0.9781,0.3436,2442.0,161.0,1200.0,1.0,47975.5,0.5845,Rocky Mountains
American Samoa Community College,0.001,0.0,0.0,0.004,0.0,0.9093,0.0,0.0857,0.0,0.3175,0.6825,3,1,0.1565,,,,,9,2606.0,,3052.0,1.0,0.0,,43.0,2600.0,,36066.0,0.5845,Outlying Areas
Guam Community College,0.0099,0.0073,0.0046,0.4571,0.0033,0.5132,0.0007,0.0,0.004,0.4182,0.5818,2,1,0.3,,,,,9,5562.0,,6551.0,0.5644,0.0,,284.0,1200.0,,36066.0,0.5845,Outlying Areas
University of Guam,0.0237,0.0047,0.0057,0.4819,0.0013,0.444,0.0,0.0073,0.0316,0.4418,0.5582,4,1,0.1922,,,,,9,8825.0,,7858.0,0.5706,0.2143,348.0,46.0,2050.0,,47975.5,0.5845,Outlying Areas
Northern Marianas College,0.009000000000000001,0.0024,0.0081,0.3868,0.0,0.4349,0.0586,0.0619,0.0383,0.3779,0.6221,3,1,0.1979,,,,,9,2783.0,,5101.0,0.5479,0.0,,25.0,1600.0,,36066.0,0.5845,Outlying Areas
American University of Puerto Rico,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5286,0.4714,4,2,0.3568,,,,,9,,10444.0,3000.0,0.2273,0.1156,29.0,3.0,1240.0,,47975.5,0.5845,Outlying Areas
American Educational College,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3109,0.6891,1,3,0.2633,,,,,9,,539.0,,,0.2174,,,425.0,,27754.0,0.5845,Outlying Areas
Antilles School of Technical Careers,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1952,0.8048,1,3,0.3786,,,,,9,,2417.0,,,0.0,,,,,27754.0,0.5845,Outlying Areas
Universidad Adventista de las Antillas,0.0125,0.0125,0.9531,0.001,0.0,0.0,0.0,0.0211,0.0,0.3822,0.6178,4,2,0.1909,0.9874,,,,9,,8572.0,2487.0,0.4286,0.3962,95.0,14.0,1600.0,2.0,47975.5,0.5845,Outlying Areas
Atlantic University College,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6970000000000001,0.303,4,2,0.0878,,,,,9,,4122.0,3037.0,0.7561,0.1139,112.0,,1000.0,,47975.5,0.5845,Outlying Areas
Universidad Central de Bayamon,0.0,0.0,0.9916,0.0,0.0,0.0,0.0,0.0084,0.0,0.3408,0.6592,4,2,0.2379,0.7725,,,,9,,8754.0,2720.0,1.0,0.3025,210.0,2.0,1504.0,2.0,47975.5,0.5845,Outlying Areas
Columbia Central University-Caguas,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.447,0.5529999999999999,4,3,0.2575,,,,,9,,2489.0,2331.0,0.3548,0.0,111.0,,862.0,,47975.5,0.5845,Outlying Areas
Albizu University-San Juan,0.0053,0.0,0.9876,0.0,0.0,0.0,0.0,0.0,0.0071,0.16699999999999998,0.833,4,2,0.1693,0.6019,,,,9,,12034.0,4256.0,0.1034,0.8333,1513.0,4.0,2484.0,2.0,47975.5,0.5845,Outlying Areas
Caribbean University-Bayamon,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4822,0.5178,4,2,0.5237,,,,,9,,3356.0,2245.0,0.2564,0.3454,268.0,,1272.0,,47975.5,0.5845,Outlying Areas
Caribbean University-Carolina,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2868,0.7132,4,2,0.3057,,,,,9,,2948.0,2143.0,0.1458,0.1765,25.0,,1272.0,,47975.5,0.5845,Outlying Areas
Pontifical Catholic University of Puerto Rico-Arecibo,0.0023,0.0,0.9884,0.0,0.0,0.0,0.0,0.0,0.0093,0.3681,0.6319,4,2,0.2434,0.9882,,,,9,,8647.0,4210.0,0.4487,0.4527,396.0,24.0,1735.0,2.0,47975.5,0.5845,Outlying Areas
Pontifical Catholic University of Puerto Rico-Ponce,0.0006,0.0002,0.995,0.0006,0.0,0.0,0.0,0.0,0.0037,0.3856,0.6144,4,2,0.0875,0.9287,,,,9,,9304.0,4273.0,0.7021,0.4871,1806.0,144.0,1735.0,2.0,47975.5,0.5845,Outlying Areas
CEM College-San Juan,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2754,0.7246,3,3,0.337,,,,,9,,8281.0,2467.0,0.0638,0.3309,,,974.0,,36066.0,0.5845,Outlying Areas
Universidad Teologica del Caribe,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5884,0.4116,4,2,0.7512,,,,,9,,7545.0,940.0,0.2794,0.483,96.0,,1000.0,,47975.5,0.5845,Outlying Areas
Colegio Universitario de San Juan,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396,0.604,3,1,0.3664,0.9505,,,,9,1268.0,,3798.0,1.0,0.0,,1.0,1130.0,3.0,36066.0,0.5845,Outlying Areas
Universidad Ana G. Mendez-Cupey Campus,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3552,0.6448,4,2,0.3184,,,,,9,,6663.0,4097.0,1.0,0.4687,2171.0,,1700.0,,47975.5,0.5845,Outlying Areas
Conservatory of Music of Puerto Rico,0.0028,0.0,0.9637,0.0,0.0,0.0,0.0,0.0335,0.0,0.6676,0.3324,4,1,0.1351,0.6543,,,,9,5733.0,,3158.0,0.5604,0.2088,21.0,12.0,1800.0,3.0,47975.5,0.5845,Outlying Areas
Center for Advanced Studies On Puerto Rico and the Caribbean,,,,,,,,,,,,4,2,,,,,,9,,,,0.0,,416.0,,,,,0.5845,Outlying Areas
EDP University of Puerto Rico Inc-San Sebastian,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3274,0.6726,4,2,0.46399999999999997,0.9706,,,,9,,7113.0,2290.0,1.0,0.46299999999999997,36.0,3.0,600.0,5.0,36066.0,0.5845,Outlying Areas
Emma's Beauty Academy-Mayaguez,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2725,0.7275,1,3,0.1159,,,,,9,,3933.0,,,0.0,,,,,27754.0,0.5845,Outlying Areas
Escuela de Artes Plasticas y Diseno de Puerto Rico,0.0,0.0023,0.9977,0.0,0.0,0.0,0.0,0.0,0.0,0.2993,0.7007,3,1,0.1451,0.9091,,,,9,5476.0,,2631.0,0.4,0.0,,,3136.0,2.0,47975.5,0.5845,Outlying Areas
Instituto Tecnologico de Puerto Rico-Recinto de Manati,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5215,0.4785,2,1,,0.9894,,,,9,2990.0,,2379.0,1.0,0.0,,,1800.0,3.0,36066.0,0.5845,Outlying Areas
Huertas College,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4009,0.5991,3,3,0.3828,,,,,9,,6440.0,1902.0,0.1269,0.1131,,2.0,832.0,,36066.0,0.5845,Outlying Areas
Humacao Community College,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3844,0.6156,3,2,0.3844,,,,,9,,4545.0,1462.0,0.6164,0.0,,,1700.0,,36066.0,0.5845,Outlying Areas
ICPR Junior College-Arecibo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3556,0.6444,2,3,0.2465,,,,,9,,7193.0,2537.0,0.28,0.0,,,2122.0,,27754.0,0.5845,Outlying Areas
ICPR Junior College-Mayaguez,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2925,0.7075,2,3,0.4575,,,,,9,,6099.0,2614.0,0.2857,0.0,,,2122.0,,36066.0,0.5845,Outlying Areas
Richport Technical College,0.0341,0.2955,0.6591,0.0,0.0,0.0,0.0114,0.0,0.0,0.5795,0.4205,1,3,0.3636,,,,,9,,4273.0,,,0.0,,,,,27754.0,0.5845,Outlying Areas
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5783,0.4217,2,1,0.2434,0.9606,,,,9,3010.0,,3182.0,1.0,0.0,,,2100.0,3.0,36066.0,0.5845,Outlying Areas
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6469,0.3531,2,1,,0.9667,,,,9,407.0,,2418.0,1.0,0.0,,10.0,1800.0,3.0,36066.0,0.5845,Outlying Areas
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6739,0.3261,2,1,0.1685,1.0,,,,9,1234.0,,2584.0,1.0,0.0,,,1080.0,3.0,36066.0,0.5845,Outlying Areas
Inter American University of Puerto Rico-San German,0.0019,0.0021,0.9949,0.0,0.0011,0.0,0.0,0.0,0.0,0.4739,0.5261,4,2,0.1102,0.4375,,,,9,,8253.0,5982.0,1.0,0.2464,638.0,37.0,1171.0,3.0,47975.5,0.5845,Outlying Areas
Inter American University of Puerto Rico-Aguadilla,0.0005,0.0003,0.9984,0.0,0.0008,0.0,0.0,0.0,0.0,0.4221,0.5779,4,2,0.1713,0.4306,,,,9,,7115.0,5279.0,1.0,0.2064,197.0,65.0,1171.0,3.0,47975.5,0.5845,Outlying Areas
Inter American University of Puerto Rico-Arecibo,0.003,0.0005,0.9951,0.0,0.0014,0.0,0.0,0.0,0.0,0.3941,0.6059,4,2,0.1836,0.2593,,,,9,,8003.0,5600.0,1.0,0.2493,349.0,50.0,1171.0,3.0,47975.5,0.5845,Outlying Areas
Inter American University of Puerto Rico-Barranquitas,0.0,0.0,0.9993,0.0,0.0007,0.0,0.0,0.0,0.0,0.3424,0.6576,4,2,0.1737,0.9022,,,,9,,7523.0,4963.0,1.0,0.188,159.0,7.0,1171.0,3.0,47975.5,0.5845,Outlying Areas
Inter American University of Puerto Rico-Metro,0.0087,0.0058,0.9821,0.0011,0.0021,0.0002,0.0,0.0,0.0,0.4271,0.5729,4,2,0.289,0.2605,,,,9,,11810.0,5851.0,1.0,0.3354,2283.0,195.0,1718.0,3.0,47975.5,0.5845,Outlying Areas
Inter American University of Puerto Rico-Ponce,0.0018,0.0003,0.9966,0.0003,0.001,0.0,0.0,0.0,0.0,0.3882,0.6118,4,2,0.2084,0.3269,,,,9,,8702.0,5420.0,1.0,0.2303,417.0,136.0,1171.0,3.0,47975.5,0.5845,Outlying Areas
Inter American University of Puerto Rico-Fajardo,0.0,0.0017,0.9983,0.0,0.0,0.0,0.0,0.0,0.0,0.4002,0.5998,4,2,0.1955,0.5329,,,,9,,8192.0,5326.0,1.0,0.1541,121.0,22.0,1171.0,3.0,47975.5,0.5845,Outlying Areas
Inter American University of Puerto Rico-Guayama,0.0012,0.0012,0.9976,0.0,0.0,0.0,0.0,0.0,0.0,0.3079,0.6921,4,2,0.2365,0.4623,,,,9,,7563.0,4892.0,1.0,0.37200000000000005,139.0,26.0,1171.0,3.0,47975.5,0.5845,Outlying Areas
Inter American University of Puerto Rico-Bayamon,0.0057,0.0021,0.9877,0.0002,0.0041,0.0002,0.0,0.0,0.0,0.5705,0.4295,4,2,0.1258,0.2682,,,,9,,7814.0,5615.0,1.0,0.1884,104.0,21.0,1171.0,3.0,47975.5,0.5845,Outlying Areas
Inter American University of Puerto Rico-School of Law,,,,,,,,,,,,4,2,,,,,,9,,,9432.0,1.0,,735.0,,,,,0.5845,Outlying Areas
Liceo de Arte y Tecnologia,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8107,0.1893,1,3,0.2258,,,,,9,,6211.0,,,0.1658,,,,,27754.0,0.5845,Outlying Areas
Modern Hairstyling Institute-Bayamon,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3276,0.6724,1,3,0.092,0.94,,,,9,,5353.0,,,0.0,,,,3.0,27754.0,0.5845,Outlying Areas
Modern Hairstyling Institute-Arecibo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1892,0.8108,1,3,0.027000000000000003,0.8261,,,,9,,5354.0,,,0.0,,,,3.0,27754.0,0.5845,Outlying Areas
NUC University,0.0001,0.0012,0.9856,0.0004,0.0044,0.0006,0.0,0.0001,0.0077,0.3022,0.6978,4,3,0.6,0.4907,,,,9,,9357.0,2901.0,0.2414,0.5649,1225.0,20.0,781.0,3.0,47975.5,0.5845,Outlying Areas
Ponce Health Sciences University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,,,,,,9,,,5052.0,0.5,,586.0,,600.0,,,0.5845,Outlying Areas
University of Puerto Rico-Aguadilla,0.0252,0.0141,0.9549,0.0,0.0022,0.0,0.0015,0.0,0.0022,0.45799999999999996,0.542,3,1,0.0384,0.8676,520.0,509.0,1029.0,9,6218.0,,7156.0,0.6379,0.1176,,59.0,2168.0,1.0,47975.5,0.5845,Outlying Areas
University of Puerto Rico-Carolina,0.002,0.0255,0.9113,0.0,0.0,0.0,0.0034,0.0,0.0578,0.3869,0.6131,3,1,0.07400000000000001,0.3865,511.0,480.0,990.0,9,8778.0,,6400.0,0.568,0.0663,,73.0,3252.0,1.0,47975.5,0.5845,Outlying Areas
University of Puerto Rico-Cayey,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3493,0.6507,3,1,0.0516,0.8776,550.0,535.0,1085.0,9,8261.0,,6888.0,0.8889,0.0576,,42.0,2168.0,1.0,47975.5,0.5845,Outlying Areas
University of Puerto Rico-Humacao,0.0041,0.0314,0.8947,0.0,0.0032,0.0,0.0038,0.0,0.0628,0.365,0.635,3,1,0.0376,0.4832,,,,9,9537.0,,5892.0,0.6812,0.0636,,65.0,2168.0,3.0,47975.5,0.5845,Outlying Areas
University of Puerto Rico-Utuado,0.0046,0.0366,0.8366,0.0,0.0031,0.0,0.0031,0.0,0.11599999999999999,0.5069,0.4931,3,1,0.0785,0.6303,,,,9,10585.0,,5764.0,0.831,0.0986,,20.0,2168.0,3.0,36066.0,0.5845,Outlying Areas
University of Puerto Rico-Mayaguez,0.0,0.0,0.9359999999999999,0.0,0.0,0.0,0.0,0.0009,0.0631,0.5406,0.4594,4,1,0.0415,0.804,,,,9,10766.0,,8545.0,0.9313,0.16899999999999998,855.0,211.0,2168.0,3.0,47975.5,0.5845,Outlying Areas
University of Puerto Rico-Medical Sciences,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228,0.772,4,1,0.1854,,,,,9,,,6939.0,0.77,0.2312,1878.0,,,,47975.5,0.5845,Outlying Areas
University of Puerto Rico-Rio Piedras,0.0038,0.0365,0.8225,0.0003,0.0062,0.0001,0.0021,0.0,0.1287,0.3731,0.6269,4,1,0.0516,0.4881,,,,9,11714.0,,6322.0,0.7114,0.076,3141.0,119.0,2168.0,3.0,47975.5,0.5845,Outlying Areas
Universidad Ana G. Mendez-Carolina Campus,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3768,0.6232,4,2,0.311,,,,,9,,6997.0,4121.0,1.0,0.1023,1584.0,,1700.0,,47975.5,0.5845,Outlying Areas
Universidad del Sagrado Corazon,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3877,0.6123,4,2,0.1922,0.3685,,,,9,,12796.0,4295.0,0.3702,0.4258,303.0,61.0,2500.0,3.0,47975.5,0.5845,Outlying Areas
Seminario Evangelico de Puerto Rico,,,,,,,,,,,,4,2,,,,,,9,,,3717.0,0.2273,,147.0,,,,,0.5845,Outlying Areas
Universidad Central Del Caribe,0.0,0.0,0.8651,0.0,0.0,0.0,0.0,0.0,0.1349,0.1825,0.8175,4,2,0.2143,1.0,,,,9,,10072.0,3281.0,0.72,0.2656,408.0,,600.0,2.0,47975.5,0.5845,Outlying Areas
Universidad Politecnica de Puerto Rico,0.0019,0.0,0.997,0.0,0.0,0.0,0.0,0.0,0.0011,0.7633,0.2367,4,2,0.2428,,,,,9,,16057.0,3980.0,0.6364,0.5299,670.0,31.0,2356.0,,47975.5,0.5845,Outlying Areas
Pontifical Catholic University of Puerto Rico-Mayaguez,0.0,0.0,0.9944,0.0,0.0,0.0,0.0,0.0,0.0056,0.3477,0.6523,4,2,0.2328,0.9786,,,,9,,7696.0,3849.0,0.5652,0.4698,117.0,24.0,1735.0,2.0,47975.5,0.5845,Outlying Areas
Universidad Ana G. Mendez-Gurabo Campus,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4034,0.5966,4,2,0.2959,,,,,9,,6588.0,4578.0,1.0,0.4306,2956.0,,1700.0,,47975.5,0.5845,Outlying Areas
College of Micronesia-FSM,0.0,0.0,0.0,0.0005,0.0179,0.9789,0.0,0.0,0.0026,0.4337,0.5663,2,1,0.1393,0.8011,,,,9,4093.0,,2878.0,1.0,0.0,,3.0,1600.0,2.0,36066.0,0.5845,Outlying Areas
Palau Community College,0.0023,0.0,0.0,0.0204,0.0,0.9773,0.0,0.0,0.0,0.45799999999999996,0.542,2,1,0.3018,,,,,9,2623.0,,2043.0,0.9524,0.0,,3.0,1800.0,,36066.0,0.5845,Outlying Areas
University of the Virgin Islands,0.043,0.711,0.1135,0.008,0.0023,0.0,0.0132,0.0556,0.0533,0.3131,0.6869,4,1,0.2492,0.9836,475.0,435.0,913.0,9,10489.0,,7038.0,1.0,0.2073,234.0,106.0,1750.0,5.0,47975.5,0.5845,Outlying Areas
Stanford University,0.3237,0.0682,0.1653,0.2273,0.0081,0.0036,0.0934,0.1068,0.0036,0.4957,0.5043,4,2,0.0166,0.0434,735.0,770.0,1503.0,8,,11496.0,20865.0,0.9881,0.0766,10253.0,2.0,1245.0,1.0,47975.5,0.5845,Far West
Purdue University-Main Campus,0.6345,0.0275,0.0558,0.0913,0.001,0.0006,0.0372,0.1352,0.0167,0.5751,0.4249,4,1,0.0333,0.5983,640.0,675.0,1321.0,3,13986.0,,12655.0,0.9636,0.2889,10904.0,220.0,1190.0,1.0,47975.5,0.5845,Great Lakes
Blue Hills Regional Technical School,0.537,0.4259,0.0,0.0,0.0,0.0,0.037000000000000005,0.0,0.0,0.1481,0.8519,1,1,0.7778,0.0588,,,,1,17647.0,,,,0.8393,,,,3.0,27754.0,0.5845,New England
EDP University of Puerto Rico Inc-San Juan,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3028,0.6972,4,2,0.644,0.7048,,,,9,,5841.0,2330.0,0.9756,0.4676,120.0,10.0,600.0,3.0,36066.0,0.5845,Outlying Areas
City College-Fort Lauderdale,0.1837,0.5878,0.1837,0.0,0.0,0.0,0.0449,0.0,0.0,0.302,0.698,3,2,0.7265,,,,,5,,18771.0,3768.0,0.1887,0.8614,,,1231.0,,36066.0,0.5845,Southeast
Georgia State University-Perimeter College,0.1823,0.4838,0.1337,0.0887,0.0013,0.0008,0.0527,0.0517,0.0051,0.3776,0.6224,2,1,0.2951,0.6932,,,,5,9184.0,,5331.0,0.5844,0.3062,,2014.0,2000.0,3.0,36066.0,0.5845,Southeast
Georgia Piedmont Technical College,0.0893,0.7957,0.0372,0.0313,0.0017,0.0008,0.025,0.0093,0.0097,0.3663,0.6337,2,1,0.4469,,,,,5,5682.0,,4577.0,0.2431,0.0,,1042.0,1200.0,,27754.0,0.5845,Southeast
ETI School of Skilled Trades,0.396,0.2718,0.2852,0.0235,0.0067,0.0034,0.0067,0.0,0.0067,0.9597,0.0403,1,3,0.4832,,,,,3,,27449.0,,,0.7698,,,,,27754.0,0.5845,Great Lakes
Traxlers School of Hair,0.0112,0.9888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.764,0.23600000000000002,1,3,0.5169,,,,,5,,7485.0,,,0.0,,,,,27754.0,0.5845,Southeast
Warren County Community College,0.6586,0.0848,0.1828,0.0192,0.0051,0.0,0.0222,0.0111,0.0162,0.3616,0.6384,2,1,0.1076,,,,,2,5915.0,,6487.0,1.0,0.0326,,2253.0,400.0,,36066.0,0.5845,Mid East
Bais Medrash Elyon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2,0.1064,0.8065,,,,2,,,2350.0,,0.0,58.0,5.0,200.0,3.0,47975.5,0.5845,Mid East
Antioch University-Los Angeles,0.4615,0.0839,0.1818,0.021,0.0,0.0,0.035,0.042,0.1748,0.3357,0.6643,4,2,0.7091,,,,,8,,,6371.0,,0.475,627.0,22.0,,,47975.5,0.5845,Far West
Antioch University-Santa Barbara,0.3846,0.0256,0.2436,0.0128,0.0128,0.0,0.0128,0.141,0.1667,0.3077,0.6923,4,2,0.5769,,,,,8,,,5898.0,,0.5517,247.0,,,,47975.5,0.5845,Far West
