School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,highest_degree,ownership,admissions_rate,sat_mid_overall,region
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,4,2,0.7479,1097.0,2
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,4,2,0.7479,1097.0,2
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,4,2,0.7479,1097.0,2
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,4,2,0.7479,1097.0,2
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,4,2,0.7479,1097.0,2
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,4,2,0.7479,1097.0,2
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,4,2,0.7479,1097.0,2
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,4,2,0.7479,1097.0,2
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,4,2,0.7479,1097.0,2
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,4,2,0.7479,1097.0,2
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,4,2,0.7479,1097.0,2
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,4,2,0.7479,1097.0,2
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,4,2,0.7479,1097.0,2
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,4,2,0.7479,1097.0,2
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,4,2,0.7479,1097.0,2
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,4,2,0.7479,1097.0,2
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,4,2,0.7479,1097.0,2
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,4,2,0.7479,1097.0,2
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,4,2,0.7479,1097.0,2
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,4,2,0.7479,1097.0,2
Notre Dame de Namur University,0.1761,0.0541,0.4679,0.1044,0.005,0.0201,0.0566,0.0667,0.0491,0.3635,0.6365,4,2,0.9994,989.0,8
Occidental College,0.4883,0.0416,0.1426,0.1553,0.0,0.002,0.0873,0.0665,0.0162,0.431,0.569,3,2,0.3669,1386.0,8
Otis College of Art and Design,0.2286,0.0473,0.1643,0.2134,0.0018,0.0054,0.0563,0.25,0.033,0.3134,0.6866,4,2,0.7817,1250.0,8
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009000000000000001,0.09,0.0292,0.0979,0.3993,0.6007,4,2,0.5332,1067.0,8
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009000000000000001,0.09,0.0292,0.0979,0.3993,0.6007,4,2,0.5332,1067.0,8
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009000000000000001,0.09,0.0292,0.0979,0.3993,0.6007,4,2,0.5332,1067.0,8
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009000000000000001,0.09,0.0292,0.0979,0.3993,0.6007,4,2,0.5332,1067.0,8
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009000000000000001,0.09,0.0292,0.0979,0.3993,0.6007,4,2,0.5332,1067.0,8
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009000000000000001,0.09,0.0292,0.0979,0.3993,0.6007,4,2,0.5332,1067.0,8
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009000000000000001,0.09,0.0292,0.0979,0.3993,0.6007,4,2,0.5332,1067.0,8
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009000000000000001,0.09,0.0292,0.0979,0.3993,0.6007,4,2,0.5332,1067.0,8
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009000000000000001,0.09,0.0292,0.0979,0.3993,0.6007,4,2,0.5332,1067.0,8
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009000000000000001,0.09,0.0292,0.0979,0.3993,0.6007,4,2,0.5332,1067.0,8
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009000000000000001,0.09,0.0292,0.0979,0.3993,0.6007,4,2,0.5332,1067.0,8
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009000000000000001,0.09,0.0292,0.0979,0.3993,0.6007,4,2,0.5332,1067.0,8
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009000000000000001,0.09,0.0292,0.0979,0.3993,0.6007,4,2,0.5332,1067.0,8
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009000000000000001,0.09,0.0292,0.0979,0.3993,0.6007,4,2,0.5332,1067.0,8
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009000000000000001,0.09,0.0292,0.0979,0.3993,0.6007,4,2,0.5332,1067.0,8
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009000000000000001,0.09,0.0292,0.0979,0.3993,0.6007,4,2,0.5332,1067.0,8
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009000000000000001,0.09,0.0292,0.0979,0.3993,0.6007,4,2,0.5332,1067.0,8
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009000000000000001,0.09,0.0292,0.0979,0.3993,0.6007,4,2,0.5332,1067.0,8
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009000000000000001,0.09,0.0292,0.0979,0.3993,0.6007,4,2,0.5332,1067.0,8
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009000000000000001,0.09,0.0292,0.0979,0.3993,0.6007,4,2,0.5332,1067.0,8
University of the Pacific,0.2279,0.0321,0.212,0.3841,0.0028,0.005,0.0399,0.0709,0.0254,0.4806,0.5194,4,2,0.6561,1251.0,8
University of the Pacific,0.2279,0.0321,0.212,0.3841,0.0028,0.005,0.0399,0.0709,0.0254,0.4806,0.5194,4,2,0.6561,1251.0,8
University of the Pacific,0.2279,0.0321,0.212,0.3841,0.0028,0.005,0.0399,0.0709,0.0254,0.4806,0.5194,4,2,0.6561,1251.0,8
University of the Pacific,0.2279,0.0321,0.212,0.3841,0.0028,0.005,0.0399,0.0709,0.0254,0.4806,0.5194,4,2,0.6561,1251.0,8
University of the Pacific,0.2279,0.0321,0.212,0.3841,0.0028,0.005,0.0399,0.0709,0.0254,0.4806,0.5194,4,2,0.6561,1251.0,8
University of the Pacific,0.2279,0.0321,0.212,0.3841,0.0028,0.005,0.0399,0.0709,0.0254,0.4806,0.5194,4,2,0.6561,1251.0,8
Pepperdine University,0.4881,0.0464,0.1368,0.112,0.0036,0.0011,0.0743,0.1223,0.0154,0.4172,0.5828,4,2,0.3172,1349.0,8
Point Loma Nazarene University,0.5302,0.016,0.2617,0.0723,0.0038,0.0066,0.0776,0.011,0.021,0.349,0.6509999999999999,4,2,0.7366,1242.0,8
University of Redlands,0.3906,0.0368,0.3663,0.056,0.0054,0.0047,0.055,0.0246,0.0607,0.4091,0.5909,4,2,0.7641,1186.0,8
San Diego State University,0.3415,0.0409,0.321,0.1322,0.0036,0.003,0.0644,0.06,0.0333,0.4485,0.5515,4,1,0.3413,1221.0,8
San Francisco State University,0.16699999999999998,0.0571,0.3494,0.257,0.0013,0.0051,0.0581,0.0686,0.0364,0.45,0.55,4,1,0.6729999999999999,1046.0,8
William Jessup University,0.5209,0.0554,0.2039,0.049,0.0144,0.0064,0.0064,0.0506,0.0931,0.4101,0.5899,4,2,0.6503,1085.0,8
San Jose State University,0.1418,0.035,0.2915,0.3623,0.0005,0.0051,0.0481,0.0785,0.0373,0.5028,0.4972,4,1,0.6357,1139.0,8
Santa Clara University,0.472,0.0307,0.1801,0.1753,0.0007,0.0023,0.0754,0.0442,0.0194,0.4998,0.5002,4,2,0.4882,1368.0,8
Scripps College,0.5254,0.0369,0.14400000000000002,0.1607,0.0,0.0018,0.0656,0.0462,0.0194,0.0,1.0,4,2,0.32,1420.0,8
Simpson University,0.5207,0.0385,0.2197,0.0613,0.0143,0.0086,0.0471,0.0,0.0899,0.4009,0.5991,4,2,0.5231,1041.0,8
Simpson University,0.5207,0.0385,0.2197,0.0613,0.0143,0.0086,0.0471,0.0,0.0899,0.4009,0.5991,4,2,0.5231,1041.0,8
Simpson University,0.5207,0.0385,0.2197,0.0613,0.0143,0.0086,0.0471,0.0,0.0899,0.4009,0.5991,4,2,0.5231,1041.0,8
Simpson University,0.5207,0.0385,0.2197,0.0613,0.0143,0.0086,0.0471,0.0,0.0899,0.4009,0.5991,4,2,0.5231,1041.0,8
Saint Mary's College of California,0.4183,0.0403,0.2804,0.1132,0.0038,0.016,0.0752,0.0262,0.0266,0.4347,0.5653,4,2,0.81,1175.0,8
Sonoma State University,0.4274,0.0211,0.3519,0.0489,0.0031,0.0033,0.0669,0.032,0.0454,0.3805,0.6195,4,1,0.9119,1065.0,8
Vanguard University of Southern California,0.3448,0.0502,0.4295,0.0543,0.0031,0.0078,0.024,0.0084,0.0778,0.3255,0.6745,4,2,0.4945,1070.0,8
Vanguard University of Southern California,0.3448,0.0502,0.4295,0.0543,0.0031,0.0078,0.024,0.0084,0.0778,0.3255,0.6745,4,2,0.4945,1070.0,8
Vanguard University of Southern California,0.3448,0.0502,0.4295,0.0543,0.0031,0.0078,0.024,0.0084,0.0778,0.3255,0.6745,4,2,0.4945,1070.0,8
Vanguard University of Southern California,0.3448,0.0502,0.4295,0.0543,0.0031,0.0078,0.024,0.0084,0.0778,0.3255,0.6745,4,2,0.4945,1070.0,8
Thomas Aquinas College,0.7062,0.0023,0.1572,0.0182,0.0023,0.0046,0.0547,0.0319,0.0228,0.4715,0.5285,3,2,0.7892,1284.0,8
Thomas Aquinas College,0.7062,0.0023,0.1572,0.0182,0.0023,0.0046,0.0547,0.0319,0.0228,0.4715,0.5285,3,2,0.7892,1284.0,8
Thomas Aquinas College,0.7062,0.0023,0.1572,0.0182,0.0023,0.0046,0.0547,0.0319,0.0228,0.4715,0.5285,3,2,0.7892,1284.0,8
Thomas Aquinas College,0.7062,0.0023,0.1572,0.0182,0.0023,0.0046,0.0547,0.0319,0.0228,0.4715,0.5285,3,2,0.7892,1284.0,8
Westmont College,0.5441,0.0167,0.1971,0.0761,0.0015,0.0053,0.0616,0.0221,0.0753,0.4003,0.5997,3,2,0.648,1222.0,8
Whittier College,0.2492,0.048,0.513,0.0701,0.004,0.0028,0.07400000000000001,0.0322,0.0068,0.4356,0.5644,4,2,0.5711,1135.0,8
Woodbury University,0.3384,0.0361,0.3764,0.0993,0.0027,0.0018,0.0334,0.1101,0.0018,0.4856,0.5144,4,2,0.6633,1087.0,8
Adams State University,0.4053,0.0892,0.366,0.011,0.0139,0.0069,0.033,0.0145,0.0602,0.5547,0.4453,4,1,0.9909,1003.0,7
University of Colorado Denver/Anschutz Medical Campus,0.4449,0.0548,0.2472,0.1036,0.0031,0.0013,0.0564,0.0793,0.0094,0.4514,0.5486,4,1,0.6731,1124.0,7
University of Colorado Denver/Anschutz Medical Campus,0.4449,0.0548,0.2472,0.1036,0.0031,0.0013,0.0564,0.0793,0.0094,0.4514,0.5486,4,1,0.6731,1124.0,7
University of Colorado Denver/Anschutz Medical Campus,0.4449,0.0548,0.2472,0.1036,0.0031,0.0013,0.0564,0.0793,0.0094,0.4514,0.5486,4,1,0.6731,1124.0,7
University of Colorado Denver/Anschutz Medical Campus,0.4449,0.0548,0.2472,0.1036,0.0031,0.0013,0.0564,0.0793,0.0094,0.4514,0.5486,4,1,0.6731,1124.0,7
University of Colorado Boulder,0.6728,0.0159,0.1276,0.0583,0.0013,0.001,0.0608,0.0564,0.0058,0.5459,0.4541,4,1,0.7835,1276.0,7
Regis University,0.4811,0.0371,0.2244,0.0498,0.0047,0.0029,0.0401,0.0283,0.1315,0.3927,0.6073,4,2,0.7096,1157.0,7
Regis University,0.4811,0.0371,0.2244,0.0498,0.0047,0.0029,0.0401,0.0283,0.1315,0.3927,0.6073,4,2,0.7096,1157.0,7
Regis University,0.4811,0.0371,0.2244,0.0498,0.0047,0.0029,0.0401,0.0283,0.1315,0.3927,0.6073,4,2,0.7096,1157.0,7
Regis University,0.4811,0.0371,0.2244,0.0498,0.0047,0.0029,0.0401,0.0283,0.1315,0.3927,0.6073,4,2,0.7096,1157.0,7
Regis University,0.4811,0.0371,0.2244,0.0498,0.0047,0.0029,0.0401,0.0283,0.1315,0.3927,0.6073,4,2,0.7096,1157.0,7
Regis University,0.4811,0.0371,0.2244,0.0498,0.0047,0.0029,0.0401,0.0283,0.1315,0.3927,0.6073,4,2,0.7096,1157.0,7
Regis University,0.4811,0.0371,0.2244,0.0498,0.0047,0.0029,0.0401,0.0283,0.1315,0.3927,0.6073,4,2,0.7096,1157.0,7
Regis University,0.4811,0.0371,0.2244,0.0498,0.0047,0.0029,0.0401,0.0283,0.1315,0.3927,0.6073,4,2,0.7096,1157.0,7
Regis University,0.4811,0.0371,0.2244,0.0498,0.0047,0.0029,0.0401,0.0283,0.1315,0.3927,0.6073,4,2,0.7096,1157.0,7
Regis University,0.4811,0.0371,0.2244,0.0498,0.0047,0.0029,0.0401,0.0283,0.1315,0.3927,0.6073,4,2,0.7096,1157.0,7
Regis University,0.4811,0.0371,0.2244,0.0498,0.0047,0.0029,0.0401,0.0283,0.1315,0.3927,0.6073,4,2,0.7096,1157.0,7
Regis University,0.4811,0.0371,0.2244,0.0498,0.0047,0.0029,0.0401,0.0283,0.1315,0.3927,0.6073,4,2,0.7096,1157.0,7
Regis University,0.4811,0.0371,0.2244,0.0498,0.0047,0.0029,0.0401,0.0283,0.1315,0.3927,0.6073,4,2,0.7096,1157.0,7
Regis University,0.4811,0.0371,0.2244,0.0498,0.0047,0.0029,0.0401,0.0283,0.1315,0.3927,0.6073,4,2,0.7096,1157.0,7
Regis University,0.4811,0.0371,0.2244,0.0498,0.0047,0.0029,0.0401,0.0283,0.1315,0.3927,0.6073,4,2,0.7096,1157.0,7
Regis University,0.4811,0.0371,0.2244,0.0498,0.0047,0.0029,0.0401,0.0283,0.1315,0.3927,0.6073,4,2,0.7096,1157.0,7
Regis University,0.4811,0.0371,0.2244,0.0498,0.0047,0.0029,0.0401,0.0283,0.1315,0.3927,0.6073,4,2,0.7096,1157.0,7
Regis University,0.4811,0.0371,0.2244,0.0498,0.0047,0.0029,0.0401,0.0283,0.1315,0.3927,0.6073,4,2,0.7096,1157.0,7
Regis University,0.4811,0.0371,0.2244,0.0498,0.0047,0.0029,0.0401,0.0283,0.1315,0.3927,0.6073,4,2,0.7096,1157.0,7
Regis University,0.4811,0.0371,0.2244,0.0498,0.0047,0.0029,0.0401,0.0283,0.1315,0.3927,0.6073,4,2,0.7096,1157.0,7
Colorado School of Mines,0.7029,0.0098,0.1064,0.0472,0.0031,0.0006,0.0555,0.0492,0.0253,0.6886,0.3114,4,1,0.5308,1342.0,7
Colorado State University-Fort Collins,0.7047,0.0226,0.1496,0.0265,0.0046,0.0015,0.0477,0.0356,0.0072,0.4777,0.5223,4,1,0.8135,1204.0,7
Fort Lewis College,0.4351,0.0101,0.1227,0.0062,0.2977,0.0019,0.1075,0.0071,0.0117,0.4666,0.5334,4,1,0.9138,1068.0,7
Colorado Mesa University,0.6686,0.0188,0.2105,0.0137,0.0052,0.0051,0.0419,0.0127,0.0235,0.4579,0.5421,4,1,0.782,1063.0,7
Metropolitan State University of Denver,0.5049,0.0634,0.3027,0.043,0.0054,0.0018,0.0491,0.0069,0.0227,0.4632,0.5368,4,1,0.613,1008.0,7
Metropolitan State University of Denver,0.5049,0.0634,0.3027,0.043,0.0054,0.0018,0.0491,0.0069,0.0227,0.4632,0.5368,4,1,0.613,1008.0,7
Metropolitan State University of Denver,0.5049,0.0634,0.3027,0.043,0.0054,0.0018,0.0491,0.0069,0.0227,0.4632,0.5368,4,1,0.613,1008.0,7
Metropolitan State University of Denver,0.5049,0.0634,0.3027,0.043,0.0054,0.0018,0.0491,0.0069,0.0227,0.4632,0.5368,4,1,0.613,1008.0,7
University of Northern Colorado,0.6275,0.0437,0.2354,0.0211,0.0045,0.0022,0.0458,0.0085,0.0112,0.3339,0.6661,4,1,0.9084,1096.0,7
Colorado State University Pueblo,0.454,0.0621,0.3592,0.0119,0.0044,0.0041,0.0563,0.0223,0.0258,0.4749,0.5251,4,1,0.9303,1047.0,7
United States Air Force Academy,0.6417,0.0655,0.1078,0.0583,0.0026,0.0051,0.0743,0.0135,0.0311,0.7242,0.2758,3,1,0.1108,1368.0,0
Western Colorado University,0.703,0.027000000000000003,0.1135,0.0077,0.0017,0.0017,0.0386,0.005,0.1019,0.5851,0.4149,4,1,0.8415,1114.0,7
Albertus Magnus College,0.3303,0.3159,0.1977,0.0117,0.0063,0.0009,0.009000000000000001,0.0271,0.1011,0.3718,0.6282,4,2,0.8346,972.0,1
University of Bridgeport,0.2589,0.2908,0.2768,0.0433,0.0071,0.0022,0.021,0.0795,0.0204,0.3279,0.6721,4,2,0.5458,1008.0,1
Central Connecticut State University,0.5859,0.1245,0.1628,0.0424,0.0009,0.0008,0.0349,0.015,0.0328,0.5284,0.4716,4,1,0.6563,1064.0,1
Central Connecticut State University,0.5859,0.1245,0.1628,0.0424,0.0009,0.0008,0.0349,0.015,0.0328,0.5284,0.4716,4,1,0.6563,1064.0,1
Central Connecticut State University,0.5859,0.1245,0.1628,0.0424,0.0009,0.0008,0.0349,0.015,0.0328,0.5284,0.4716,4,1,0.6563,1064.0,1
Central Connecticut State University,0.5859,0.1245,0.1628,0.0424,0.0009,0.0008,0.0349,0.015,0.0328,0.5284,0.4716,4,1,0.6563,1064.0,1
Central Connecticut State University,0.5859,0.1245,0.1628,0.0424,0.0009,0.0008,0.0349,0.015,0.0328,0.5284,0.4716,4,1,0.6563,1064.0,1
Central Connecticut State University,0.5859,0.1245,0.1628,0.0424,0.0009,0.0008,0.0349,0.015,0.0328,0.5284,0.4716,4,1,0.6563,1064.0,1
Central Connecticut State University,0.5859,0.1245,0.1628,0.0424,0.0009,0.0008,0.0349,0.015,0.0328,0.5284,0.4716,4,1,0.6563,1064.0,1
Central Connecticut State University,0.5859,0.1245,0.1628,0.0424,0.0009,0.0008,0.0349,0.015,0.0328,0.5284,0.4716,4,1,0.6563,1064.0,1
Central Connecticut State University,0.5859,0.1245,0.1628,0.0424,0.0009,0.0008,0.0349,0.015,0.0328,0.5284,0.4716,4,1,0.6563,1064.0,1
Central Connecticut State University,0.5859,0.1245,0.1628,0.0424,0.0009,0.0008,0.0349,0.015,0.0328,0.5284,0.4716,4,1,0.6563,1064.0,1
Central Connecticut State University,0.5859,0.1245,0.1628,0.0424,0.0009,0.0008,0.0349,0.015,0.0328,0.5284,0.4716,4,1,0.6563,1064.0,1
Central Connecticut State University,0.5859,0.1245,0.1628,0.0424,0.0009,0.0008,0.0349,0.015,0.0328,0.5284,0.4716,4,1,0.6563,1064.0,1
Fairfield University,0.7713,0.0184,0.0682,0.0264,0.0009,0.0005,0.0179,0.0393,0.0572,0.4054,0.5946,4,2,0.5713,1288.0,1
University of Hartford,0.5313,0.1496,0.1285,0.0373,0.0022,0.0002,0.0371,0.0608,0.0529,0.474,0.526,4,2,0.7635,1140.0,1
University of New Haven,0.6397,0.1178,0.1335,0.0362,0.0033,0.0006,0.008,0.0284,0.0325,0.4429,0.5571,4,2,0.8299,1134.0,1
Mount Saint Joseph University,0.8018,0.1105,0.0289,0.0061,0.0018,0.0009,0.0377,0.0009,0.0114,0.4211,0.5789,4,2,0.6241,1097.0,3
Mount Saint Joseph University,0.8018,0.1105,0.0289,0.0061,0.0018,0.0009,0.0377,0.0009,0.0114,0.4211,0.5789,4,2,0.6241,1097.0,3
Mount Saint Joseph University,0.8018,0.1105,0.0289,0.0061,0.0018,0.0009,0.0377,0.0009,0.0114,0.4211,0.5789,4,2,0.6241,1097.0,3
Mount Saint Joseph University,0.8018,0.1105,0.0289,0.0061,0.0018,0.0009,0.0377,0.0009,0.0114,0.4211,0.5789,4,2,0.6241,1097.0,3
Mount Saint Joseph University,0.8018,0.1105,0.0289,0.0061,0.0018,0.0009,0.0377,0.0009,0.0114,0.4211,0.5789,4,2,0.6241,1097.0,3
Mount Saint Joseph University,0.8018,0.1105,0.0289,0.0061,0.0018,0.0009,0.0377,0.0009,0.0114,0.4211,0.5789,4,2,0.6241,1097.0,3
Mount Saint Joseph University,0.8018,0.1105,0.0289,0.0061,0.0018,0.0009,0.0377,0.0009,0.0114,0.4211,0.5789,4,2,0.6241,1097.0,3
Mount Saint Joseph University,0.8018,0.1105,0.0289,0.0061,0.0018,0.0009,0.0377,0.0009,0.0114,0.4211,0.5789,4,2,0.6241,1097.0,3
Mount Saint Joseph University,0.8018,0.1105,0.0289,0.0061,0.0018,0.0009,0.0377,0.0009,0.0114,0.4211,0.5789,4,2,0.6241,1097.0,3
Mount Saint Joseph University,0.8018,0.1105,0.0289,0.0061,0.0018,0.0009,0.0377,0.0009,0.0114,0.4211,0.5789,4,2,0.6241,1097.0,3
Mount Saint Joseph University,0.8018,0.1105,0.0289,0.0061,0.0018,0.0009,0.0377,0.0009,0.0114,0.4211,0.5789,4,2,0.6241,1097.0,3
Mount Saint Joseph University,0.8018,0.1105,0.0289,0.0061,0.0018,0.0009,0.0377,0.0009,0.0114,0.4211,0.5789,4,2,0.6241,1097.0,3
Mount Saint Joseph University,0.8018,0.1105,0.0289,0.0061,0.0018,0.0009,0.0377,0.0009,0.0114,0.4211,0.5789,4,2,0.6241,1097.0,3
Mount Saint Joseph University,0.8018,0.1105,0.0289,0.0061,0.0018,0.0009,0.0377,0.0009,0.0114,0.4211,0.5789,4,2,0.6241,1097.0,3
Mount Saint Joseph University,0.8018,0.1105,0.0289,0.0061,0.0018,0.0009,0.0377,0.0009,0.0114,0.4211,0.5789,4,2,0.6241,1097.0,3
Southern Connecticut State University,0.53,0.1877,0.1226,0.0326,0.0021,0.0004,0.0435,0.0081,0.073,0.3891,0.6109,4,1,0.6936,1002.0,1
United States Coast Guard Academy,0.6258,0.0561,0.1066,0.0683,0.0028,0.0028,0.1001,0.0262,0.0112,0.6202,0.3798,3,1,0.2052,1303.0,0
Virginia Wesleyan University,0.5375,0.243,0.084,0.0204,0.0061,0.0038,0.0704,0.0083,0.0265,0.4141,0.5859,4,2,0.7684,1078.0,5
Virginia Wesleyan University,0.5375,0.243,0.084,0.0204,0.0061,0.0038,0.0704,0.0083,0.0265,0.4141,0.5859,4,2,0.7684,1078.0,5
Virginia Wesleyan University,0.5375,0.243,0.084,0.0204,0.0061,0.0038,0.0704,0.0083,0.0265,0.4141,0.5859,4,2,0.7684,1078.0,5
Virginia Wesleyan University,0.5375,0.243,0.084,0.0204,0.0061,0.0038,0.0704,0.0083,0.0265,0.4141,0.5859,4,2,0.7684,1078.0,5
Yale University,0.404,0.076,0.1412,0.2005,0.0048,0.001,0.0652,0.102,0.0053,0.4919,0.5081,4,2,0.0608,1517.0,1
Delaware State University,0.0865,0.7154,0.0679,0.0043,0.002,0.0018,0.0605,0.0598,0.0018,0.3418,0.6582,4,1,0.5277,932.0,2
Delaware State University,0.0865,0.7154,0.0679,0.0043,0.002,0.0018,0.0605,0.0598,0.0018,0.3418,0.6582,4,1,0.5277,932.0,2
Delaware State University,0.0865,0.7154,0.0679,0.0043,0.002,0.0018,0.0605,0.0598,0.0018,0.3418,0.6582,4,1,0.5277,932.0,2
Delaware State University,0.0865,0.7154,0.0679,0.0043,0.002,0.0018,0.0605,0.0598,0.0018,0.3418,0.6582,4,1,0.5277,932.0,2
University of North Carolina Wilmington,0.7859,0.0399,0.0745,0.0197,0.0035,0.0014,0.0399,0.0127,0.0225,0.3688,0.6312,4,1,0.6545,1222.0,5
University of North Carolina Wilmington,0.7859,0.0399,0.0745,0.0197,0.0035,0.0014,0.0399,0.0127,0.0225,0.3688,0.6312,4,1,0.6545,1222.0,5
University of North Carolina Wilmington,0.7859,0.0399,0.0745,0.0197,0.0035,0.0014,0.0399,0.0127,0.0225,0.3688,0.6312,4,1,0.6545,1222.0,5
University of North Carolina Wilmington,0.7859,0.0399,0.0745,0.0197,0.0035,0.0014,0.0399,0.0127,0.0225,0.3688,0.6312,4,1,0.6545,1222.0,5
University of North Carolina Wilmington,0.7859,0.0399,0.0745,0.0197,0.0035,0.0014,0.0399,0.0127,0.0225,0.3688,0.6312,4,1,0.6545,1222.0,5
University of North Carolina Wilmington,0.7859,0.0399,0.0745,0.0197,0.0035,0.0014,0.0399,0.0127,0.0225,0.3688,0.6312,4,1,0.6545,1222.0,5
University of North Carolina Wilmington,0.7859,0.0399,0.0745,0.0197,0.0035,0.0014,0.0399,0.0127,0.0225,0.3688,0.6312,4,1,0.6545,1222.0,5
University of North Carolina Wilmington,0.7859,0.0399,0.0745,0.0197,0.0035,0.0014,0.0399,0.0127,0.0225,0.3688,0.6312,4,1,0.6545,1222.0,5
University of North Carolina Wilmington,0.7859,0.0399,0.0745,0.0197,0.0035,0.0014,0.0399,0.0127,0.0225,0.3688,0.6312,4,1,0.6545,1222.0,5
University of North Carolina Wilmington,0.7859,0.0399,0.0745,0.0197,0.0035,0.0014,0.0399,0.0127,0.0225,0.3688,0.6312,4,1,0.6545,1222.0,5
University of North Carolina Wilmington,0.7859,0.0399,0.0745,0.0197,0.0035,0.0014,0.0399,0.0127,0.0225,0.3688,0.6312,4,1,0.6545,1222.0,5
University of North Carolina Wilmington,0.7859,0.0399,0.0745,0.0197,0.0035,0.0014,0.0399,0.0127,0.0225,0.3688,0.6312,4,1,0.6545,1222.0,5
Gallaudet University,0.4735,0.1711,0.1465,0.0491,0.0085,0.0085,0.0312,0.0454,0.0662,0.4556,0.5444,4,2,0.6122,919.0,2
George Washington University,0.498,0.0801,0.1097,0.1081,0.0005,0.001,0.0406,0.1177,0.0443,0.3857,0.6143,4,2,0.4084,1395.0,2
Georgetown University,0.5065,0.065,0.0993,0.1088,0.0006,0.0007,0.0489,0.1431,0.0272,0.4389,0.5611,4,2,0.1436,1473.0,2
The Baptist College of Florida,0.7785,0.0671,0.0235,0.0101,0.0034,0.0034,0.0101,0.0034,0.1007,0.5638,0.4362,4,2,0.9359,991.0,5
Barry University,0.1682,0.3563,0.3566,0.0101,0.0046,0.0012,0.0187,0.07200000000000001,0.0124,0.3655,0.6345,4,2,0.5099,1009.0,5
