School,avg_cost_public,avg_cost_private,faculy_salary,ft_faculty_rate,federal_loan_rate,student_count,students_with_any_loan,students_with_pell_grant,married,veteran,grad_students,undergrads_non_degree_seeking,full_program_cost,avg_month_completion,three_yrs_after_not_working_not_enrolled,three_yrs_after_working_not_enrolled,booksupply_cost,test_requirements,ten_yrs_after_entry_earnings,completion_rate
Davenport University-Kalamazoo Location,,,,,,,,,,,,,,,,,,,,0.5845
Davenport University-Lansing Location,,,,,,,,,,,,,,,,,,,,0.5845
Davenport University-Midland Location,,,,,,,,,,,,,,,,,,,,0.5845
Davenport University-Holland Location,,,,,,,,,,,,,,,,,,,,0.5845
Davenport University-Traverse City Location,,,,,,,,,,,,,,,,,,,,0.5845
Davenport University - Wayne CCCD,,,,,,,,,,,,,,,,,,,,0.5845
Davenport University - Detroit,,,,,,,,,,,,,,,,,,,,0.5845
Anoka-Ramsey Community College,11890.0,,8080.0,0.4679,0.219,,,,,,,3716.0,,,,,1200.0,,36066.0,0.5845
Central Lakes College-Staples Campus,,,,,,,,,,,,,,,,,,,,0.5845
M State - Detroit Lakes Campus,,,,,,,,,,,,,,,,,,,,0.5845
M State - Moorhead Campus,,,,,,,,,,,,,,,,,,,,0.5845
M State - Wadena Campus,,,,,,,,,,,,,,,,,,,,0.5845
South Central College-Faribault,,,,,,,,,,,,,,,,,,,,0.5845
Mayo Clinic College of Medicine and Science - Florida,,,,,,,,,,,,,,,,,,,,0.5845
Mayo Clinic College of Medicine and Science - Arizona,,,,,,,,,,,,,,,,,,,,0.5845
Mesabi Range College,10166.0,,8007.0,0.4915,0.2955,,,,,,,313.0,,,,,1000.0,,27754.0,0.5845
Northland Community and Technical College - East Grand Forks,,,,,,,,,,,,,,,,,,,,0.5845
Rasmussen College-Bloomington,,,,,,,,,,,,,,,,,,,,0.5845
Rasmussen College-Eagan,,,,,,,,,,,,,,,,,,,,0.5845
Rasmussen College-Mankato,,,,,,,,,,,,,,,,,,,,0.5845
Rasmussen College-Brooklyn Park,,,,,,,,,,,,,,,,,,,,0.5845
Rasmussen College-Lake Elmo/Woodbury,,,,,,,,,,,,,,,,,,,,0.5845
Rasmussen College-Blaine,,,,,,,,,,,,,,,,,,,,0.5845
Minnesota State CollegeSoutheast-Red Wing Campus,,,,,,,,,,,,,,,,,,,,0.5845
Copiah-Lincoln Community College Simpson County Center,,,,,,,,,,,,,,,,,,,,0.5845
Copiah-Lincoln Community College-Natchez Campus,,,,,,,,,,,,,,,,,,,,0.5845
University of Mississippi Medical Center,,,,,,,,,,,,,,,,,,,,0.5845
Pearl River Community College-Forrest County Center,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Redstone Arsenal,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Denver,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - NAS Jacksonville,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Orlando,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Crystal Lake Campus,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Kansas City,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Fort Leonard Wood,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Jefferson City,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Lake Ozark,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Saint Louis,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Fort Worth,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Salt Lake,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Lake County,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Naval Station Everett/Marysville,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Freeport,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Springfield,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Rolla,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Los Alamitos,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Lemoore,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - San Luis Obispo,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Fort Stewart,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Hunter Army Airfield,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Elgin,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Whidbey Island,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - NAS Jacksonville,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Fort Sill,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - San Diego,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Mesquite,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Waynesville,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Naval Base San Diego,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - Imperial,,,,,,,,,,,,,,,,,,,,0.5845
Columbia College - NSB Kings Bay,,,,,,,,,,,,,,,,,,,,0.5845
Evangel University - Assemblies of God Theological Seminary,,,,,,,,,,,,,,,,,,,,0.5845
Lindenwood University-Belleville,,,,,,,,,,,,,,,,,,,,0.5845
City College Montana State University Billings,,,,,,,,,,,,,,,,,,,,0.5845
University of Montana (The) - Bitterroot College University of Montana,,,,,,,,,,,,,,,,,,,,0.5845
New Hampshire Institute for Therapeutic Arts,,16666.0,,,0.3214,,,,,,,,12150.0,12.0,,,,,27754.0,0.5845
American Institute-West Hartford,,16429.0,,,0.7215,,,,,,,,18495.0,11.0,,,,,27754.0,0.5845
Monmouth University -  Monmouth Park Corporate Center,,,,,,,,,,,,,,,,,,,,0.5845
Bard College - Holyoke Microcollege,,,,,,,,,,,,,,,,,,,,0.5845
Bard College - Coxsackie Correctional Facility,,,,,,,,,,,,,,,,,,,,0.5845
Bard College - Eastern NY Correctional Facility,,,,,,,,,,,,,,,,,,,,0.5845
Bard College - Fishkill Correctional Facility,,,,,,,,,,,,,,,,,,,,0.5845
Bard College - Green Haven Correctional Facility,,,,,,,,,,,,,,,,,,,,0.5845
Bard College - Taconic Correctional Facility,,,,,,,,,,,,,,,,,,,,0.5845
Bard College - Woodbourne Correctional Facility,,,,,,,,,,,,,,,,,,,,0.5845
Bard College - BHSEC Newark,,,,,,,,,,,,,,,,,,,,0.5845
Bard College - Brooklyn Public Library,,,,,,,,,,,,,,,,,,,,0.5845
Culinary Institute of America,,28546.0,9430.0,1.0,0.5061,,,,,,87.0,,,,,,1000.0,2.0,36066.0,0.5845
Culinary Institute of America,,28546.0,9430.0,1.0,0.5061,,,,,,87.0,,,,,,1000.0,2.0,36066.0,0.5845
CUNY Brooklyn College - Feirstein Graduate School of Cinema,,,,,,,,,,,,,,,,,,,,0.5845
Jamestown Business College,,6428.0,5557.0,0.4375,0.0906,,,,,,,,,,,,700.0,3.0,36066.0,0.5845
Pratt Manhattan-A Division of Pratt Institute,,,,,,,,,,,,,,,,,,,,0.5845
Rabbinical Seminary of America-Ma'yan HaTorah,,,,,,,,,,,,,,,,,,,,0.5845
Saint John's University - Staten Island Campus,,,,,,,,,,,,,,,,,,,,0.5845
Gaston College,8486.0,,5916.0,1.0,0.0,,,,,,,89.0,,,,,1989.0,,27754.0,0.5845
Winston - Salem Barber School - Satellite,,,,,,,,,,,,,11687.0,11.0,,,,,,0.5845
Hebrew Union College-Jewish Institute of Religion-Cincinnati,,,,,,,,,,,,,,,,,,,,0.5845
Hebrew Union College-Jewish Institute of Religion-Los Angeles,,,,,,,,,,,,,,,,,,,,0.5845
Kettering College - Ollie Davis Medical Arts and Education Center,,,,,,,,,,,,,,,,,,,,0.5845
Mount Carmel College of Nursing - Fairfield,,,,,,,,,,,,,,,,,,,,0.5845
Marian Health Careers Center-Los Angeles Campus,,21834.0,,,0.5158,,,,,,,,22750.0,18.0,,,,,27754.0,0.5845
Florida Center,,,,,,,,,,,,,,,,,,,,0.5845
Sacramento Center,,,,,,,,,,,,,,,,,,,,0.5845
Western Seminary,,,5674.0,0.3418,,,,,,,753.0,,,,,,,,,0.5845
Western Seminary,,,5674.0,0.3418,,,,,,,753.0,,,,,,,,,0.5845
The Beauty Institute,,17338.0,,,0.8095,,,,,,,,19800.0,9.0,,,,,27754.0,0.5845
Bucks County Community College-Upper Bucks Campus,,,,,,,,,,,,,,,,,,,,0.5845
Bucks County Community College-Lower Bucks Campus,,,,,,,,,,,,,,,,,,,,0.5845
Harrisburg Area Community College-Lancaster,,,,,,,,,,,,,,,,,,,,0.5845
Harrisburg Area Community College-Gettysburg,,,,,,,,,,,,,,,,,,,,0.5845
Harrisburg Area Community College-Lebanon,,,,,,,,,,,,,,,,,,,,0.5845
Harrisburg Area Community College-York,,,,,,,,,,,,,,,,,,,,0.5845
New Castle School of Trades,,9645.0,3138.0,0.6078,0.4353,,,,,,,,22442.0,15.0,,,,3.0,36066.0,0.5845
New Castle School of Trades - East Liverpool Campus,,,,,,,,,,,,,20172.0,13.0,,,,,,0.5845
Northampton County Area Community College-Monroe,,,,,,,,,,,,,,,,,,,,0.5845
South Hills School of Business and Technology-Altoona,,,,,,,,,,,,,,,,,,,,0.5845
Galveston College - Charlie Thomas Family Applied Technology Center,,,,,,,,,,,,,,,,,,,,0.5845
San Jacinto College-North Campus,,,,,,,,,,,,,,,,,,,,0.5845
San Jacinto College-South Campus,,,,,,,,,,,,,,,,,,,,0.5845
Snow College-Richfield Campus,,,,,,,,,,,,,,,,,,,,0.5845
Northern Vermont University - Lyndon,,,,,,,,,,,,,,,,,,,,0.5845
Bluefield College - Edward Via College of Osteopathic Medicine,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Alexandria Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Woodbridge Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Loudoun Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Fredericksburg Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Chesterfield Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Newport News Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Virginia Beach Campus,,,,,,,,,,,,,,,,,,,,0.5845
Union Presbyterian Seminary-Charlotte,,,,,,,,,,,,,,,,,,,,0.5845
Washington State University-Vancouver,,,,,,,,,,,,,,,,,,,,0.5845
Washington State University-Spokane,,,,,,,,,,,,,,,,,,,,0.5845
Washington State University-Tri Cities,,,,,,,,,,,,,,,,,,,,0.5845
NUC University - Arecibo,,,,,,,,,,,,,,,,,,,,0.5845
NUC University - Rio Grande,,,,,,,,,,,,,,,,,,,,0.5845
NUC University - Ponce,,,,,,,,,,,,,,,,,,,,0.5845
NUC University - Caguas,,,,,,,,,,,,,,,,,,,,0.5845
NUC University - Mayaguez,,,,,,,,,,,,,,,,,,,,0.5845
University of the Virgin Islands-Albert A. Sheen,,,,,,,,,,,,,,,,,,,,0.5845
Purdue University - Purdue Polytechnic Anderson,,,,,,,,,,,,,,,,,,,,0.5845
Purdue University - Purdue Polytechnic Indianapolis,,,,,,,,,,,,,,,,,,,,0.5845
Purdue University - Purdue Polytechnic South Bend,,,,,,,,,,,,,,,,,,,,0.5845
Purdue University - Purdue Polytechnic New Albany,,,,,,,,,,,,,,,,,,,,0.5845
Purdue University - Purdue Polytechnic Columbus,,,,,,,,,,,,,,,,,,,,0.5845
Purdue University - Purdue Polytechnic Kokomo,,,,,,,,,,,,,,,,,,,,0.5845
Purdue University - Purdue Polytechnic Richmond,,,,,,,,,,,,,,,,,,,,0.5845
Purdue University - Purdue Polytechnic Lafayette,,,,,,,,,,,,,,,,,,,,0.5845
Purdue University - Purdue Polytechnic Vincennes,,,,,,,,,,,,,,,,,,,,0.5845
ECPI University-Newport News,,,,,,,,,,,,,,,,,,,,0.5845
ECPI University-Greensboro,,,,,,,,,,,,,,,,,,,,0.5845
ECPI University-Charlotte,,,,,,,,,,,,,,,,,,,,0.5845
ECPI University-Greenville,,,,,,,,,,,,,,,,,,,,0.5845
ECPI University-Manassas,,,,,,,,,,,,,,,,,,,,0.5845
ECPI University-Charleston,,,,,,,,,,,,,,,,,,,,0.5845
ECPI University-Raleigh,,,,,,,,,,,,,,,,,,,,0.5845
ECPI University-Columbia,,,,,,,,,,,,,,,,,,,,0.5845
ECPI University-Culinary Institute of Virginia,,,,,,,,,,,,,,,,,,,,0.5845
ECPI University-Virginia Beach Health Sciences,,,,,,,,,,,,,,,,,,,,0.5845
ECPI University-Richmond South,,,,,,,,,,,,,,,,,,,,0.5845
ECPI University-Innsbrook,,,,,,,,,,,,,,,,,,,,0.5845
ECPI University-Richmond West,,,,,,,,,,,,,,,,,,,,0.5845
ECPI University - Roanoke,,,,,,,,,,,,,,,,,,,,0.5845
ECPI University - College of Nursing - Orlando,,,,,,,,,,,,,,,,,,,,0.5845
ECPI University - Culinary Institute of Virginia - Newport News,,,,,,,,,,,,,,,,,,,,0.5845
ECPI University - San Antonio,,,,,,,,,,,,,,,,,,,,0.5845
Northwest Technology Center-Fairview,,,,,,,,,,,,,2625.0,9.0,,,,,,0.5845
Rob Roy Academy - Woonsocket,,,,,,,,,,,,,16355.0,9.0,,,,,,0.5845
Nuvani Institute-Uvalde,,,,,,,,,,,,,14970.0,13.0,,,,,,0.5845
Nuvani Institute-Del Rio,,,,,,,,,,,,,14970.0,13.0,,,,,,0.5845
Nuvani Institute-South Campus,,,,,,,,,,,,,15575.0,13.0,,,,,,0.5845
Everglades University-Orlando,,,,,,,,,,,,,,,,,,,,0.5845
Everglades University-Sarasota,,,,,,,,,,,,,,,,,,,,0.5845
Everglades University - Tampa,,,,,,,,,,,,,,,,,,,,0.5845
Everglades University - Miami,,,,,,,,,,,,,,,,,,,,0.5845
Florida National University-South Campus,,,,,,,,,,,,,,,,,,,,0.5845
Florida National University Training Center,,,,,,,,,,,,,,,,,,,,0.5845
Connecticut Aero Tech  School,,,,,,,,,,,,,7600.0,18.0,,,,,,0.5845
Indian Capital Technology Center-Sallisaw,,,,,,,,,,,,,5662.0,12.0,,,,,,0.5845
Indian Capital Technology Center-Stilwell,,,,,,,,,,,,,5662.0,16.0,,,,,,0.5845
Indian Capital Technology Center-Tahlequah,,,,,,,,,,,,,2350.0,9.0,,,,,,0.5845
Central California School of Continuing Education,,18692.0,,,0.8558,,,,,,,,,,,,500.0,,27754.0,0.5845
Compu-Med Vocational Careers Corp,,11550.0,,,0.0,,,,,,,,7850.0,11.0,,,,,27754.0,0.5845
Osceola Technical College - St. Cloud Campus,,,,,,,,,,,,,5670.0,10.0,,,,,,0.5845
Osceola Technical College - Poinciana Campus,,,,,,,,,,,,,5661.0,11.0,,,,,,0.5845
Southeastern College-Miami Lakes,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Rockville Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Anne Arundel Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-White Marsh Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Owings Mills Campus,,,,,,,,,,,,,,,,,,,,0.5845
Santa Barbara Business College - Ventura,,,,,,,,,,,,,,,,,,,,0.5845
Blue Cliff College-Metairie,,18841.0,4126.0,0.5357,0.761,,,,,,,,15881.0,9.0,,,,,27754.0,0.5845
Strayer University-Nashville Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Shelby Oaks Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Knoxville Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Delaware County Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Center City Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Allentown Campus,,,,,,,,,,,,,,,,,,,,0.5845
Advanced College-Stockton,,,,,,,,,,,,,35000.0,13.0,,,,,,0.5845
Advanced College - Salida,,,,,,,,,,,,,35000.0,13.0,,,,,,0.5845
Leston College,,5165.0,,,0.0,,,,,,,,10576.0,11.0,,,,,27754.0,0.5845
Rasmussen College-Aurora,,,,,,,,,,,,,,,,,,,,0.5845
Rasmussen College-Romeoville/Joliet,,,,,,,,,,,,,,,,,,,,0.5845
Rasmussen College-Mokena/Tinley Park,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Orlando East Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Sand Lake Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Baymeadows Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Miramar Campus,,,,,,,,,,,,,,,,,,,,0.5845
Make-up Designory,,35020.0,,,0.5121,,,,,,,,23841.0,6.0,,,,,27754.0,0.5845
Academy Di Capelli-School of Cosmetology,,14317.0,,,0.6743,,,,,,,,20925.0,12.0,,,,,27754.0,0.5845
Dayton School of Medical Massage-Lima,,,,,,,,,,,,,,,,,,,,0.5845
Cincinnati School of Medical Massage,,,,,,,,,,,,,,,,,,,,0.5845
Cleveland Institute of Medical Massage,,,,,,,,,,,,,,,,,,,,0.5845
Columbus School of Medical Massage,,,,,,,,,,,,,,,,,,,,0.5845
CCI Training Center-Arlington,,16879.0,,,0.536,,,,,,,,14240.0,10.0,,,,,27754.0,0.5845
Strayer University-Huntsville Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University - Montgomery Campus,,,,,,,,,,,,,,,,,,,,0.5845
Rasmussen College-Wausau,,,,,,,,,,,,,,,,,,,,0.5845
Academy of Hair Design - Austin,,,,,,,,,,,,,15950.0,11.0,,,,,,0.5845
Strayer University-North Charlotte,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-South Charlotte,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-North Raleigh Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Greensboro Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-South Raleigh Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Piscataway,,,,,,,,,,,,,,,,,,,,0.5845
Celebrity School of Beauty - Hialeah,,,,,,,,,,,,,15895.0,12.0,,,,,,0.5845
Utah County Campus,,,,,,,,,,,,,17000.0,9.0,,,,,,0.5845
L'esprit Academy - Royal Oak,,,,,,,,,,,,,20925.0,11.0,,,,,,0.5845
Strayer University-Cobb Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Morrow Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Lithonia Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Savannah Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Augusta Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University - Macon Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Columbia Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Charleston Campus,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Northwest Houston,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Cedar Hill,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-North Dallas,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-San Antonio,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University-Stafford,,,,,,,,,,,,,,,,,,,,0.5845
Strayer University - Northwest Houston Campus,,,,,,,,,,,,,,,,,,,,0.5845
Unitek College,,25738.0,,,0.3892,,,,,,,,36294.0,11.0,,,,,27754.0,0.5845
Keweenaw Bay Ojibwa Community College - Wabanung Campus,,,,,,,,,,,,,,,,,,,,0.5845
Cinta Aveda Institute - San Jose,,,,,,,,,,,,,23485.0,14.0,,,,,,0.5845
Southern California Health Institute (SOCHI) - North Hollywood,,,,,,,,,,,,,16165.0,9.0,,,,,,0.5845
Relay Graduate School of Education - Newark,,,,,,,,,,,,,,,,,,,,0.5845
Relay Graduate School of Education - New Orleans,,,,,,,,,,,,,,,,,,,,0.5845
Relay Graduate School of Education - Delaware,,,,,,,,,,,,,,,,,,,,0.5845
Relay Graduate School of Education - Memphis,,,,,,,,,,,,,,,,,,,,0.5845
Relay Graduate School of Education - Houston,,,,,,,,,,,,,,,,,,,,0.5845
Relay Graduate School of Education - Chicago,,,,,,,,,,,,,,,,,,,,0.5845
Relay Graduate School of Education - Baton Rouge,,,,,,,,,,,,,,,,,,,,0.5845
Relay Graduate School of Education - Denver,,,,,,,,,,,,,,,,,,,,0.5845
Relay Graduate School of Education - Nashville,,,,,,,,,,,,,,,,,,,,0.5845
Relay Graduate School of Education - San Antonio,,,,,,,,,,,,,,,,,,,,0.5845
Relay Graduate School of Education - Dallas-Fort Worth,,,,,,,,,,,,,,,,,,,,0.5845
Relay Graduate School of Education - Washington D.C,,,,,,,,,,,,,,,,,,,,0.5845
Relay Graduate School of Education - Atlanta,,,,,,,,,,,,,,,,,,,,0.5845
Relay Graduate School of Education - California,,,,,,,,,,,,,,,,,,,,0.5845
Relay Graduate School of Education - Indiana,,,,,,,,,,,,,,,,,,,,0.5845
Salon Institute - Columbus Campus,,,,,,,,,,,,,23369.0,14.0,,,,,,0.5845
Rasmussen College - Overland Park,,,,,,,,,,,,,,,,,,,,0.5845
Rocky Vista University - Southern Utah,,,,,,,,,,,,,,,,,,,,0.5845
Sharp Edgez Barber Institute - Buffalo,,,,,,,,,,,,,9600.0,5.0,,,,,,0.5845
Arizona State University at Tucson,,,,,,,,,,,,,,,,,,,,0.5845
Arizona State University - ASU Colleges at Lake Havasu City,,,,,,,,,,,,,,,,,,,,0.5845
Arizona State University at The Gila Valley,,,,,,,,,,,,,,,,,,,,0.5845
Arizona State University at Yuma,,,,,,,,,,,,,,,,,,,,0.5845
Arizona State University - Pinal,,,,,,,,,,,,,,,,,,,,0.5845
Arizona State University - Cochise,,,,,,,,,,,,,,,,,,,,0.5845
Arizona State University - Yavapai College Prescott Valley Campus,,,,,,,,,,,,,,,,,,,,0.5845
Arizona State University - Pima,,,,,,,,,,,,,,,,,,,,0.5845
East-West Healing Arts Institute - Milwaukee,,,,,,,,,,,,,13925.0,10.0,,,,,,0.5845
Alliance Computing Solutions - NYC,,,,,,,,,,,,,11900.0,9.0,,,,,,0.5845
Bay Area Medical Academy - San Jose Satellite Location,,,,,,,,,,,,,15438.0,9.0,,,,,,0.5845
High Desert Medical College - Bakerfield,,,,,,,,,,,,,41495.0,21.0,,,,,,0.5845
High Desert Medical College - Temecula,,,,,,,,,,,,,41495.0,21.0,,,,,,0.5845
Georgia Military College - Zebulon,,,,,,,,,,,,,,,,,,,,0.5845
Georgia Military College - Valdosta,,,,,,,,,,,,,,,,,,,,0.5845
Georgia Military College - Augusta,,,,,,,,,,,,,,,,,,,,0.5845
Georgia Military College - Fairburn,,,,,,,,,,,,,,,,,,,,0.5845
Georgia Military College - Robins,,,,,,,,,,,,,,,,,,,,0.5845
Georgia Military College - Columbus,,,,,,,,,,,,,,,,,,,,0.5845
Georgia Military College - Sandersville,,,,,,,,,,,,,,,,,,,,0.5845
Georgia Military College - Madison,,,,,,,,,,,,,,,,,,,,0.5845
Georgia Military College - Stone Mountain,,,,,,,,,,,,,,,,,,,,0.5845
Georgia Military College - Fayetteville,,,,,,,,,,,,,,,,,,,,0.5845
Georgia Military College - Dublin,,,,,,,,,,,,,,,,,,,,0.5845
Georgia Military College - Eastman,,,,,,,,,,,,,,,,,,,,0.5845
