School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,highest_degree,ownership,region
Georgia Northwestern Technical College,0.6941,0.0806,0.182,0.0064,0.0044,0.001,0.0241,0.0069,0.0005,0.3661,0.6339,2,1,5
Georgia Northwestern Technical College,0.6941,0.0806,0.182,0.0064,0.0044,0.001,0.0241,0.0069,0.0005,0.3661,0.6339,2,1,5
Georgia Northwestern Technical College,0.6941,0.0806,0.182,0.0064,0.0044,0.001,0.0241,0.0069,0.0005,0.3661,0.6339,2,1,5
Covenant College,0.8418,0.0265,0.0133,0.0111,0.0077,0.0011,0.0531,0.0321,0.0133,0.4701,0.5299,4,2,5
Dalton State College,0.5763,0.0389,0.313,0.0171,0.0059,0.0009,0.0088,0.018000000000000002,0.0211,0.4013,0.5987,3,1,5
Pro Way Hair School,0.0066,0.9868,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.4636,0.5364,1,3,5
South University-Savannah,0.4369,0.4096,0.099,0.0273,0.0068,0.0,0.0,0.0,0.0205,0.3345,0.6655,4,3,5
East Georgia State College,0.3925,0.4965,0.0518,0.0079,0.0046,0.0004,0.0356,0.0029,0.0079,0.405,0.595,3,1,5
Emmanuel College,0.6126,0.1646,0.0714,0.0024,0.0073,0.0073,0.0448,0.0896,0.0,0.5375,0.4625,3,2,5
Emmanuel College,0.6126,0.1646,0.0714,0.0024,0.0073,0.0073,0.0448,0.0896,0.0,0.5375,0.4625,3,2,5
Emmanuel College,0.6126,0.1646,0.0714,0.0024,0.0073,0.0073,0.0448,0.0896,0.0,0.5375,0.4625,3,2,5
Emmanuel College,0.6126,0.1646,0.0714,0.0024,0.0073,0.0073,0.0448,0.0896,0.0,0.5375,0.4625,3,2,5
Emory University,0.3921,0.0816,0.1068,0.2152,0.0006,0.0006,0.0417,0.1521,0.0094,0.4025,0.5975,4,2,5
Georgia Highlands College,0.6077,0.1639,0.1563,0.0143,0.0021,0.0012,0.039,0.0118,0.0037,0.3821,0.6179,3,1,5
Fort Valley State University,0.021,0.9215,0.0178,0.0031,0.0013,0.0,0.0277,0.0013,0.0062,0.3876,0.6124,4,1,5
Grady Health System Professional Schools,0.3243,0.5676,0.0811,0.0135,0.0,0.0,0.0135,0.0,0.0,0.2432,0.7568,1,1,5
Georgia Institute of Technology-Main Campus,0.4676,0.0705,0.0738,0.2264,0.0005,0.0004,0.0421,0.0944,0.0242,0.6044,0.3956,4,1,5
Georgia Southwestern State University,0.5947,0.2768,0.0575,0.0136,0.0014,0.0009,0.029,0.0243,0.0019,0.3576,0.6424,4,1,5
Georgia Southwestern State University,0.5947,0.2768,0.0575,0.0136,0.0014,0.0009,0.029,0.0243,0.0019,0.3576,0.6424,4,1,5
Georgia Southwestern State University,0.5947,0.2768,0.0575,0.0136,0.0014,0.0009,0.029,0.0243,0.0019,0.3576,0.6424,4,1,5
Georgia Southwestern State University,0.5947,0.2768,0.0575,0.0136,0.0014,0.0009,0.029,0.0243,0.0019,0.3576,0.6424,4,1,5
Georgia Southwestern State University,0.5947,0.2768,0.0575,0.0136,0.0014,0.0009,0.029,0.0243,0.0019,0.3576,0.6424,4,1,5
Georgia Southwestern State University,0.5947,0.2768,0.0575,0.0136,0.0014,0.0009,0.029,0.0243,0.0019,0.3576,0.6424,4,1,5
Georgia Southwestern State University,0.5947,0.2768,0.0575,0.0136,0.0014,0.0009,0.029,0.0243,0.0019,0.3576,0.6424,4,1,5
Georgia Southwestern State University,0.5947,0.2768,0.0575,0.0136,0.0014,0.0009,0.029,0.0243,0.0019,0.3576,0.6424,4,1,5
Georgia Southwestern State University,0.5947,0.2768,0.0575,0.0136,0.0014,0.0009,0.029,0.0243,0.0019,0.3576,0.6424,4,1,5
Georgia Southern University,0.5891,0.2551,0.07200000000000001,0.0223,0.0037,0.0009,0.0382,0.0142,0.0046,0.4425,0.5575,4,1,5
Gordon State College,0.4626,0.4367,0.0512,0.0081,0.0017,0.0,0.032,0.0017,0.0061,0.3219,0.6781,3,1,5
Gordon State College,0.4626,0.4367,0.0512,0.0081,0.0017,0.0,0.032,0.0017,0.0061,0.3219,0.6781,3,1,5
Gordon State College,0.4626,0.4367,0.0512,0.0081,0.0017,0.0,0.032,0.0017,0.0061,0.3219,0.6781,3,1,5
Gordon State College,0.4626,0.4367,0.0512,0.0081,0.0017,0.0,0.032,0.0017,0.0061,0.3219,0.6781,3,1,5
Southern Crescent Technical College,0.4403,0.4645,0.0578,0.0089,0.0015,0.0008,0.0211,0.0033,0.0018,0.2967,0.7033,2,1,5
Gupton Jones College of Funeral Service,0.3038,0.6962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4051,0.5949,2,2,5
Gwinnett College-Lilburn,0.0833,0.7381,0.119,0.0357,0.0,0.0238,0.0,0.0,0.0,0.0714,0.9286,2,3,5
Gwinnett College-Lilburn,0.0833,0.7381,0.119,0.0357,0.0,0.0238,0.0,0.0,0.0,0.0714,0.9286,2,3,5
Gwinnett Technical College,0.3021,0.3559,0.1769,0.0796,0.0023,0.0017,0.0319,0.0163,0.0333,0.4293,0.5707,2,1,5
LaGrange College,0.711,0.2185,0.0208,0.0116,0.0058,0.0,0.022,0.0081,0.0023,0.5098,0.4902,4,2,5
Lanier Technical College,0.6439,0.0936,0.1948,0.023,0.0051,0.0009,0.0223,0.0163,0.0,0.4017,0.5983,2,1,5
Chattahoochee Technical College,0.4827,0.277,0.1526,0.0283,0.0051,0.0011,0.0316,0.0136,0.008,0.4222,0.5778,2,1,5
Herzing University-Atlanta,0.1313,0.7291,0.0293,0.0419,0.0056,0.0056,0.014,0.0014,0.0419,0.2067,0.7933,4,2,5
Mercer University,0.4675,0.2846,0.0655,0.0793,0.0021,0.0006,0.0354,0.0171,0.0479,0.3704,0.6296,4,2,5
Morehouse College,0.0022,0.723,0.004,0.0,0.0018,0.0,0.0228,0.0071,0.2391,0.9996,0.0004,3,2,5
Oglethorpe University,0.4385,0.2415,0.1259,0.0452,0.0081,0.0,0.0074,0.0911,0.0422,0.4111,0.5889,3,2,5
Paine College,0.0113,0.914,0.0204,0.0,0.0023,0.0,0.0181,0.0136,0.0204,0.4457,0.5543,3,2,5
Piedmont University,0.7045,0.108,0.0731,0.0097,0.0032,0.0008,0.0097,0.0057,0.0852,0.3531,0.6469,4,2,5
Miami Ad School-Atlanta,0.4464,0.3929,0.0536,0.0357,0.0,0.0,0.0,0.0714,0.0,0.3571,0.6429,1,3,5
Reinhardt University,0.6171,0.1684,0.0932,0.0108,0.0043,0.0007,0.0296,0.0246,0.0513,0.5166,0.4834,4,2,5
Savannah Technical College,0.3449,0.4893,0.0865,0.0236,0.0061,0.0026,0.0366,0.0095,0.0009,0.3757,0.6243,2,1,5
Savannah College of Art and Design,0.5379,0.1082,0.07400000000000001,0.0561,0.0058,0.0033,0.0001,0.1837,0.0308,0.3183,0.6817,4,2,5
Savannah State University,0.0325,0.8075,0.0951,0.0009,0.0021,0.0003,0.0385,0.0176,0.0057,0.3887,0.6113,4,1,5
Shorter University,0.5973,0.2446,0.0674,0.0092,0.0025,0.0008,0.0316,0.0283,0.0183,0.4501,0.5499,4,2,5
Southern Regional Technical College,0.5624,0.3503,0.0668,0.0044,0.0034,0.0003,0.0061,0.0027,0.0037,0.292,0.708,2,1,5
Southern Regional Technical College,0.5624,0.3503,0.0668,0.0044,0.0034,0.0003,0.0061,0.0027,0.0037,0.292,0.708,2,1,5
Southern Regional Technical College,0.5624,0.3503,0.0668,0.0044,0.0034,0.0003,0.0061,0.0027,0.0037,0.292,0.708,2,1,5
Southern Regional Technical College,0.5624,0.3503,0.0668,0.0044,0.0034,0.0003,0.0061,0.0027,0.0037,0.292,0.708,2,1,5
Southern Regional Technical College,0.5624,0.3503,0.0668,0.0044,0.0034,0.0003,0.0061,0.0027,0.0037,0.292,0.708,2,1,5
Southern Regional Technical College,0.5624,0.3503,0.0668,0.0044,0.0034,0.0003,0.0061,0.0027,0.0037,0.292,0.708,2,1,5
Southern Regional Technical College,0.5624,0.3503,0.0668,0.0044,0.0034,0.0003,0.0061,0.0027,0.0037,0.292,0.708,2,1,5
Southern Regional Technical College,0.5624,0.3503,0.0668,0.0044,0.0034,0.0003,0.0061,0.0027,0.0037,0.292,0.708,2,1,5
Southern Regional Technical College,0.5624,0.3503,0.0668,0.0044,0.0034,0.0003,0.0061,0.0027,0.0037,0.292,0.708,2,1,5
Southern Regional Technical College,0.5624,0.3503,0.0668,0.0044,0.0034,0.0003,0.0061,0.0027,0.0037,0.292,0.708,2,1,5
Southern Regional Technical College,0.5624,0.3503,0.0668,0.0044,0.0034,0.0003,0.0061,0.0027,0.0037,0.292,0.708,2,1,5
Southern Regional Technical College,0.5624,0.3503,0.0668,0.0044,0.0034,0.0003,0.0061,0.0027,0.0037,0.292,0.708,2,1,5
The Creative Circus,0.6564,0.1366,0.0441,0.0573,0.0,0.0044,0.0485,0.0,0.0529,0.3833,0.6167,1,3,5
Spelman College,0.0014,0.974,0.0,0.0005,0.0142,0.0,0.0024,0.0076,0.0,0.0,1.0,3,2,5
St. Thomas University,0.0794,0.3358,0.386,0.0036,0.0022,0.0007,0.0255,0.1056,0.0612,0.5208,0.4792,4,2,5
St. Thomas University,0.0794,0.3358,0.386,0.0036,0.0022,0.0007,0.0255,0.1056,0.0612,0.5208,0.4792,4,2,5
St. Thomas University,0.0794,0.3358,0.386,0.0036,0.0022,0.0007,0.0255,0.1056,0.0612,0.5208,0.4792,4,2,5
St. Thomas University,0.0794,0.3358,0.386,0.0036,0.0022,0.0007,0.0255,0.1056,0.0612,0.5208,0.4792,4,2,5
St. Thomas University,0.0794,0.3358,0.386,0.0036,0.0022,0.0007,0.0255,0.1056,0.0612,0.5208,0.4792,4,2,5
St. Thomas University,0.0794,0.3358,0.386,0.0036,0.0022,0.0007,0.0255,0.1056,0.0612,0.5208,0.4792,4,2,5
St. Thomas University,0.0794,0.3358,0.386,0.0036,0.0022,0.0007,0.0255,0.1056,0.0612,0.5208,0.4792,4,2,5
St. Thomas University,0.0794,0.3358,0.386,0.0036,0.0022,0.0007,0.0255,0.1056,0.0612,0.5208,0.4792,4,2,5
St. Thomas University,0.0794,0.3358,0.386,0.0036,0.0022,0.0007,0.0255,0.1056,0.0612,0.5208,0.4792,4,2,5
Toccoa Falls College,0.7465,0.1,0.0547,0.05,0.0047,0.0023,0.0326,0.006999999999999999,0.0023,0.45,0.55,3,2,5
Truett McConnell University,0.7866,0.0631,0.0391,0.0038,0.0051,0.0,0.0,0.029,0.0732,0.4356,0.5644,4,2,5
Wiregrass Georgia Technical College,0.5299,0.3701,0.0674,0.0072,0.003,0.0013,0.0161,0.0034,0.0017,0.39,0.61,2,1,5
Valdosta State University,0.4509,0.3984,0.0747,0.0119,0.0022,0.0013,0.0437,0.0151,0.0018,0.3579,0.6421,4,1,5
Kentucky Wesleyan College,0.6934,0.1234,0.0311,0.012,0.0036,0.0,0.012,0.0084,0.1162,0.5078,0.4922,3,2,5
Kentucky Wesleyan College,0.6934,0.1234,0.0311,0.012,0.0036,0.0,0.012,0.0084,0.1162,0.5078,0.4922,3,2,5
Kentucky Wesleyan College,0.6934,0.1234,0.0311,0.012,0.0036,0.0,0.012,0.0084,0.1162,0.5078,0.4922,3,2,5
Kentucky Wesleyan College,0.6934,0.1234,0.0311,0.012,0.0036,0.0,0.012,0.0084,0.1162,0.5078,0.4922,3,2,5
University of West Georgia,0.4574,0.3864,0.0808,0.0098,0.002,0.0011,0.0394,0.0094,0.0138,0.3618,0.6382,4,1,5
Young Harris College,0.6674,0.1123,0.0496,0.0055,0.0022,0.0022,0.0297,0.0903,0.0407,0.4802,0.5198,3,2,5
Chaminade University of Honolulu,0.1277,0.0411,0.0475,0.2914,0.0058,0.2426,0.0635,0.0148,0.1656,0.2831,0.7169,4,2,8
University of Hawaii at Hilo,0.1954,0.011,0.1557,0.1508,0.0057,0.0884,0.342,0.0465,0.0045,0.3594,0.6406,4,1,8
University of Hawaii at Manoa,0.1757,0.0151,0.1165,0.3781,0.0015,0.0254,0.2528,0.0321,0.0029,0.428,0.5720000000000001,4,1,8
Hawaii Institute of Hair Design,0.0345,0.0862,0.0517,0.4138,0.0,0.1552,0.2586,0.0,0.0,0.6207,0.3793,1,3,8
Hawaii Pacific University,0.2731,0.0673,0.1653,0.1631,0.0058,0.0206,0.1693,0.0987,0.0369,0.3816,0.6184,4,2,8
Honolulu Community College,0.0623,0.018000000000000002,0.1157,0.4072,0.0008,0.0684,0.2842,0.0061,0.0374,0.6528,0.3472,2,1,8
Kapiolani Community College,0.0854,0.0108,0.1048,0.3973,0.002,0.0354,0.2357,0.1133,0.0154,0.3973,0.6027,2,1,8
Kauai Community College,0.1326,0.0053,0.1626,0.2749,0.0021,0.0513,0.3273,0.0246,0.0193,0.3572,0.6428,2,1,8
Leeward Community College,0.0808,0.0261,0.1698,0.3346,0.0015,0.0525,0.3144,0.0125,0.0077,0.4007,0.5993,2,1,8
Leeward Community College,0.0808,0.0261,0.1698,0.3346,0.0015,0.0525,0.3144,0.0125,0.0077,0.4007,0.5993,2,1,8
Leeward Community College,0.0808,0.0261,0.1698,0.3346,0.0015,0.0525,0.3144,0.0125,0.0077,0.4007,0.5993,2,1,8
Leeward Community College,0.0808,0.0261,0.1698,0.3346,0.0015,0.0525,0.3144,0.0125,0.0077,0.4007,0.5993,2,1,8
University of Hawaii Maui College,0.1461,0.0049,0.1611,0.2736,0.0018,0.0671,0.2944,0.0252,0.026,0.3394,0.6606,3,1,8
University of Hawaii-West Oahu,0.0854,0.0201,0.1297,0.382,0.003,0.0395,0.3365,0.003,0.0008,0.3433,0.6567,3,1,8
Windward Community College,0.1399,0.0072,0.1841,0.13,0.0009,0.0632,0.4567,0.0009,0.0171,0.3727,0.6273,2,1,8
Carrington College-Boise,0.6278,0.022,0.2137,0.0749,0.0176,0.0044,0.0198,0.0066,0.0132,0.1278,0.8722,2,3,7
Boise Bible College,0.8298,0.0319,0.0426,0.0426,0.0106,0.0,0.0,0.0319,0.0106,0.5957,0.4043,3,2,7
Boise State University,0.7362,0.0165,0.13699999999999998,0.0254,0.0034,0.0047,0.0508,0.0112,0.0149,0.436,0.564,4,1,7
College of Eastern Idaho,0.7865,0.0083,0.151,0.0092,0.0092,0.005,0.01,0.0,0.0209,0.3695,0.6305,2,1,7
Idaho State University,0.731,0.0128,0.1397,0.0125,0.0191,0.0032,0.0286,0.0369,0.0162,0.4342,0.5658,4,1,7
Idaho State University,0.731,0.0128,0.1397,0.0125,0.0191,0.0032,0.0286,0.0369,0.0162,0.4342,0.5658,4,1,7
Idaho State University,0.731,0.0128,0.1397,0.0125,0.0191,0.0032,0.0286,0.0369,0.0162,0.4342,0.5658,4,1,7
Idaho State University,0.731,0.0128,0.1397,0.0125,0.0191,0.0032,0.0286,0.0369,0.0162,0.4342,0.5658,4,1,7
The College of Idaho,0.5672,0.0233,0.1343,0.0215,0.0056,0.0056,0.0504,0.1754,0.0168,0.4888,0.5112,4,2,7
Lewis-Clark State College,0.7863,0.0112,0.0882,0.0097,0.0228,0.003,0.0396,0.0179,0.0213,0.3743,0.6257,3,1,7
Aveda Institute-Twin Falls,0.5781,0.0,0.3594,0.0156,0.0469,0.0,0.0,0.0,0.0,0.0313,0.9688,1,3,7
Mr Leon's School of Hair Design-Moscow,0.8182,0.0,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.9091,1,3,7
North Idaho College,0.7915,0.0103,0.0713,0.0112,0.0163,0.0048,0.0505,0.0039,0.0402,0.3873,0.6127,2,1,7
Northwest Nazarene University,0.7665,0.0142,0.1255,0.0159,0.0025,0.0042,0.036000000000000004,0.0209,0.0142,0.4075,0.5925,4,2,7
Northwest Nazarene University,0.7665,0.0142,0.1255,0.0159,0.0025,0.0042,0.036000000000000004,0.0209,0.0142,0.4075,0.5925,4,2,7
Northwest Nazarene University,0.7665,0.0142,0.1255,0.0159,0.0025,0.0042,0.036000000000000004,0.0209,0.0142,0.4075,0.5925,4,2,7
Northwest Nazarene University,0.7665,0.0142,0.1255,0.0159,0.0025,0.0042,0.036000000000000004,0.0209,0.0142,0.4075,0.5925,4,2,7
Northwest Nazarene University,0.7665,0.0142,0.1255,0.0159,0.0025,0.0042,0.036000000000000004,0.0209,0.0142,0.4075,0.5925,4,2,7
Northwest Nazarene University,0.7665,0.0142,0.1255,0.0159,0.0025,0.0042,0.036000000000000004,0.0209,0.0142,0.4075,0.5925,4,2,7
Northwest Nazarene University,0.7665,0.0142,0.1255,0.0159,0.0025,0.0042,0.036000000000000004,0.0209,0.0142,0.4075,0.5925,4,2,7
Northwest Nazarene University,0.7665,0.0142,0.1255,0.0159,0.0025,0.0042,0.036000000000000004,0.0209,0.0142,0.4075,0.5925,4,2,7
Northwest Nazarene University,0.7665,0.0142,0.1255,0.0159,0.0025,0.0042,0.036000000000000004,0.0209,0.0142,0.4075,0.5925,4,2,7
Elevate Salon Institute-Chubbuck,0.8478,0.0,0.087,0.0217,0.0217,0.0,0.0217,0.0,0.0,0.0,1.0,1,3,7
Brigham Young University-Idaho,0.7041,0.0051,0.0334,0.0095,0.0032,0.0052,0.0852,0.1305,0.0239,0.4255,0.5745,3,2,7
College of Southern Idaho,0.5991,0.0145,0.3025,0.0188,0.0069,0.0035,0.0171,0.0208,0.0168,0.3586,0.6414,2,1,7
American Islamic College,0.1667,0.3333,0.1667,0.3333,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3,2,3
School of the Art Institute of Chicago,0.3443,0.0375,0.1063,0.0888,0.0013,0.001,0.0342,0.3305,0.056,0.2548,0.7452,4,2,3
Augustana University,0.8482,0.0232,0.0312,0.0159,0.0079,0.0006,0.0159,0.0555,0.0017,0.3649,0.6351,4,2,4
Augustana University,0.8482,0.0232,0.0312,0.0159,0.0079,0.0006,0.0159,0.0555,0.0017,0.3649,0.6351,4,2,4
Augustana University,0.8482,0.0232,0.0312,0.0159,0.0079,0.0006,0.0159,0.0555,0.0017,0.3649,0.6351,4,2,4
Augustana University,0.8482,0.0232,0.0312,0.0159,0.0079,0.0006,0.0159,0.0555,0.0017,0.3649,0.6351,4,2,4
Augustana University,0.8482,0.0232,0.0312,0.0159,0.0079,0.0006,0.0159,0.0555,0.0017,0.3649,0.6351,4,2,4
Augustana University,0.8482,0.0232,0.0312,0.0159,0.0079,0.0006,0.0159,0.0555,0.0017,0.3649,0.6351,4,2,4
Augustana University,0.8482,0.0232,0.0312,0.0159,0.0079,0.0006,0.0159,0.0555,0.0017,0.3649,0.6351,4,2,4
Augustana University,0.8482,0.0232,0.0312,0.0159,0.0079,0.0006,0.0159,0.0555,0.0017,0.3649,0.6351,4,2,4
Aurora University,0.4614,0.0684,0.339,0.0275,0.0027,0.0017,0.031,0.0047,0.0635,0.34700000000000003,0.653,4,2,3
Southwestern Illinois College,0.638,0.1914,0.0535,0.011,0.0024,0.002,0.052000000000000005,0.0051,0.0445,0.4471,0.5529,2,1,3
Black Hawk College,0.6467,0.109,0.1612,0.0245,0.0014,0.0,0.0394,0.0039,0.0138,0.3793,0.6207,2,1,3
Blackburn College,0.7854,0.0938,0.0396,0.0146,0.0042,0.0,0.0292,0.0167,0.0167,0.4417,0.5583,3,2,3
Blessing Rieman College of Nursing and Health Sciences,0.903,0.0303,0.0121,0.0121,0.0061,0.0,0.0121,0.0,0.0242,0.103,0.897,4,2,3
Blessing Hospital School of Radiologic Technology,0.9375,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.125,0.875,1,2,3
Bradley University,0.7096,0.0701,0.112,0.0389,0.0011,0.0002,0.0314,0.0186,0.0182,0.493,0.507,4,2,3
Cameo Beauty Academy,0.2927,0.439,0.2439,0.0,0.0,0.0,0.0122,0.0,0.0122,0.0366,0.9634,1,3,3
Cannella School of Hair Design-Villa Park,0.0196,0.0196,0.8627,0.0,0.0,0.0,0.0,0.0,0.098,0.0784,0.9216,1,3,3
Cannella School of Hair Design-Chicago,0.0,0.7705,0.2295,0.0,0.0,0.0,0.0,0.0,0.0,0.0164,0.9836,1,3,3
Cannella School of Hair Design-Chicago,0.0,0.7705,0.2295,0.0,0.0,0.0,0.0,0.0,0.0,0.0164,0.9836,1,3,3
Cannella School of Hair Design-Chicago,0.0,0.7705,0.2295,0.0,0.0,0.0,0.0,0.0,0.0,0.0164,0.9836,1,3,3
Cannella School of Hair Design-Chicago,0.0,0.7705,0.2295,0.0,0.0,0.0,0.0,0.0,0.0,0.0164,0.9836,1,3,3
Capri Beauty College,0.3818,0.4909,0.1091,0.0,0.0,0.0,0.0,0.0,0.0182,0.0,1.0,1,3,3
Capri Beauty College,0.3818,0.4909,0.1091,0.0,0.0,0.0,0.0,0.0,0.0182,0.0,1.0,1,3,3
Carl Sandburg College,0.7425,0.0791,0.0994,0.006,0.003,0.0008,0.0422,0.0,0.0271,0.363,0.637,2,1,3
The Chicago School of Professional Psychology at Chicago,0.1818,0.0909,0.5455,0.0,0.0,0.0,0.0,0.0909,0.0909,0.1818,0.8182,4,2,3
Chicago State University,0.0323,0.7188,0.0993,0.0064,0.0029,0.0005,0.0,0.0284,0.1115,0.3042,0.6958,4,1,3
University of Illinois Chicago,0.2654,0.0764,0.3419,0.2083,0.0004,0.0004,0.0298,0.0603,0.017,0.4791,0.5209,4,1,3
University of Illinois Chicago,0.2654,0.0764,0.3419,0.2083,0.0004,0.0004,0.0298,0.0603,0.017,0.4791,0.5209,4,1,3
University of Illinois Chicago,0.2654,0.0764,0.3419,0.2083,0.0004,0.0004,0.0298,0.0603,0.017,0.4791,0.5209,4,1,3
University of Illinois Chicago,0.2654,0.0764,0.3419,0.2083,0.0004,0.0004,0.0298,0.0603,0.017,0.4791,0.5209,4,1,3
City Colleges of Chicago-Kennedy-King College,0.0258,0.7578,0.1721,0.0073,0.004,0.0,0.0278,0.0033,0.002,0.4222,0.5778,2,1,3
City Colleges of Chicago-Malcolm X College,0.0691,0.3336,0.532,0.0277,0.0004,0.0015,0.0217,0.0109,0.0031,0.2318,0.7682,2,1,3
City Colleges of Chicago-Olive-Harvey College,0.0104,0.7568,0.1778,0.0008,0.0016,0.0008,0.0335,0.0088,0.0096,0.327,0.6729999999999999,2,1,3
City Colleges of Chicago-Harry S Truman College,0.1725,0.2895,0.3555,0.1189,0.0027,0.0008,0.0282,0.0293,0.0027,0.4195,0.5805,2,1,3
City Colleges of Chicago-Richard J Daley College,0.1595,0.162,0.6514,0.0052,0.0017,0.0007,0.0122,0.0021,0.0052,0.5707,0.4293,2,1,3
City Colleges of Chicago-Harold Washington College,0.098,0.2483,0.5226,0.0718,0.0014,0.0003,0.0284,0.0279,0.0014,0.4393,0.5607,2,1,3
City Colleges of Chicago-Wilbur Wright College,0.2048,0.0618,0.6172,0.0719,0.0002,0.0015,0.0247,0.0158,0.0022,0.4735,0.5265,2,1,3
Columbia College Chicago,0.5144,0.1386,0.1931,0.0371,0.0017,0.0015,0.0484,0.0423,0.0229,0.4218,0.5782,4,2,3
Concordia University-Chicago,0.469,0.1139,0.3111,0.022,0.0,0.002,0.0413,0.0313,0.0093,0.4171,0.5829,4,2,3
Coyne College,0.1113,0.3623,0.4736,0.0264,0.0,0.0,0.0208,0.0,0.0057,0.7659999999999999,0.234,2,3,3
Danville Area Community College,0.6374,0.204,0.0619,0.0101,0.0013,0.0006,0.012,0.0,0.0726,0.451,0.5489999999999999,2,1,3
Danville Area Community College,0.6374,0.204,0.0619,0.0101,0.0013,0.0006,0.012,0.0,0.0726,0.451,0.5489999999999999,2,1,3
Danville Area Community College,0.6374,0.204,0.0619,0.0101,0.0013,0.0006,0.012,0.0,0.0726,0.451,0.5489999999999999,2,1,3
Danville Area Community College,0.6374,0.204,0.0619,0.0101,0.0013,0.0006,0.012,0.0,0.0726,0.451,0.5489999999999999,2,1,3
Tricoci University of Beauty Culture-Danville,0.85,0.1,0.025,0.0,0.025,0.0,0.0,0.0,0.0,0.025,0.975,1,3,3
DePaul University,0.519,0.0792,0.1965,0.1056,0.0016,0.0017,0.0423,0.0311,0.023,0.4671,0.5329,4,2,3
College of DuPage,0.4754,0.0847,0.2638,0.1111,0.0014,0.0,0.0306,0.0139,0.0191,0.4724,0.5276,2,1,3
East-West University,0.0313,0.66,0.1588,0.0157,0.0022,0.0,0.0089,0.123,0.0,0.5056,0.4944,3,2,3
Eastern Illinois University,0.5914,0.2218,0.0856,0.0138,0.0031,0.0009,0.0293,0.0277,0.0264,0.4035,0.5965,4,1,3
Elgin Community College,0.4032,0.0434,0.4215,0.0639,0.0014,0.0009,0.0397,0.0067,0.0195,0.4748,0.5252,2,1,3
Elmhurst University,0.58,0.0545,0.248,0.0599,0.0021,0.0014,0.0271,0.0114,0.0157,0.3819,0.6181,4,2,3
Eureka College,0.8028,0.0946,0.0282,0.006,0.008,0.002,0.0282,0.0101,0.0201,0.5312,0.4688,3,2,3
First Institute of Travel Inc.,0.4915,0.0513,0.4487,0.0,0.0,0.0,0.0043,0.0,0.0043,0.0726,0.9274,1,3,3
Gem City College,0.9615,0.0385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3462,0.6538,1,3,3
Governors State University,0.3008,0.3991,0.1523,0.0186,0.0003,0.0013,0.0284,0.0104,0.0889,0.3682,0.6318,4,1,3
Graham Hospital School of Nursing,0.9231,0.0385,0.0192,0.0192,0.0,0.0,0.0,0.0,0.0,0.0192,0.9808,1,2,3
Greenville University,0.6564,0.1279,0.0662,0.0046,0.0,0.0023,0.0342,0.0868,0.0217,0.5468,0.4532,4,2,3
Hair Professionals Career College,0.5349,0.2791,0.093,0.0,0.0,0.0233,0.0465,0.0,0.0233,0.0698,0.9302,1,3,3
Hair Professionals Career College,0.5349,0.2791,0.093,0.0,0.0,0.0233,0.0465,0.0,0.0233,0.0698,0.9302,1,3,3
Hair Professionals Career College,0.5349,0.2791,0.093,0.0,0.0,0.0233,0.0465,0.0,0.0233,0.0698,0.9302,1,3,3
Hair Professionals Career College,0.5349,0.2791,0.093,0.0,0.0,0.0233,0.0465,0.0,0.0233,0.0698,0.9302,1,3,3
Hair Professionals School of Cosmetology,0.4308,0.1385,0.2769,0.0538,0.0,0.0077,0.0846,0.0077,0.0,0.0308,0.9692,1,3,3
Hebrew Theological College,0.9626,0.0,0.0187,0.0,0.0,0.0,0.0,0.0093,0.0093,0.243,0.757,3,2,3
Hebrew Theological College,0.9626,0.0,0.0187,0.0,0.0,0.0,0.0,0.0093,0.0093,0.243,0.757,3,2,3
Hebrew Theological College,0.9626,0.0,0.0187,0.0,0.0,0.0,0.0,0.0093,0.0093,0.243,0.757,3,2,3
Hebrew Theological College,0.9626,0.0,0.0187,0.0,0.0,0.0,0.0,0.0093,0.0093,0.243,0.757,3,2,3
Pennsylvania Highlands Community College,0.8645,0.0465,0.0307,0.0089,0.0,0.0,0.0158,0.0,0.0336,0.3947,0.6053,2,1,2
Pennsylvania Highlands Community College,0.8645,0.0465,0.0307,0.0089,0.0,0.0,0.0158,0.0,0.0336,0.3947,0.6053,2,1,2
Pennsylvania Highlands Community College,0.8645,0.0465,0.0307,0.0089,0.0,0.0,0.0158,0.0,0.0336,0.3947,0.6053,2,1,2
Pennsylvania Highlands Community College,0.8645,0.0465,0.0307,0.0089,0.0,0.0,0.0158,0.0,0.0336,0.3947,0.6053,2,1,2
Pennsylvania Highlands Community College,0.8645,0.0465,0.0307,0.0089,0.0,0.0,0.0158,0.0,0.0336,0.3947,0.6053,2,1,2
Pennsylvania Highlands Community College,0.8645,0.0465,0.0307,0.0089,0.0,0.0,0.0158,0.0,0.0336,0.3947,0.6053,2,1,2
Benedictine University,0.4254,0.0894,0.1829,0.1556,0.013,0.0049,0.0,0.0183,0.1105,0.4592,0.5408,4,2,3
