School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,highest_degree,ownership,region
Pacific Northwest College of Art,0.5988,0.0375,0.0771,0.0534,0.0198,0.0,0.0455,0.0316,0.1364,0.332,0.6679999999999999,4,2,8
Pacific Northwest College of Art,0.5988,0.0375,0.0771,0.0534,0.0198,0.0,0.0455,0.0316,0.1364,0.332,0.6679999999999999,4,2,8
Phagans Central Oregon Beauty College,0.7864,0.0097,0.1165,0.0194,0.0194,0.0,0.0388,0.0,0.0097,0.1068,0.8932,1,3,8
Phagans Central Oregon Beauty College,0.7864,0.0097,0.1165,0.0194,0.0194,0.0,0.0388,0.0,0.0097,0.1068,0.8932,1,3,8
Phagans School of Hair Design,0.7006,0.1078,0.1317,0.0479,0.006,0.006,0.0,0.0,0.0,0.1617,0.8383,1,3,8
Phagans School of Hair Design,0.7006,0.1078,0.1317,0.0479,0.006,0.006,0.0,0.0,0.0,0.1617,0.8383,1,3,8
Summit Salon Academy-Portland,0.7797,0.0339,0.1356,0.0339,0.0,0.0169,0.0,0.0,0.0,0.1356,0.8644,1,3,8
Summit Salon Academy-Portland,0.7797,0.0339,0.1356,0.0339,0.0,0.0169,0.0,0.0,0.0,0.1356,0.8644,1,3,8
Summit Salon Academy-Portland,0.7797,0.0339,0.1356,0.0339,0.0,0.0169,0.0,0.0,0.0,0.1356,0.8644,1,3,8
Summit Salon Academy-Portland,0.7797,0.0339,0.1356,0.0339,0.0,0.0169,0.0,0.0,0.0,0.1356,0.8644,1,3,8
Summit Salon Academy-Portland,0.7797,0.0339,0.1356,0.0339,0.0,0.0169,0.0,0.0,0.0,0.1356,0.8644,1,3,8
Summit Salon Academy-Portland,0.7797,0.0339,0.1356,0.0339,0.0,0.0169,0.0,0.0,0.0,0.1356,0.8644,1,3,8
Summit Salon Academy-Portland,0.7797,0.0339,0.1356,0.0339,0.0,0.0169,0.0,0.0,0.0,0.1356,0.8644,1,3,8
Summit Salon Academy-Portland,0.7797,0.0339,0.1356,0.0339,0.0,0.0169,0.0,0.0,0.0,0.1356,0.8644,1,3,8
Summit Salon Academy-Portland,0.7797,0.0339,0.1356,0.0339,0.0,0.0169,0.0,0.0,0.0,0.1356,0.8644,1,3,8
Summit Salon Academy-Portland,0.7797,0.0339,0.1356,0.0339,0.0,0.0169,0.0,0.0,0.0,0.1356,0.8644,1,3,8
Summit Salon Academy-Portland,0.7797,0.0339,0.1356,0.0339,0.0,0.0169,0.0,0.0,0.0,0.1356,0.8644,1,3,8
Summit Salon Academy-Portland,0.7797,0.0339,0.1356,0.0339,0.0,0.0169,0.0,0.0,0.0,0.1356,0.8644,1,3,8
Summit Salon Academy-Portland,0.7797,0.0339,0.1356,0.0339,0.0,0.0169,0.0,0.0,0.0,0.1356,0.8644,1,3,8
Summit Salon Academy-Portland,0.7797,0.0339,0.1356,0.0339,0.0,0.0169,0.0,0.0,0.0,0.1356,0.8644,1,3,8
Portland Community College,0.5434,0.0502,0.1523,0.0776,0.0075,0.0071,0.0735,0.0219,0.0665,0.4563,0.5437,2,1,8
Portland Community College,0.5434,0.0502,0.1523,0.0776,0.0075,0.0071,0.0735,0.0219,0.0665,0.4563,0.5437,2,1,8
Portland State University,0.5204,0.0396,0.1715,0.0959,0.0118,0.0063,0.0693,0.0451,0.0401,0.4557,0.5443,4,1,8
Portland State University,0.5204,0.0396,0.1715,0.0959,0.0118,0.0063,0.0693,0.0451,0.0401,0.4557,0.5443,4,1,8
Reed College,0.5829,0.0147,0.098,0.0763,0.0014,0.0,0.0938,0.112,0.021,0.4752,0.5248,4,2,8
Reed College,0.5829,0.0147,0.098,0.0763,0.0014,0.0,0.0938,0.112,0.021,0.4752,0.5248,4,2,8
Rogue Community College,0.664,0.0092,0.1836,0.0097,0.0121,0.0071,0.0449,0.0383,0.0312,0.4097,0.5903,2,1,8
Rogue Community College,0.664,0.0092,0.1836,0.0097,0.0121,0.0071,0.0449,0.0383,0.0312,0.4097,0.5903,2,1,8
Southern Oregon University,0.5936,0.0227,0.1275,0.0209,0.0145,0.0114,0.0943,0.0219,0.0932,0.3969,0.6031,4,1,8
Southern Oregon University,0.5936,0.0227,0.1275,0.0209,0.0145,0.0114,0.0943,0.0219,0.0932,0.3969,0.6031,4,1,8
Southwestern Oregon Community College,0.6889,0.022,0.1205,0.0149,0.0283,0.0113,0.0709,0.017,0.0262,0.4387,0.5613,2,1,8
Southwestern Oregon Community College,0.6889,0.022,0.1205,0.0149,0.0283,0.0113,0.0709,0.017,0.0262,0.4387,0.5613,2,1,8
Treasure Valley Community College,0.5957,0.018000000000000002,0.2635,0.0069,0.0076,0.0035,0.0388,0.0111,0.0548,0.4313,0.5687,2,1,8
Treasure Valley Community College,0.5957,0.018000000000000002,0.2635,0.0069,0.0076,0.0035,0.0388,0.0111,0.0548,0.4313,0.5687,2,1,8
Umpqua Community College,0.8105,0.0145,0.0019,0.0192,0.0267,0.0047,0.0572,0.0005,0.0647,0.4104,0.5896,2,1,8
Umpqua Community College,0.8105,0.0145,0.0019,0.0192,0.0267,0.0047,0.0572,0.0005,0.0647,0.4104,0.5896,2,1,8
Corban University,0.7117,0.0236,0.0322,0.0257,0.0129,0.0129,0.07400000000000001,0.0364,0.0707,0.433,0.5670000000000001,4,2,8
Corban University,0.7117,0.0236,0.0322,0.0257,0.0129,0.0129,0.07400000000000001,0.0364,0.0707,0.433,0.5670000000000001,4,2,8
Willamette University,0.6464,0.0156,0.1474,0.0588,0.0081,0.0034,0.0757,0.0074,0.0372,0.4124,0.5876,4,2,8
Willamette University,0.6464,0.0156,0.1474,0.0588,0.0081,0.0034,0.0757,0.0074,0.0372,0.4124,0.5876,4,2,8
University of Western States,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,2,8
University of Western States,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,2,8
Bryn Athyn College of the New Church,0.5583,0.1625,0.0459,0.0247,0.0071,0.0035,0.0071,0.0459,0.1449,0.4806,0.5194,3,2,2
Bryn Athyn College of the New Church,0.5583,0.1625,0.0459,0.0247,0.0071,0.0035,0.0071,0.0459,0.1449,0.4806,0.5194,3,2,2
Albright College,0.4903,0.2373,0.1599,0.0258,0.0059,0.0,0.0357,0.0199,0.0252,0.4001,0.5999,4,2,2
Albright College,0.4903,0.2373,0.1599,0.0258,0.0059,0.0,0.0357,0.0199,0.0252,0.4001,0.5999,4,2,2
All-State Career School,0.152,0.6915,0.0643,0.0102,0.0015,0.0015,0.0307,0.0015,0.0468,0.636,0.364,2,3,2
All-State Career School,0.152,0.6915,0.0643,0.0102,0.0015,0.0015,0.0307,0.0015,0.0468,0.636,0.364,2,3,2
Community College of Allegheny County,0.5985,0.1645,0.0362,0.0367,0.004,0.0006,0.0327,0.0001,0.1266,0.4609,0.5391,2,1,2
Community College of Allegheny County,0.5985,0.1645,0.0362,0.0367,0.004,0.0006,0.0327,0.0001,0.1266,0.4609,0.5391,2,1,2
The  Beauty Institute,0.3636,0.2121,0.3333,0.0,0.0,0.0,0.0,0.0,0.0909,0.0606,0.9394,1,3,2
The  Beauty Institute,0.3636,0.2121,0.3333,0.0,0.0,0.0,0.0,0.0,0.0909,0.0606,0.9394,1,3,2
DeSales University,0.6992,0.055,0.1211,0.032,0.0012,0.0,0.03,0.0012,0.0603,0.3615,0.6385,4,2,2
DeSales University,0.6992,0.055,0.1211,0.032,0.0012,0.0,0.03,0.0012,0.0603,0.3615,0.6385,4,2,2
Altoona Beauty School Inc,0.9167,0.0417,0.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,2
Altoona Beauty School Inc,0.9167,0.0417,0.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,2
Alvernia University,0.6807,0.1185,0.1176,0.0163,0.0029,0.0,0.033,0.0067,0.0244,0.3026,0.6974,4,2,2
Alvernia University,0.6807,0.1185,0.1176,0.0163,0.0029,0.0,0.033,0.0067,0.0244,0.3026,0.6974,4,2,2
The Beauty Institute-Ambler,0.4146,0.3171,0.1138,0.0407,0.0,0.0,0.0569,0.0,0.0569,0.0244,0.9756,1,3,2
The Beauty Institute-Ambler,0.4146,0.3171,0.1138,0.0407,0.0,0.0,0.0569,0.0,0.0569,0.0244,0.9756,1,3,2
American College of Financial Services,0.5012,0.0305,0.0079,0.0243,0.0035,0.0018,0.0098,0.0,0.4209,0.7112,0.2888,4,2,2
American College of Financial Services,0.5012,0.0305,0.0079,0.0243,0.0035,0.0018,0.0098,0.0,0.4209,0.7112,0.2888,4,2,2
Automotive Training Center-Exton,0.5670000000000001,0.109,0.2835,0.0218,0.0,0.0031,0.0125,0.0,0.0031,0.9626,0.0374,1,3,2
Automotive Training Center-Exton,0.5670000000000001,0.109,0.2835,0.0218,0.0,0.0031,0.0125,0.0,0.0031,0.9626,0.0374,1,3,2
Community College of Beaver County,0.7984,0.0943,0.0187,0.0071,0.0032,0.0,0.0401,0.0006,0.0375,0.4057,0.5943,2,1,2
Community College of Beaver County,0.7984,0.0943,0.0187,0.0071,0.0032,0.0,0.0401,0.0006,0.0375,0.4057,0.5943,2,1,2
Arcadia University,0.6341,0.0961,0.1042,0.0488,0.004,0.001,0.0458,0.0292,0.0367,0.3296,0.6704,4,2,2
Arcadia University,0.6341,0.0961,0.1042,0.0488,0.004,0.001,0.0458,0.0292,0.0367,0.3296,0.6704,4,2,2
Bloomsburg University of Pennsylvania,0.7671,0.0677,0.0768,0.0107,0.0025,0.0004,0.0172,0.0041,0.0535,0.4196,0.5804,4,1,2
Bloomsburg University of Pennsylvania,0.7671,0.0677,0.0768,0.0107,0.0025,0.0004,0.0172,0.0041,0.0535,0.4196,0.5804,4,1,2
Bryn Mawr College,0.4214,0.0543,0.0985,0.1144,0.0,0.0058,0.0536,0.2078,0.0442,0.0,1.0,4,2,2
Bryn Mawr College,0.4214,0.0543,0.0985,0.1144,0.0,0.0058,0.0536,0.2078,0.0442,0.0,1.0,4,2,2
Bucknell University,0.7442,0.0341,0.0651,0.0496,0.0006,0.0003,0.0416,0.0632,0.0014,0.4897,0.5103,4,2,2
Bucknell University,0.7442,0.0341,0.0651,0.0496,0.0006,0.0003,0.0416,0.0632,0.0014,0.4897,0.5103,4,2,2
Bucks County School of Beauty Culture Inc,0.7922,0.1299,0.0519,0.0,0.013,0.0,0.0,0.0,0.013,0.0,1.0,1,3,2
Bucks County School of Beauty Culture Inc,0.7922,0.1299,0.0519,0.0,0.013,0.0,0.0,0.0,0.013,0.0,1.0,1,3,2
Butler Beauty Academy-Kittanning Beauty Academy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,2
Butler Beauty Academy-Kittanning Beauty Academy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,2
Butler Beauty Academy-Kittanning Beauty Academy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,2
Butler Beauty Academy-Kittanning Beauty Academy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,2
Butler Beauty Academy-Kittanning Beauty Academy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,2
Butler Beauty Academy-Kittanning Beauty Academy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,2
Butler Beauty Academy-Kittanning Beauty Academy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,2
Butler Beauty Academy-Kittanning Beauty Academy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,2
Butler County Community College,0.7555,0.024,0.0255,0.0088,0.0027,0.0008,0.0187,0.0023,0.1618,0.3957,0.6043,2,1,2
Butler County Community College,0.7555,0.024,0.0255,0.0088,0.0027,0.0008,0.0187,0.0023,0.1618,0.3957,0.6043,2,1,2
Cabrini University,0.5412,0.2072,0.1361,0.0352,0.0,0.0007,0.0292,0.0,0.0505,0.3831,0.6169,4,2,2
Cabrini University,0.5412,0.2072,0.1361,0.0352,0.0,0.0007,0.0292,0.0,0.0505,0.3831,0.6169,4,2,2
California University of Pennsylvania,0.7553,0.1173,0.0408,0.0122,0.0011,0.0008,0.0383,0.0076,0.0267,0.4529,0.5471,4,1,2
California University of Pennsylvania,0.7553,0.1173,0.0408,0.0122,0.0011,0.0008,0.0383,0.0076,0.0267,0.4529,0.5471,4,1,2
Carlow University,0.6918,0.1778,0.0225,0.0318,0.0008,0.0,0.0404,0.0031,0.0318,0.1661,0.8339,4,2,2
Carlow University,0.6918,0.1778,0.0225,0.0318,0.0008,0.0,0.0404,0.0031,0.0318,0.1661,0.8339,4,2,2
Carnegie Mellon University,0.2611,0.0372,0.091,0.3278,0.0002,0.0003,0.0416,0.1767,0.0641,0.5048,0.4952,4,2,2
Carnegie Mellon University,0.2611,0.0372,0.091,0.3278,0.0002,0.0003,0.0416,0.1767,0.0641,0.5048,0.4952,4,2,2
Cedar Crest College,0.6,0.0858,0.1425,0.0275,0.0008,0.0008,0.0225,0.0683,0.0517,0.08,0.92,4,2,2
Cedar Crest College,0.6,0.0858,0.1425,0.0275,0.0008,0.0008,0.0225,0.0683,0.0517,0.08,0.92,4,2,2
Central Penn College,0.6127,0.1912,0.0605,0.0215,0.0205,0.0059,0.0556,0.0029,0.0293,0.3424,0.6576,4,3,2
Central Penn College,0.6127,0.1912,0.0605,0.0215,0.0205,0.0059,0.0556,0.0029,0.0293,0.3424,0.6576,4,3,2
Chatham University,0.7752,0.0512,0.0469,0.0321,0.0,0.0009,0.0252,0.0243,0.0443,0.2908,0.7092,4,2,2
Chatham University,0.7752,0.0512,0.0469,0.0321,0.0,0.0009,0.0252,0.0243,0.0443,0.2908,0.7092,4,2,2
Chestnut Hill College,0.3944,0.3237,0.1201,0.0145,0.0009,0.0009,0.0426,0.0281,0.075,0.4089,0.5911,4,2,2
Chestnut Hill College,0.3944,0.3237,0.1201,0.0145,0.0009,0.0009,0.0426,0.0281,0.075,0.4089,0.5911,4,2,2
Cheyney University of Pennsylvania,0.0051,0.7802,0.1073,0.0051,0.0017,0.0,0.0494,0.0034,0.0477,0.3765,0.6235,4,1,2
Cheyney University of Pennsylvania,0.0051,0.7802,0.1073,0.0051,0.0017,0.0,0.0494,0.0034,0.0477,0.3765,0.6235,4,1,2
Citizens School of Nursing,0.9207,0.0427,0.0061,0.0061,0.0,0.0,0.0244,0.0,0.0,0.1037,0.8963,1,2,2
Citizens School of Nursing,0.9207,0.0427,0.0061,0.0061,0.0,0.0,0.0244,0.0,0.0,0.1037,0.8963,1,2,2
Clarion University of Pennsylvania,0.825,0.0743,0.0329,0.0082,0.0019,0.0016,0.0206,0.0047,0.0307,0.3193,0.6807,4,1,2
Clarion University of Pennsylvania,0.825,0.0743,0.0329,0.0082,0.0019,0.0016,0.0206,0.0047,0.0307,0.3193,0.6807,4,1,2
DLP Conemaugh Memorial Medical Center,0.9372,0.0242,0.0145,0.0048,0.0,0.0048,0.0145,0.0,0.0,0.1594,0.8406,1,3,2
DLP Conemaugh Memorial Medical Center,0.9372,0.0242,0.0145,0.0048,0.0,0.0048,0.0145,0.0,0.0,0.1594,0.8406,1,3,2
Curtis Institute of Music,0.2748,0.0458,0.0305,0.2137,0.0,0.0,0.0,0.4351,0.0,0.5344,0.4656,4,2,2
Curtis Institute of Music,0.2748,0.0458,0.0305,0.2137,0.0,0.0,0.0,0.4351,0.0,0.5344,0.4656,4,2,2
Delaware County Community College,0.5201,0.2843,0.0178,0.0489,0.0031,0.0016,0.053,0.0101,0.0611,0.3933,0.6067,2,1,2
Delaware County Community College,0.5201,0.2843,0.0178,0.0489,0.0031,0.0016,0.053,0.0101,0.0611,0.3933,0.6067,2,1,2
Delaware Valley University,0.6834,0.0859,0.0757,0.0136,0.0045,0.0017,0.022,0.0017,0.1114,0.4053,0.5947,4,2,2
Delaware Valley University,0.6834,0.0859,0.0757,0.0136,0.0045,0.0017,0.022,0.0017,0.1114,0.4053,0.5947,4,2,2
Dickinson College,0.6358,0.0515,0.0891,0.0419,0.0019,0.0005,0.0367,0.1335,0.0091,0.428,0.5720000000000001,3,2,2
Dickinson College,0.6358,0.0515,0.0891,0.0419,0.0019,0.0005,0.0367,0.1335,0.0091,0.428,0.5720000000000001,3,2,2
Douglas Education Center,0.8558,0.0481,0.0337,0.0,0.0,0.0048,0.0481,0.0048,0.0048,0.2212,0.7788,2,3,2
Douglas Education Center,0.8558,0.0481,0.0337,0.0,0.0,0.0048,0.0481,0.0048,0.0048,0.2212,0.7788,2,3,2
Drexel University,0.5045,0.0652,0.0676,0.1962,0.0005,0.0011,0.0383,0.1043,0.0221,0.5238,0.4762,4,2,2
Drexel University,0.5045,0.0652,0.0676,0.1962,0.0005,0.0011,0.0383,0.1043,0.0221,0.5238,0.4762,4,2,2
Duquesne University,0.8088,0.0538,0.0408,0.0341,0.0003,0.0007,0.0338,0.0238,0.0039,0.3637,0.6363,4,2,2
Duquesne University,0.8088,0.0538,0.0408,0.0341,0.0003,0.0007,0.0338,0.0238,0.0039,0.3637,0.6363,4,2,2
East Stroudsburg University of Pennsylvania,0.5627,0.202,0.1349,0.019,0.0026,0.0019,0.0441,0.0047,0.0282,0.4379,0.5621,4,1,2
East Stroudsburg University of Pennsylvania,0.5627,0.202,0.1349,0.019,0.0026,0.0019,0.0441,0.0047,0.0282,0.4379,0.5621,4,1,2
Eastern Mennonite University,0.6877,0.0858,0.0786,0.0207,0.001,0.0031,0.0548,0.03,0.0383,0.3837,0.6163,4,2,5
Eastern Mennonite University,0.6877,0.0858,0.0786,0.0207,0.001,0.0031,0.0548,0.03,0.0383,0.3837,0.6163,4,2,5
Eastern Mennonite University,0.6877,0.0858,0.0786,0.0207,0.001,0.0031,0.0548,0.03,0.0383,0.3837,0.6163,4,2,5
Eastern Mennonite University,0.6877,0.0858,0.0786,0.0207,0.001,0.0031,0.0548,0.03,0.0383,0.3837,0.6163,4,2,5
Eastern Mennonite University,0.6877,0.0858,0.0786,0.0207,0.001,0.0031,0.0548,0.03,0.0383,0.3837,0.6163,4,2,5
Eastern Mennonite University,0.6877,0.0858,0.0786,0.0207,0.001,0.0031,0.0548,0.03,0.0383,0.3837,0.6163,4,2,5
Edinboro University of Pennsylvania,0.8184,0.0558,0.0407,0.0096,0.0028,0.0,0.0,0.0139,0.0589,0.4177,0.5823,4,1,2
Edinboro University of Pennsylvania,0.8184,0.0558,0.0407,0.0096,0.0028,0.0,0.0,0.0139,0.0589,0.4177,0.5823,4,1,2
Empire Beauty School-Lebanon,0.5455,0.0909,0.3333,0.0,0.0,0.0,0.0,0.0,0.0303,0.0303,0.9697,1,3,2
Empire Beauty School-Lebanon,0.5455,0.0909,0.3333,0.0,0.0,0.0,0.0,0.0,0.0303,0.0303,0.9697,1,3,2
Empire Beauty School-York,0.3333,0.2821,0.1538,0.0,0.0,0.0,0.1154,0.0,0.1154,0.0256,0.9744,1,3,2
Empire Beauty School-York,0.3333,0.2821,0.1538,0.0,0.0,0.0,0.1154,0.0,0.1154,0.0256,0.9744,1,3,2
Empire Beauty School-Lancaster,0.431,0.2069,0.2586,0.0172,0.0172,0.0,0.0517,0.0,0.0172,0.1207,0.8793,1,3,2
Empire Beauty School-Lancaster,0.431,0.2069,0.2586,0.0172,0.0172,0.0,0.0517,0.0,0.0172,0.1207,0.8793,1,3,2
Empire Beauty School-Shamokin Dam,0.8049,0.0,0.0976,0.0,0.0,0.0,0.0488,0.0,0.0488,0.0488,0.9512,1,3,2
Empire Beauty School-Shamokin Dam,0.8049,0.0,0.0976,0.0,0.0,0.0,0.0488,0.0,0.0488,0.0488,0.9512,1,3,2
Empire Beauty School-Pottsville,0.6364,0.0909,0.1515,0.0,0.0,0.0,0.1212,0.0,0.0,0.0606,0.9394,1,3,2
Empire Beauty School-Pottsville,0.6364,0.0909,0.1515,0.0,0.0,0.0,0.1212,0.0,0.0,0.0606,0.9394,1,3,2
Empire Beauty  School-Lehigh Valley,0.3235,0.2206,0.25,0.0147,0.0,0.0,0.0588,0.0,0.1324,0.0441,0.9559,1,3,2
Empire Beauty  School-Lehigh Valley,0.3235,0.2206,0.25,0.0147,0.0,0.0,0.0588,0.0,0.1324,0.0441,0.9559,1,3,2
Empire Beauty School-Gwinnett,0.0481,0.7308,0.0577,0.0096,0.0,0.0,0.0192,0.0,0.1346,0.0481,0.9519,1,3,5
Empire Beauty School-Gwinnett,0.0481,0.7308,0.0577,0.0096,0.0,0.0,0.0192,0.0,0.1346,0.0481,0.9519,1,3,5
Empire Beauty School-Wyoming Valley,0.746,0.1032,0.119,0.0079,0.0,0.0,0.0079,0.0,0.0159,0.0159,0.9841,1,3,2
Empire Beauty School-Wyoming Valley,0.746,0.1032,0.119,0.0079,0.0,0.0,0.0079,0.0,0.0159,0.0159,0.9841,1,3,2
Empire Beauty School-Harrisburg,0.375,0.1667,0.15,0.0667,0.0,0.0,0.0667,0.0,0.175,0.0583,0.9417,1,3,2
Empire Beauty School-Harrisburg,0.375,0.1667,0.15,0.0667,0.0,0.0,0.0667,0.0,0.175,0.0583,0.9417,1,3,2
Empire Beauty School-Reading,0.2759,0.0805,0.4943,0.0115,0.0,0.0,0.092,0.0,0.046,0.0345,0.9655,1,3,2
Empire Beauty School-Reading,0.2759,0.0805,0.4943,0.0115,0.0,0.0,0.092,0.0,0.046,0.0345,0.9655,1,3,2
Erie Institute of Technology Inc,0.8311,0.0622,0.08,0.0178,0.0044,0.0044,0.0,0.0,0.0,0.8889,0.1111,2,3,2
Erie Institute of Technology Inc,0.8311,0.0622,0.08,0.0178,0.0044,0.0044,0.0,0.0,0.0,0.8889,0.1111,2,3,2
Gannon University,0.6989,0.0548,0.0422,0.0157,0.0014,0.0007,0.0345,0.0918,0.06,0.3946,0.6054,4,2,2
Gannon University,0.6989,0.0548,0.0422,0.0157,0.0014,0.0007,0.0345,0.0918,0.06,0.3946,0.6054,4,2,2
Geneva College,0.797,0.0753,0.0169,0.0161,0.0034,0.0,0.0313,0.0203,0.0398,0.5355,0.4645,4,2,2
Geneva College,0.797,0.0753,0.0169,0.0161,0.0034,0.0,0.0313,0.0203,0.0398,0.5355,0.4645,4,2,2
Gettysburg College,0.7447,0.0388,0.0882,0.0236,0.0021,0.0,0.0257,0.0557,0.0211,0.4806,0.5194,3,2,2
Gettysburg College,0.7447,0.0388,0.0882,0.0236,0.0021,0.0,0.0257,0.0557,0.0211,0.4806,0.5194,3,2,2
Empire Beauty School-NE Philadelphia,0.172,0.129,0.0968,0.0215,0.0,0.0,0.0108,0.0,0.5699,0.0,1.0,1,3,2
Empire Beauty School-NE Philadelphia,0.172,0.129,0.0968,0.0215,0.0,0.0,0.0108,0.0,0.5699,0.0,1.0,1,3,2
Gratz College,0.9355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0645,0.0323,0.9677,4,2,2
Gratz College,0.9355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0645,0.0323,0.9677,4,2,2
Grove City College,0.92,0.0069,0.0114,0.0187,0.0009,0.0005,0.0311,0.0078,0.0027,0.5318,0.4682,3,2,2
Grove City College,0.92,0.0069,0.0114,0.0187,0.0009,0.0005,0.0311,0.0078,0.0027,0.5318,0.4682,3,2,2
Gwynedd Mercy University,0.622,0.2064,0.055,0.0643,0.0076,0.0027,0.0114,0.0022,0.0283,0.226,0.774,4,2,2
Gwynedd Mercy University,0.622,0.2064,0.055,0.0643,0.0076,0.0027,0.0114,0.0022,0.0283,0.226,0.774,4,2,2
Harcum College,0.3095,0.4611,0.1278,0.02,0.0054,0.0023,0.04,0.0131,0.0208,0.1863,0.8137,2,2,2
Harcum College,0.3095,0.4611,0.1278,0.02,0.0054,0.0023,0.04,0.0131,0.0208,0.1863,0.8137,2,2,2
Harrisburg Area Community College,0.6252,0.1103,0.1391,0.0426,0.0031,0.0012,0.0373,0.0197,0.0214,0.3463,0.6537,2,1,2
Harrisburg Area Community College,0.6252,0.1103,0.1391,0.0426,0.0031,0.0012,0.0373,0.0197,0.0214,0.3463,0.6537,2,1,2
Haverford College,0.5283,0.0596,0.0894,0.1177,0.0008,0.0,0.0657,0.1139,0.0245,0.474,0.526,3,2,2
Haverford College,0.5283,0.0596,0.0894,0.1177,0.0008,0.0,0.0657,0.1139,0.0245,0.474,0.526,3,2,2
Commonwealth Technical Institute,0.6839,0.1399,0.0415,0.0052,0.0,0.0,0.0052,0.0,0.1244,0.7358,0.2642,2,2,2
Commonwealth Technical Institute,0.6839,0.1399,0.0415,0.0052,0.0,0.0,0.0052,0.0,0.1244,0.7358,0.2642,2,2,2
Holy Family University,0.6556,0.1579,0.0144,0.0728,0.0026,0.0062,0.0005,0.0,0.0902,0.2501,0.7499,4,2,2
Holy Family University,0.6556,0.1579,0.0144,0.0728,0.0026,0.0062,0.0005,0.0,0.0902,0.2501,0.7499,4,2,2
Hussian College-Philadelphia,0.2422,0.5938,0.1094,0.0391,0.0078,0.0,0.0078,0.0,0.0,0.6172,0.3828,3,3,2
Hussian College-Philadelphia,0.2422,0.5938,0.1094,0.0391,0.0078,0.0,0.0078,0.0,0.0,0.6172,0.3828,3,3,2
Immaculata University,0.6856,0.1518,0.0913,0.0238,0.0008,0.0,0.023,0.0153,0.0084,0.2922,0.7078,4,2,2
Immaculata University,0.6856,0.1518,0.0913,0.0238,0.0008,0.0,0.023,0.0153,0.0084,0.2922,0.7078,4,2,2
Indiana University of Pennsylvania-Main Campus,0.7375,0.1196,0.0482,0.0122,0.0012,0.0002,0.0493,0.0223,0.0095,0.4149,0.5851,4,1,2
Indiana University of Pennsylvania-Main Campus,0.7375,0.1196,0.0482,0.0122,0.0012,0.0002,0.0493,0.0223,0.0095,0.4149,0.5851,4,1,2
UPMC Jameson School of Nursing,0.9011,0.044,0.011,0.0,0.0,0.0,0.033,0.0,0.011,0.1429,0.8571,1,2,2
UPMC Jameson School of Nursing,0.9011,0.044,0.011,0.0,0.0,0.0,0.033,0.0,0.011,0.1429,0.8571,1,2,2
Great Lakes Institute of Technology,0.7234,0.1247,0.0862,0.034,0.0045,0.0,0.0249,0.0,0.0023,0.0862,0.9138,2,3,2
Great Lakes Institute of Technology,0.7234,0.1247,0.0862,0.034,0.0045,0.0,0.0249,0.0,0.0023,0.0862,0.9138,2,3,2
Juniata College,0.7608,0.0346,0.0582,0.0236,0.0024,0.0008,0.0291,0.07,0.0205,0.4445,0.5555,4,2,2
Juniata College,0.7608,0.0346,0.0582,0.0236,0.0024,0.0008,0.0291,0.07,0.0205,0.4445,0.5555,4,2,2
Keystone College,0.6703,0.1317,0.0805,0.0076,0.005,0.0008,0.0302,0.0008,0.073,0.4379,0.5621,4,2,2
Keystone College,0.6703,0.1317,0.0805,0.0076,0.005,0.0008,0.0302,0.0008,0.073,0.4379,0.5621,4,2,2
Kutztown University of Pennsylvania,0.7419,0.0787,0.0885,0.0197,0.0015,0.0006,0.0319,0.0083,0.0289,0.4525,0.5475,4,1,2
Kutztown University of Pennsylvania,0.7419,0.0787,0.0885,0.0197,0.0015,0.0006,0.0319,0.0083,0.0289,0.4525,0.5475,4,1,2
La Salle University,0.4992,0.1836,0.1898,0.0518,0.0011,0.0014,0.0313,0.0259,0.016,0.3716,0.6284,4,2,2
La Salle University,0.4992,0.1836,0.1898,0.0518,0.0011,0.0014,0.0313,0.0259,0.016,0.3716,0.6284,4,2,2
Lackawanna College,0.5928,0.1266,0.1201,0.0126,0.0044,0.0022,0.024,0.0104,0.107,0.4547,0.5453,3,2,2
