School,avg_cost_public,avg_cost_private,faculy_salary,ft_faculty_rate,federal_loan_rate,student_count,students_with_any_loan,students_with_pell_grant,married,veteran,grad_students,undergrads_non_degree_seeking,full_program_cost,avg_month_completion,three_yrs_after_not_working_not_enrolled,three_yrs_after_working_not_enrolled,booksupply_cost,test_requirements,ten_yrs_after_entry_earnings,completion_rate
Yeshivas Novominsk,,8246.0,5139.0,1.0,0.0,,,,,,,,,,,,200.0,3.0,47975.5,0.5845
Southern Careers Institute-Corpus Christi,,26393.0,,0.5455,0.717,,,,,,,,16800.0,9.0,,,,,27754.0,0.5845
Rabbinical College of Ohr Shimon Yisroel,,20919.0,1988.0,,0.0,,,,,,,,,,,,300.0,,47975.5,0.5845
Carroll Community College,3880.0,,6116.0,0.3616,0.0708,,,,,,,798.0,,,,,1500.0,,36066.0,0.5845
Galen College of Nursing-Tampa Bay,,26220.0,5720.0,0.6906,0.8582,,,,,,,,43760.0,24.0,,,,,36066.0,0.5845
Galen College of Nursing-San Antonio,,,5376.0,0.5497,0.8248,,,,,,,,32370.0,18.0,,,,,36066.0,0.5845
Sarasota School of Massage Therapy,,22559.0,,,0.9225,,,,,,,,13675.0,8.0,,,,,27754.0,0.5845
Schuyler Steuben Chemung Tioga Allegany BOCES,18718.0,,,,0.7435,,,,,,,,13095.0,11.0,,,,,27754.0,0.5845
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,29431.0,,,,0.8235,,,,,,,,12500.0,10.0,,,,,27754.0,0.5845
Central Susquehanna Intermediate Unit LPN Career,8186.0,,,,0.5424,,,,,,,,20540.0,12.0,,,,3.0,27754.0,0.5845
Myotherapy College of Utah,,21659.0,,,0.6587,,,,,,,,13324.0,8.0,,,,,27754.0,0.5845
City College-Gainesville,,21734.0,4045.0,0.1154,0.8737,,,,,,,,,,,,1231.0,,36066.0,0.5845
Arizona State University-West,8101.0,,9457.0,0.7679,0.4295,,,,,,328.0,61.0,,,,,1171.0,1.0,47975.5,0.5845
Ace Cosmetology and Barber Training Center,,12419.0,,,1.0,,,,,,,,21000.0,13.0,,,,,27754.0,0.5845
Stage One-The Hair School,,10374.0,,,0.5424,,,,,,,,18000.0,12.0,,,,,27754.0,0.5845
Empire Beauty School-Malden,,16695.0,,,0.6,,,,,,,,16350.0,7.0,,,,,27754.0,0.5845
Xenon International Academy-Omaha,,10504.0,,,0.6515,,,,,,,,19587.0,14.0,,,,,27754.0,0.5845
Capri Institute of Hair Design-Brick,,15274.0,,,0.3391,,,,,,,,15365.0,12.0,,,,,27754.0,0.5845
Capri Institute of Hair Design-Kenilworth,,,,,0.4378,,,,,,,,15365.0,12.0,,,,,27754.0,0.5845
Capri Institute of Hair Design-Paramus,,13863.0,,,0.359,,,,,,,,15365.0,12.0,,,,,27754.0,0.5845
Orlo School of Hair Design and Cosmetology,,13124.0,,,0.8072,,,,,,,,15000.0,9.0,,,,,27754.0,0.5845
Eastland-Fairfield Career and Technical Schools,15389.0,,,,0.655,,,,,,,,10775.0,9.0,,,,,27754.0,0.5845
Empire Beauty School-Cincinnati,,15983.0,,,0.5138,,,,,,,,22010.0,11.0,,,,,27754.0,0.5845
Mahoning County Career and Technical Center,14407.0,,,,0.2013,,,,,,,,10998.0,10.0,,,,,27754.0,0.5845
Pickaway Ross Joint Vocational School District,,,,,0.2775,,,,,,,,737.0,1.0,,,,,27754.0,0.5845
Pioneer Career and Technology Center,,,,,0.0,,,,,,,,6148.0,9.0,,,,,27754.0,0.5845
Raphael's School of Beauty Culture Inc-Boardman,,13302.0,,,0.5491,,,,,,,,20380.0,18.0,,,,,27754.0,0.5845
Scioto County Career Technical Center,19339.0,,,,0.6107,,,,,,,,12976.0,12.0,,,,,27754.0,0.5845
Life Pacific University,,20865.0,6382.0,0.2632,0.6906,,,,,,93.0,8.0,,,,,1971.0,1.0,47975.5,0.5845
Lake Erie College of Osteopathic Medicine,,,9780.0,0.4934,1.0,,,,,,4215.0,,,,,,,,27754.0,0.5845
Highlights Beauty Schools,,14236.0,,,0.5585,,,,,,,,19960.0,14.0,,,,,27754.0,0.5845
Empire Beauty School-Green Bay,,13415.0,,,0.7101,,,,,,,,19382.0,11.0,,,,,27754.0,0.5845
Warren County Career Center,,,,,0.3904,,,,,,,,1475.0,4.0,,,,,27754.0,0.5845
Paul Mitchell the School-Wichita,,16105.0,,,0.6667,,,,,,,,19075.0,11.0,,,,,27754.0,0.5845
Pinnacle Institute of Cosmetology,,18851.0,,,0.7429,,,,,,,,19850.0,13.0,,,,,27754.0,0.5845
Southern Careers Institute-Pharr,,26889.0,,0.5517,0.6926,,,,,,,,16800.0,9.0,,,,,27754.0,0.5845
Laurel Technical Institute,,5996.0,3357.0,0.5161,0.7798,,,,,,,,,,,,1113.0,3.0,27754.0,0.5845
Florida National University-Main Campus,,20586.0,4360.0,0.5561,0.6941,,,,,,273.0,679.0,,,,,1500.0,,36066.0,0.5845
Georgia Institute of Cosmetology,,15361.0,,,0.757,,,,,,,,24395.0,15.0,,,,,27754.0,0.5845
Nouvelle Institute,,14622.0,,,0.0,,,,,,,,12675.0,15.0,,,,,27754.0,0.5845
Franklin Technology Center Adult Education,30585.0,,,,0.5821,,,,,,,,14854.0,10.0,,,,,27754.0,0.5845
Professional Technical Institution,,7366.0,,,0.0,,,,,,,,11600.0,11.0,,,,,27754.0,0.5845
Erikson Institute,,,8570.0,1.0,,,,,,,421.0,,,,,,,,,0.5845
South Texas College,1174.0,,6655.0,0.5762,0.0,,,,,,,13756.0,,,,,1200.0,,36066.0,0.5845
Pike County Joint Vocational School District,,,,,0.0,,,,,,,,1750.0,5.0,,,,,27754.0,0.5845
Lorain County Joint Vocational School District,,,,,0.1168,,,,,,,,1094.0,2.0,,,,,27754.0,0.5845
Roger Williams University School of Law,,,14453.0,0.3929,,,,,,,487.0,,,,,,,,,0.5845
California State University-Monterey Bay,12212.0,,9751.0,0.485,0.4021,,,,,,861.0,174.0,,,,,1854.0,1.0,47975.5,0.5845
Ohio Media School-Valley View,,24460.0,,,0.8296,,,,,,,,18100.0,8.0,,,,3.0,27754.0,0.5845
EINE Inc,,27780.0,,,0.3051,,,,,,,,15790.0,12.0,,,,,27754.0,0.5845
Marian Health Careers Center-Los Angeles Campus,,21834.0,,,0.5158,,,,,,,,22750.0,18.0,,,,,27754.0,0.5845
Cleveland Clinic Health System-School of Diagnostic Imaging,,,,,0.525,,,,,,,,,,,,,,27754.0,0.5845
Academy for Nursing and Health Occupations,,25501.0,6630.0,0.6154,0.3658,,,,,,,,43073.0,24.0,,,,,27754.0,0.5845
Shawsheen Valley School of Practical Nursing,24993.0,,,,0.6923,,,,,,,,13797.0,10.0,,,,,27754.0,0.5845
Shear Ego International School of Hair Design,,24402.0,,,0.4032,,,,,,,,14900.0,8.0,,,,,27754.0,0.5845
Remington College-Memphis Campus,,20741.0,2749.0,,0.6478,,,,,,,,,,,,0.0,,27754.0,0.5845
Fayette Institute of Technology,4484.0,,,,0.0,,,,,,,,7686.0,12.0,,,,,27754.0,0.5845
Capella University,,17619.0,7103.0,0.1408,0.6103,,,,,,27356.0,8.0,,,,,432.0,,47975.5,0.5845
College of Menominee Nation,,6469.0,4389.0,0.32,0.0,,,,,,,15.0,,,,,760.0,,36066.0,0.5845
Leech Lake Tribal College,8536.0,,3657.0,1.0,0.0,,,,,,,11.0,,,,,600.0,,36066.0,0.5845
Stone Academy-Waterbury,,16782.0,,,0.571,,,,,,,,34225.0,16.0,,,,,27754.0,0.5845
Yukon Beauty College Inc,,10391.0,,,0.5,,,,,,,,15350.0,11.0,,,,,27754.0,0.5845
United Education Institute-Morrow,,31283.0,,,0.8141,,,,,,,,19900.0,9.0,,,,,27754.0,0.5845
Mitchells Academy,,10115.0,,,0.5,,,,,,,,17150.0,13.0,,,,,27754.0,0.5845
Artistic Academy of Hair Design,,15751.0,,,0.3945,,,,,,,,18230.0,10.0,,,,,27754.0,0.5845
Motoring Technical Training Institute,,19091.0,,,0.6816,,,,,,,,18250.0,8.0,,,,3.0,27754.0,0.5845
Ranken Technical College,,15933.0,5353.0,0.5976,0.6669,,,,,,,7.0,,,,,2500.0,,36066.0,0.5845
Baldwin Beauty School-North Austin,,13025.0,,,0.2658,,,,,,,,15800.0,13.0,,,,,27754.0,0.5845
Jean Madeline Aveda Institute,,16153.0,,,0.5743,,,,,,,,20080.0,10.0,,,,,27754.0,0.5845
Pacific College of Oriental Medicine-New York,,28032.0,5723.0,0.0879,0.4255,,,,,,426.0,48.0,,,,,1682.0,,36066.0,0.5845
Tricoci University of Beauty Culture-Indianapolis,,14723.0,,,0.3424,,,,,,,,21954.0,13.0,,,,,27754.0,0.5845
Trine University-Regional/Non-Traditional Campuses,,,8567.0,0.4516,0.4851,,,,,,468.0,2.0,,,,,900.0,3.0,47975.5,0.5845
Pennsylvania Highlands Community College,7583.0,,4900.0,0.26,0.2111,,,,,,,1741.0,,,,,2000.0,,36066.0,0.5845
Nevada Career Institute,,28349.0,4050.0,,0.6812,,,,,,,,16315.0,11.0,,,,,27754.0,0.5845
Phillips Theological Seminary,,,7351.0,1.0,,,,,,,160.0,,,,,,,,,0.5845
Empire Beauty School-Hanover Park,,16314.0,,,0.4026,,,,,,,,22010.0,11.0,,,,,27754.0,0.5845
Industrial Management Training Institute,,25201.0,,,0.8,,,,,,,,21585.0,19.0,,,,,27754.0,0.5845
Allen School-Jamaica,,24334.0,,,0.891,,,,,,,,17134.0,9.0,,,,,27754.0,0.5845
Premiere Career College,,22143.0,,,0.9375,,,,,,,,32590.0,15.0,,,,,27754.0,0.5845
The University of Texas MD Anderson Cancer Center,,,11443.0,1.0,0.3287,,,,,,25.0,,,,,,,,47975.5,0.5845
Paul Mitchell the School-Huntsville,,14507.0,,,0.6695,,,,,,,,19500.0,11.0,,,,,27754.0,0.5845
Estes Institute of Cosmetology Arts and Science,,8910.0,,,0.3263,,,,,,,,18800.0,12.0,,,,,27754.0,0.5845
Ventura Adult and Continuing Education,12613.0,,,,0.3242,,,,,,,,6965.0,7.0,,,,,27754.0,0.5845
Lewis University,,18664.0,9240.0,0.4261,0.5684,,,,,,2085.0,149.0,,,,,1500.0,1.0,47975.5,0.5845
Stratford School for Aviation Maintenance Technicians,10126.0,,,,0.0,,,,,,,,8400.0,22.0,,,,,27754.0,0.5845
City College-Altamonte Springs,,17435.0,4620.0,0.1613,0.9226,,,,,,,,,,,,1208.0,,36066.0,0.5845
Career Center of Southern Illinois,18235.0,,,,0.6566,,,,,,,,16105.0,12.0,,,,,27754.0,0.5845
Crave Beauty Academy,,15903.0,,,0.5978,,,,,,,,18633.0,11.0,,,,,27754.0,0.5845
Hastings Beauty School,,15378.0,,,0.7576,,,,,,,,18220.0,12.0,,,,,27754.0,0.5845
Kirksville Area Technical Center,6294.0,,,,0.3455,,,,,,,,11750.0,12.0,,,,3.0,27754.0,0.5845
South Central Career Center,11108.0,,,,0.531,,,,,,,,14450.0,12.0,,,,,27754.0,0.5845
Saline County Career Center,13835.0,,,,0.8261,,,,,,,,15029.0,12.0,,,,3.0,27754.0,0.5845
Warrensburg Area Career Center,13511.0,,,,0.6452,,,,,,,,15873.0,11.0,,,,3.0,27754.0,0.5845
Cass Career Center,18309.0,,,,0.72,,,,,,,,14713.0,11.0,,,,3.0,27754.0,0.5845
Applied Technology Services,20077.0,,,,0.7331,,,,,,,,19300.0,13.0,,,,3.0,27754.0,0.5845
Central College of Cosmetology,,4658.0,,,0.0,,,,,,,,10300.0,13.0,,,,,27754.0,0.5845
Southeast Missouri Hospital College of Nursing and Health Sciences,,22395.0,6372.0,0.7576,0.7543,,,,,,,3.0,,,,,1053.0,5.0,36066.0,0.5845
Messenger College,,17349.0,2708.0,,0.8889,,,,,,,,,,,,1000.0,2.0,47975.5,0.5845
Union County Vocational Technical School,11013.0,,,,0.0435,,,,,,,,5940.0,12.0,,,,,27754.0,0.5845
Prism Career Institute-Philadelphia,,27419.0,,,0.4891,,,,,,,,28418.0,15.0,,,,,27754.0,0.5845
Clinton Essex Warren Washington BOCES,13460.0,,,,0.5072,,,,,,,,12509.0,10.0,,,,3.0,27754.0,0.5845
Jefferson Lewis BOCES-Practical Nursing Program,16363.0,,,,0.7353,,,,,,,,,,,,,,27754.0,0.5845
Veeb Nassau County School of Practical Nursing,31528.0,,,,0.8213,,,,,,,,,,,,0.0,3.0,27754.0,0.5845
Cattaraugus Allegany BOCES-Practical Nursing Program,,,,,0.9464,,,,,,,,18800.0,21.0,,,,,27754.0,0.5845
Orange Ulster BOCES-Practical Nursing Program,20098.0,,,,0.8902,,,,,,,,14950.0,10.0,,,,3.0,27754.0,0.5845
Wayne Finger Lakes BOCES-Practical Nursing Program,21874.0,,,,0.8446,,,,,,,,17350.0,11.0,,,,,27754.0,0.5845
Broome Delaware Tioga BOCES-Practical Nursing Program,14337.0,,,,0.8939,,,,,,,,12000.0,10.0,,,,3.0,27754.0,0.5845
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,25759.0,,,,0.7778,,,,,,,,17550.0,9.0,,,,3.0,27754.0,0.5845
Albany BOCES-Adult Practical Nursing Program,20709.0,,,,0.7682,,,,,,,,17235.0,12.0,,,,,27754.0,0.5845
Eastern Suffolk BOCES,15515.0,,,,0.434,,,,,,,,16594.0,11.0,,,,3.0,27754.0,0.5845
Rockland County BOCES-Practical Nursing Program,27962.0,,,,0.8545,,,,,,,,16215.0,10.0,,,,,27754.0,0.5845
New York College of Health Professions,,41668.0,5275.0,0.1364,0.7853,,,,,,78.0,,,,,,2025.0,,36066.0,0.5845
Charles Stuart School of Diamond Setting,,23736.0,,,0.0149,,,,,,,,16000.0,11.0,,,,,27754.0,0.5845
Penta County Joint Vocational School,9375.0,,,,0.0,,,,,,,,6120.0,10.0,,,,,27754.0,0.5845
Career and Technology Education Centers of Licking County,,,,,0.1801,,,,,,,6.0,842.0,1.0,,,,,27754.0,0.5845
Northern Career Institute,13072.0,,,,0.5773,,,,,,,,,,,,1300.0,,27754.0,0.5845
Washington County Career Center-Adult Technical Training,8810.0,,,,0.0,,,,,,,8.0,6261.0,9.0,,,,,27754.0,0.5845
Ohio Media School-Cincinnati,,24474.0,,,0.7007,,,,,,,,17360.0,8.0,,,,3.0,27754.0,0.5845
Vantage Career Center,,,,,0.1124,,,,,,,,825.0,1.0,,,,,27754.0,0.5845
Indian Capital Technology Center-Muskogee,2645.0,,,,0.0,,,,,,,,5813.0,12.0,,,,,27754.0,0.5845
Western Area Career & Technology Center,7940.0,,,,0.8148,,,,,,,,17765.0,13.0,,,,3.0,27754.0,0.5845
Mid-America Technology Center,619.0,,,,0.0,,,,,,,,4000.0,11.0,,,,,27754.0,0.5845
Northeast Technology Center-Pryor,1818.0,,,,0.0,,,,,,,330.0,2675.0,12.0,,,,,27754.0,0.5845
Eastern Oklahoma County Technology Center,5063.0,,,,0.0,,,,,,,479.0,5096.0,6.0,,,,,27754.0,0.5845
Wes Watkins Technology Center,2735.0,,,,0.0,,,,,,,,2638.0,5.0,,,,,27754.0,0.5845
Chester County Intermediate Unit,21829.0,,,,0.7718,,,,,,,,23856.0,12.0,,,,3.0,27754.0,0.5845
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,14024.0,,,,0.8205,,,,,,,,16000.0,12.0,,,,3.0,27754.0,0.5845
Greater Johnstown Career and Technology Center,12216.0,,,,0.5,,,,,,,,18550.0,12.0,,,,,27754.0,0.5845
Mifflin County Academy of Science and Technology,17561.0,,,,0.9,,,,,,,,14749.0,12.0,,,,3.0,27754.0,0.5845
Lenape Technical School Practical Nursing Program,16589.0,,,,0.5873,,,,,,,,17044.0,12.0,,,,,27754.0,0.5845
Venango County Area Vocational Technical School,15255.0,,,,0.8657,,,,,,,,17051.0,12.0,,,,3.0,27754.0,0.5845
Lancaster County Career and Technology Center,10295.0,,6487.0,,0.8383,,,,,,,,15970.0,13.0,,,,,27754.0,0.5845
Lebanon County Area Vocational Technical School,19539.0,,,,0.7536,,,,,,,,14295.0,11.0,,,,,27754.0,0.5845
Indiana County Technology Center,12166.0,,,,0.6111,,,,,,,,20990.0,12.0,,,,,27754.0,0.5845
Northern Tier Career Center,12672.0,,,,0.5,,,,,,,,15874.0,13.0,,,,2.0,27754.0,0.5845
Hazleton Area Career Center,13257.0,,,,0.7333,,,,,,,,19395.0,13.0,,,,,27754.0,0.5845
All-State Career School-Pittsburgh,,14898.0,,,0.4103,,,,,,,,11260.0,6.0,,,,,27754.0,0.5845
Quality Technical and Beauty College,,6697.0,,,0.0,,,,,,,,8535.0,15.0,,,,,27754.0,0.5845
D'Mart Institute,,10712.0,,,0.0,,,,,,,,10725.0,14.0,,,,,27754.0,0.5845
Automeca Technical College-Aguadilla,,3099.0,,,0.1576,,,,,,,,,,,,300.0,,27754.0,0.5845
North Central Institute,,19438.0,3813.0,,0.0444,,,,,,,,18326.0,17.0,,,,,27754.0,0.5845
Pipo Academy of Hair Design,,5466.0,,,0.0,,,,,,,,10525.0,13.0,,,,,27754.0,0.5845
Tint School of Makeup and Cosmetology-Dallas,,11641.0,,,0.6387,,,,,,,,17150.0,12.0,,,,,27754.0,0.5845
United Technical Center,3680.0,,,,0.0,,,,,,,,,,,,3083.0,3.0,27754.0,0.5845
Charles H McCann Technical School,8042.0,,,,0.0,,,,,,,,5425.0,10.0,,,,,27754.0,0.5845
Central California School of Continuing Education,,18692.0,,,0.8558,,,,,,,,,,,,500.0,,27754.0,0.5845
Mercy Hospital School of Practical Nursing-Plantation General Hospital,,6225.0,,,0.0,,,,,,,,9080.0,12.0,,,,3.0,27754.0,0.5845
Marion Technical College,6137.0,,6011.0,1.0,0.1371,,,,,,,970.0,,,,,900.0,,36066.0,0.5845
Rivertown School of Beauty Barber Skin Care and Nails,,13537.0,,,0.7473,,,,,,,,18900.0,12.0,,,,,27754.0,0.5845
Atlanta Institute of Music and Media,,17839.0,4450.0,1.0,0.64,,,,,,,,37990.0,17.0,,,,,27754.0,0.5845
Illinois Media School,,25176.0,,,0.7711,,,,,,,,17715.0,8.0,,,,3.0,27754.0,0.5845
New Dimensions School of Hair Design,,7874.0,,,0.5625,,,,,,,,12401.0,10.0,,,,,27754.0,0.5845
Forbes Road Career and Technology Center,,,,,0.0,,,,,,,,3235.0,9.0,,,,,27754.0,0.5845
Jna Institute of Culinary Arts,,17753.0,3184.0,,0.8611,,,,,,,,,,,,1890.0,,36066.0,0.5845
Putnam Career and Technical Center,-525.0,,,,0.0,,,,,,,,6584.0,12.0,,,,,27754.0,0.5845
Crawford County Career and Technical Center Practical Nursing Program,17954.0,,,,0.907,,,,,,,,18050.0,14.0,,,,,27754.0,0.5845
Texas College of Cosmetology-San Angelo,,10670.0,,,0.0,,,,,,,,11450.0,13.0,,,,,27754.0,0.5845
Automeca Technical College-Bayamon,,3634.0,,,0.2308,,,,,,,,,,,,300.0,,27754.0,0.5845
Automeca Technical College-Caguas,,3253.0,,,0.2296,,,,,,,,,,,,300.0,,27754.0,0.5845
Automeca Technical College-Ponce,,2771.0,,,0.217,,,,,,,,,,,,300.0,,27754.0,0.5845
Centura College-Chesapeake,,21988.0,5065.0,,0.6879,,,,,,,,,,,,3975.0,,36066.0,0.5845
University of Phoenix-Hawaii,,,,0.0364,0.3419,,,,,,9.0,,,,,,1360.0,,47975.5,0.5845
Prism Career Institute-Cherry Hill,,29341.0,,,0.3607,,,,,,,,28858.0,15.0,,,,,27754.0,0.5845
Escuela de Peritos Electricistas de Isabela Inc,,6626.0,,,0.0667,,,,,,,,8938.0,13.0,,,,,27754.0,0.5845
Yeshiva D'monsey Rabbinical College,,4125.0,2917.0,,0.0,,,,,,5.0,,,,,,200.0,3.0,47975.5,0.5845
Lincoln Technical Institute-Mahwah,,21399.0,,,0.7029,,,,,,,,26756.0,13.0,,,,,27754.0,0.5845
Pinnacle Career Institute-South Kansas City,,14692.0,4142.0,1.0,0.4025,,,,,,,,19980.0,10.0,,,,,27754.0,0.5845
Northwest Vista College,5413.0,,6837.0,0.3783,0.0481,,,,,,,4164.0,,,,,1674.0,,36066.0,0.5845
Oconee Fall Line Technical College,6067.0,,4739.0,,0.0,,,,,,,402.0,,,,,763.0,,27754.0,0.5845
York County Community College,8359.0,,6544.0,0.1532,0.1507,,,,,,,605.0,,,,,1400.0,,36066.0,0.5845
Northeast Technology Center-Afton,7187.0,,,,0.0,,,,,,,204.0,2675.0,13.0,,,,,27754.0,0.5845
Western Suffolk BOCES,20645.0,,,,0.3101,,,,,,,,47050.0,25.0,,,,,27754.0,0.5845
Arkansas State University-Mountain Home,10259.0,,5246.0,0.506,0.197,,,,,,,386.0,,,,,1600.0,,27754.0,0.5845
Columbia Gorge Community College,9080.0,,6523.0,0.2561,0.1333,,,,,,,135.0,,,,,1200.0,,36066.0,0.5845
Arizona State University-Polytechnic,10013.0,,9078.0,0.5879,0.41,,,,,,632.0,5.0,,,,,1171.0,1.0,47975.5,0.5845
Bakke Graduate University,,,,,,,,,,,81.0,,,,,,,,,0.5845
Tillamook Bay Community College,5443.0,,6265.0,0.2083,0.0742,,,,,,,272.0,,,,,1146.0,,36066.0,0.5845
Manhattan School of Computer Technology,,9966.0,,,0.0102,,,,,,,,4114.0,8.0,,,,,27754.0,0.5845
Ross College-Hopkinsville,,20183.0,2068.0,,0.5588,,,,,,,,15990.0,8.0,,,,,27754.0,0.5845
Paul Mitchell the School-St. George,,9031.0,,,0.0447,,,,,,,,14378.0,11.0,,,,,27754.0,0.5845
Cadillac Institute of Cosmetology,,276.0,,,0.0,,,,,,,,10674.0,15.0,,,,,27754.0,0.5845
Vanguard-Sentinel Adult Career and Technology Center,21204.0,,,,0.0,,,,,,,,7035.0,13.0,,,,,27754.0,0.5845
House of Heavilin Beauty College-Raymore,,20561.0,,,0.7021,,,,,,,,18925.0,12.0,,,,,27754.0,0.5845
Living Arts College,,25110.0,3653.0,0.5556,0.6872,,,,,,,,,,,,,3.0,27754.0,0.5845
New York Conservatory for Dramatic Arts,,37168.0,4389.0,0.087,0.6965,,,,,,,,,,,,250.0,2.0,36066.0,0.5845
Eastern International College-Jersey City,,20294.0,5528.0,0.6444,0.7065,,,,,,,,,,,,1200.0,,36066.0,0.5845
Academia Serrant Inc,,6081.0,,,0.0,,,,,,,,8603.0,9.0,,,,,27754.0,0.5845
Pacific College of Oriental Medicine-New York,,28032.0,5723.0,0.0879,0.4255,,,,,,426.0,48.0,,,,,1682.0,,36066.0,0.5845
American College of Healthcare and Technology,,17783.0,,,0.7604,,,,,,,,16545.0,9.0,,,,,27754.0,0.5845
Compu-Med Vocational Careers Corp,,11550.0,,,0.0,,,,,,,,7850.0,11.0,,,,,27754.0,0.5845
Advantage Technical College,,8117.0,,,0.0,,,,,,,,8750.0,13.0,,,,,27754.0,0.5845
Mid Cities Barber College,,6909.0,,,0.0,,,,,,,,10900.0,13.0,,,,,27754.0,0.5845
Midwestern University-Glendale,,,10688.0,0.9227,,,,,,,3910.0,,,,,,,,,0.5845
Gwinnett College-Sandy Springs,,14802.0,,,0.8101,,,,,,,,14663.0,9.0,,,,,27754.0,0.5845
Mildred Elley-Pittsfield Campus,,20182.0,,,0.8667,,,,,,,,,,,,2325.0,,27754.0,0.5845
Embry-Riddle Aeronautical University-Worldwide,,20333.0,7290.0,0.3206,0.1353,,,,,,3469.0,133.0,,,,,1160.0,2.0,47975.5,0.5845
Merkaz Bnos-Business School,,15820.0,,,0.0,,,,,,,,29900.0,24.0,,,,3.0,27754.0,0.5845
Lia Schorr Institute of Cosmetic Skin Care Training,,6102.0,,,1.0,,,,,,,,8500.0,5.0,,,,,27754.0,0.5845
CET-Alexandria,,18609.0,,,0.509,,,,,,,,12736.0,8.0,,,,,27754.0,0.5845
Aviation Institute of Maintenance-Norfolk,,24378.0,,,0.7448,,,,,,,,,,,,900.0,,27754.0,0.5845
Centura College-Richmond Main,,26929.0,4783.0,,0.6364,,,,,,,,,,,,3975.0,,27754.0,0.5845
Osceola Technical College,17411.0,,,,0.0,,,,,,,455.0,6624.0,12.0,,,,,27754.0,0.5845
Paul Mitchell the School-Miami,,26797.0,,,0.5178,,,,,,,,18150.0,9.0,,,,,27754.0,0.5845
Green Country Technology Center,7424.0,,,,0.0,,,,,,,208.0,2905.0,10.0,,,,3.0,27754.0,0.5845
Nova College de Puerto Rico,,2534.0,,,0.0,,,,,,,,10078.0,13.0,,,,,27754.0,0.5845
John Wesley International Barber and Beauty College,,8252.0,,,0.0,,,,,,,,12075.0,11.0,,,,,27754.0,0.5845
Southeastern College-West Palm Beach,,28896.0,5400.0,0.4867,0.7719,,,,,,,6.0,,,,,2000.0,,27754.0,0.5845
Ottawa University-Milwaukee,,,5490.0,,0.6601,,,,,,104.0,,,,,,,,47975.5,0.5845
Klamath Community College,6920.0,,6662.0,1.0,0.2782,,,,,,,590.0,,,,,1500.0,,27754.0,0.5845
L3Harris,,106645.0,,,0.1415,,,,,,,,85145.0,16.0,,,,,27754.0,0.5845
American College of Acupuncture and Oriental Med,,,5063.0,0.5,,,,,,,104.0,,,,,,,,,0.5845
AOMA Graduate School of Integrative Medicine,,,6311.0,0.3704,,,,,,,140.0,,,,,,,,,0.5845
Urban College of Boston,,6843.0,4000.0,,0.0,,,,,,,139.0,,,,,900.0,,27754.0,0.5845
Strayer University-Maryland,,20749.0,7842.0,0.0794,0.7092,,,,,,540.0,7.0,,,,,1350.0,,47975.5,0.5845
Empire Beauty School-Monroeville,,16060.0,,,0.5595,,,,,,,,19750.0,9.0,,,,,27754.0,0.5845
Southern Careers Institute-San Antonio,,26339.0,,0.5556,0.6606,,,,,,,,16800.0,9.0,,,,,27754.0,0.5845
Cayce/Reilly School of Massage,,14879.0,,,0.6071,,,,,,,,11400.0,7.0,,,,,27754.0,0.5845
Prism Career Institute-West Atlantic City,,28029.0,,,0.445,,,,,,,,28858.0,15.0,,,,,27754.0,0.5845
Studio Jewelers,,21115.0,,,0.0606,,,,,,,,12325.0,6.0,,,,,27754.0,0.5845
Praxis Institute,,9649.0,,,0.6485,,,,,,,,8550.0,9.0,,,,,27754.0,0.5845
San Juan Bautista School of Medicine,,6553.0,,,0.6522,,,,,,274.0,,,,,,900.0,3.0,47975.5,0.5845
Texas Health and Science University,,,5006.0,0.75,,,,,,,83.0,,,,,,,,,0.5845
Carver Career Center,3154.0,,5220.0,1.0,0.0,,,,,,,,9222.0,18.0,,,,,27754.0,0.5845
Cayuga Onondaga BOCES-Practical Nursing Program,12165.0,,,,0.8205,,,,,,,,,,,,,3.0,27754.0,0.5845
Clearfield County Career and Technology Center,13369.0,,,,0.47,,,,,,,,16813.0,12.0,,,,,27754.0,0.5845
Colegio de Cinematografia Artes y Television,,2341.0,1541.0,0.3034,0.0,,,,,,,,,,,,360.0,,27754.0,0.5845
Delaware County Technical School-Practical Nursing Program,19394.0,,,,0.7822,,,,,,,,19750.0,13.0,,,,3.0,27754.0,0.5845
Mid-Del Technology Center,4169.0,,,,0.0,,,,,,,,4896.0,15.0,,,,,27754.0,0.5845
New York Institute of Massage Inc,,19568.0,,,0.5755,,,,,,,,18220.0,12.0,,,,,27754.0,0.5845
Dutchess BOCES-Practical Nursing Program,26108.0,,,,0.7433,,,,,,,,11415.0,10.0,,,,3.0,27754.0,0.5845
Escuela Tecnica de Electricidad,,6335.0,,,0.0,,,,,,,,,,,,305.0,,27754.0,0.5845
Institute of Technology,,22585.0,5223.0,0.4269,0.4707,,,,,,,,34193.0,13.0,,,,,27754.0,0.5845
Garnet Career Center,2647.0,,,,0.0,,,,,,,,7672.0,11.0,,,,,27754.0,0.5845
Bristol Technical Education Center,4730.0,,,,0.0,,,,,,,,4500.0,10.0,,,,,27754.0,0.5845
Genesee Valley BOCES-Practical Nursing Program,12983.0,,,,0.8958,,,,,,,,14375.0,13.0,,,,,27754.0,0.5845
