School,avg_cost_public,avg_cost_private,faculy_salary,ft_faculty_rate,federal_loan_rate,student_count,students_with_any_loan,students_with_pell_grant,married,veteran,grad_students,undergrads_non_degree_seeking,full_program_cost,avg_month_completion,three_yrs_after_not_working_not_enrolled,three_yrs_after_working_not_enrolled,booksupply_cost,test_requirements,ten_yrs_after_entry_earnings,completion_rate
NorthWest Arkansas Community College,6574.0,,6181.0,0.3212,0.1471,,,,,,,2281.0,,,,,1200.0,,36066.0,0.5845
Brewster Technical College,8276.0,,,,0.0,,,,,,,,2862.0,6.0,,,,,27754.0,0.5845
Hodges University,,21577.0,6364.0,0.223,0.6213,,,,,,143.0,2.0,,,,,1000.0,2.0,47975.5,0.5845
University of St. Augustine for Health Sciences,,,8008.0,0.2413,,,,,,,4353.0,,,,,,,,,0.5845
Capital Area School of Practical Nursing,,,,,0.8723,,,,,,,,14317.0,9.0,,,,,27754.0,0.5845
Hair Professionals Career College,,13495.0,,,0.5472,,,,,,,,20350.0,13.0,,,,,27754.0,0.5845
Empire Beauty School-Bloomfield,,15490.0,,,0.5028,,,,,,,,19070.0,9.0,,,,,27754.0,0.5845
Southwest Technology Center,7670.0,,,,0.0,,,,,,,,3896.0,10.0,,,,,27754.0,0.5845
Hussian College-Daymar College Clarksville,,20650.0,4018.0,0.1961,0.745,,,,,,,,,,,,,,36066.0,0.5845
Nossi College of Art,,21995.0,5833.0,0.0952,0.703,,,,,,,,,,,,700.0,2.0,47975.5,0.5845
Seguin Beauty School-New Braunfels,,17377.0,,,0.2195,,,,,,,,16850.0,13.0,,,,,27754.0,0.5845
Pima Medical Institute-Seattle,,25955.0,6060.0,0.3378,0.2837,,,,,,,,15660.0,9.0,,,,,27754.0,0.5845
Mineral County Vocational Technical Center,2592.0,,,,0.0,,,,,,,,6111.0,11.0,,,,3.0,27754.0,0.5845
Hypnosis Motivation Institute,,37254.0,,,0.7786,,,,,,,,16127.0,13.0,,,,,27754.0,0.5845
Thanh Le College School of Cosmetology,,23418.0,,,0.0,,,,,,,,11975.0,18.0,,,,,27754.0,0.5845
Southeastern Technical College,2556.0,,4738.0,0.5547,0.0,,,,,,,692.0,,,,,2100.0,,27754.0,0.5845
Massachusetts School of Law,,,12730.0,0.3696,,,,,,,283.0,,,,,,,,,0.5845
Alliance Career Center,9163.0,,,,0.8678,,,,,,,,14603.0,12.0,,,,,27754.0,0.5845
Erwin Technical College,10845.0,,,,0.0,,,,,,,,5470.0,14.0,,,,,27754.0,0.5845
Rosel School of Cosmetology,,5238.0,,,0.0,,,,,,,,12900.0,15.0,,,,,27754.0,0.5845
Worsham College of Mortuary Science,,,4583.0,,0.7158,,,,,,,,,,,,1200.0,,36066.0,0.5845
Bryan University,,17472.0,5128.0,0.1446,0.684,,,,,,,,,,,,,,36066.0,0.5845
Oregon College of Oriental Medicine,,,6857.0,0.0909,,,,,,,229.0,,,,,,,,,0.5845
Central Pennsylvania Institute of Science and Technology,10891.0,,5735.0,1.0,0.4639,,,,,,,,16280.0,12.0,,,,3.0,27754.0,0.5845
Northwest Educational Center,,8279.0,,,0.0,,,,,,,,8500.0,8.0,,,,,27754.0,0.5845
Sebring Career Schools-Houston,,12193.0,,,0.006,,,,,,,,10310.0,13.0,,,,,27754.0,0.5845
PCI Health Training Center,,18422.0,,,0.8197,,,,,,,,15105.0,9.0,,,,,27754.0,0.5845
Hamrick School,,,,,0.4373,,,,,,,,5495.0,2.0,,,,,27754.0,0.5845
Fortis College,,17636.0,,,0.6884,,,,,,,,15789.0,9.0,,,,,27754.0,0.5845
Downey Adult School,8593.0,,,,0.0,,,,,,,,5570.0,5.0,,,,,27754.0,0.5845
CRU Institute of Cosmetology and Barbering,,16708.0,,,0.4867,,,,,,,,19800.0,12.0,,,,,27754.0,0.5845
Modern Technology School,,19741.0,,,0.4632,,,,,,,,34483.0,19.0,,,,,27754.0,0.5845
National Career Education,,27150.0,4683.0,0.3226,0.4745,,,,,,,,14955.0,11.0,,,,,27754.0,0.5845
North-West College-Glendale,,24843.0,,,0.7664,,,,,,,,16315.0,10.0,,,,,27754.0,0.5845
Fremont College,,22551.0,5565.0,0.0789,0.8127,,,,,,,,37795.0,15.0,,,,,36066.0,0.5845
Pomona Unified School District Adult and Career Education,6287.0,,,,0.0,,,,,,,24.0,11208.0,14.0,,,,,27754.0,0.5845
Universal College of Beauty Inc-Los Angeles 2,,14082.0,,,0.0,,,,,,,,17045.0,14.0,,,,,27754.0,0.5845
IBMC College,,23127.0,4121.0,0.2639,0.8988,,,,,,,,,,,,0.0,,27754.0,0.5845
Avalon School of Cosmetology-Aurora,,11872.0,,,0.575,,,,,,,,18360.0,11.0,,,,,27754.0,0.5845
Elite Cosmetology Barber & Spa Academy,,16934.0,,,0.3886,,,,,,,,15482.0,14.0,,,,,27754.0,0.5845
Sunstate Academy,,30052.0,,,0.5655,,,,,,,,18350.0,13.0,,,,,27754.0,0.5845
Fortis College-Smyrna,,19205.0,4701.0,0.1639,0.6061,,,,,,,,,,,,1016.0,,27754.0,0.5845
Ross College-Quad Cities,,19590.0,2344.0,,0.7064,,,,,,,,15990.0,8.0,,,,,27754.0,0.5845
Pivot Point Academy,,12332.0,,,0.507,,,,,,,,22399.0,11.0,,,,,27754.0,0.5845
Blalock's Professional Beauty College,,15708.0,,,1.0,,,,,,,,16189.0,13.0,,,,,27754.0,0.5845
Diesel Driving Academy-Baton Rouge,,13590.0,,,0.5028,,,,,,,,10900.0,5.0,,,,,27754.0,0.5845
New England Hair Academy,,18560.0,,,0.0,,,,,,,,14390.0,7.0,,,,,27754.0,0.5845
Rob Roy Academy-Worcester,,22072.0,,,0.4432,,,,,,,,16217.0,9.0,,,,,27754.0,0.5845
Upper Cape Cod Regional Technical School,21230.0,,,,0.7717,,,,,,,,11900.0,10.0,,,,3.0,27754.0,0.5845
All-State Career-Baltimore,,14813.0,,,0.6494,,,,,,,,10945.0,6.0,,,,,27754.0,0.5845
Adler Graduate School,,,5798.0,0.3036,,,,,,,309.0,,,,,,,,,0.5845
Academy of Hair Design-Jackson,,17095.0,,,0.7763,,,,,,,,15350.0,12.0,,,,,27754.0,0.5845
KC's School of Hair Design,,12564.0,,,0.6032,,,,,,,,14500.0,13.0,,,,,27754.0,0.5845
Lincoln Technical Institute-Moorestown,,25844.0,,,0.8641,,,,,,,,29207.0,13.0,,,,,27754.0,0.5845
MCVSD,23091.0,,,,0.1852,,,,,,,,10500.0,11.0,,,,,27754.0,0.5845
Continental School of Beauty Culture-Olean,,25198.0,,,0.7627,,,,,,,,15990.0,8.0,,,,,27754.0,0.5845
National Tractor Trailer School Inc-Buffalo,,18789.0,,,0.5862,,,,,,,,10373.0,5.0,,,,,27754.0,0.5845
Yeshiva Gedolah Imrei Yosef D'spinka,,7217.0,5369.0,,0.0,,,,,,,,,,,,200.0,,47975.5,0.5845
Knox County Career Center,16879.0,,,,0.2958,,,,,,,,17897.0,13.0,,,,,27754.0,0.5845
Madison Adult Career Center,16383.0,,,,0.2139,,,,,,,,7796.0,15.0,,,,,27754.0,0.5845
Remington College-Cleveland Campus,,20027.0,2842.0,,0.6867,,,,,,,,,,,,0.0,,27754.0,0.5845
Toledo Academy of Beauty Culture-East,,8018.0,,,0.3137,,,,,,,,8500.0,5.0,,,,,27754.0,0.5845
U S Grant Joint Vocational School,,,,,0.0,,,,,,,,850.0,1.0,,,,,27754.0,0.5845
Chisholm Trail Technology Center,1546.0,,,,0.0,,,,,,,166.0,2070.0,9.0,,,,,27754.0,0.5845
Gordon Cooper Technology Center,3731.0,,,,0.0,,,,,,,683.0,5982.0,18.0,,,,,27754.0,0.5845
Kiamichi Technology Center-McAlester,7780.0,,,,0.0,,,,,,,,2500.0,9.0,,,,,27754.0,0.5845
YTI Career Institute-Altoona,,,5667.0,,0.9048,,,,,,,,28672.0,21.0,,,,,36066.0,0.5845
Eastern Center for Arts and Technology,21707.0,,,,0.61,,,,,,,,16250.0,11.0,,,,3.0,27754.0,0.5845
Empire Beauty School-Center City Philadelphia,,16376.0,,,0.6149,,,,,,,,19750.0,9.0,,,,,27754.0,0.5845
CEM College-Humacao,,7373.0,2700.0,0.0606,0.2672,,,,,,,,,,,,974.0,,47975.5,0.5845
Colegio Mayor de Tecnologia Inc,,11735.0,,,0.0,,,,,,,,12829.0,17.0,,,,,27754.0,0.5845
Institucion Chaviano de Mayaguez,,5392.0,,,0.0,,,,,,,,6695.0,8.0,,,,,27754.0,0.5845
Liceo de Arte-Dise-O y Comercio,,,,,0.0,,,,,,,,,,,,250.0,,27754.0,0.5845
Universal Technology College of Puerto Rico,,5535.0,1778.0,0.2537,0.0,,,,,,,,21820.0,38.0,,,,,27754.0,0.5845
Academy of Hair Technology,,14888.0,,,0.3254,,,,,,,,14800.0,13.0,,,,,27754.0,0.5845
Mr Wayne's School of Unisex Hair Design,,14874.0,,,0.5106,,,,,,,,17000.0,12.0,,,,,27754.0,0.5845
Queen City College,,6197.0,,,0.3698,,,,,,,,15000.0,13.0,,,,,27754.0,0.5845
College of the Marshall Islands,3152.0,,2224.0,0.6706,0.0,,,,,,,,,,,,600.0,,36066.0,0.5845
Remington College-Fort Worth Campus,,21204.0,2999.0,,0.604,,,,,,,,,,,,0.0,,27754.0,0.5845
Nuvani Institute,,11188.0,,,0.9,,,,,,,,14970.0,13.0,,,,,27754.0,0.5845
Nuvani Institute,,11188.0,,,0.9,,,,,,,,14970.0,13.0,,,,,27754.0,0.5845
Texas College of Cosmetology-Abilene,,10951.0,,,0.0,,,,,,,,11450.0,12.0,,,,,27754.0,0.5845
Centura College-Newport News,,24889.0,4526.0,,0.5873,,,,,,,,,,,,3975.0,,36066.0,0.5845
Centura College-Norfolk,,22427.0,5230.0,,0.7349,,,,,,,,,,,,3975.0,,27754.0,0.5845
Virginia Beach City Public Schools School of Practical Nursing,2150.0,,,,0.0,,,,,,,28.0,5692.0,18.0,,,,,27754.0,0.5845
University of Washington-Bothell Campus,11060.0,,11241.0,0.6391,0.2677,,,,,,563.0,18.0,,,,,900.0,1.0,47975.5,0.5845
University of Washington-Tacoma Campus,10817.0,,10457.0,0.7771,0.3757,,,,,,741.0,23.0,,,,,900.0,1.0,47975.5,0.5845
Huntington School of Beauty Culture,,8078.0,,,0.0,,,,,,,,11801.0,13.0,,,,,27754.0,0.5845
Valley College-Beckley,,17668.0,,,0.7569,,,,,,,,16753.0,10.0,,,,,27754.0,0.5845
Valley College-Martinsburg,,22393.0,4680.0,0.25,0.6782,,,,,,,,16753.0,10.0,,,,,27754.0,0.5845
Bellus Academy-Poway,,26675.0,,,0.4974,,,,,,,,15456.0,8.0,,,,,27754.0,0.5845
Capstone College,,14314.0,,,0.8132,,,,,,,,14700.0,8.0,,,,,27754.0,0.5845
Central Coast College,,20647.0,5654.0,0.2105,0.2908,,,,,,,,16714.0,12.0,,,,,27754.0,0.5845
Pacific College of Oriental Medicine-New York,,28032.0,5723.0,0.0879,0.4255,,,,,,426.0,48.0,,,,,1682.0,,36066.0,0.5845
Artistic Nails and Beauty Academy-Tampa,,9755.0,,,0.4908,,,,,,,,10169.0,5.0,,,,,27754.0,0.5845
National Aviation Academy of Tampa Bay,,26887.0,,,0.7111,,,,,,,,38500.0,14.0,,,,,27754.0,0.5845
Madison Oneida BOCES-Practical Nursing Program,19580.0,,,,0.8611,,,,,,,,13701.0,12.0,,,,3.0,27754.0,0.5845
Center for Advanced Legal Studies,,15625.0,4769.0,,0.5668,,,,,,,,9300.0,8.0,,,,,27754.0,0.5845
Houston Training School-Main Campus,,4524.0,,,0.0,,,,,,,,12850.0,13.0,,,,,27754.0,0.5845
Bay Mills Community College,7833.0,,5127.0,0.2239,0.0,,,,,,,48.0,,,,,700.0,,27754.0,0.5845
Fond du Lac Tribal and Community College,9399.0,,7809.0,0.3077,0.1635,,,,,,,1131.0,,,,,1200.0,,36066.0,0.5845
Northwest Indian College,8578.0,,4824.0,0.3333,0.0,,,,,,,71.0,,,,,1032.0,,36066.0,0.5845
AmeriTech College-Provo,,20067.0,,,0.75,,,,,,,,15609.0,11.0,,,,3.0,27754.0,0.5845
Paul Mitchell the School-Provo,,12264.0,,,0.522,,,,,,,,18000.0,13.0,,,,,27754.0,0.5845
CET-Coachella,,4963.0,,,0.2692,,,,,,,,14249.0,8.0,,,,,27754.0,0.5845
CET-Oxnard,,12315.0,,,0.2673,,,,,,,,14249.0,8.0,,,,,27754.0,0.5845
CET-Santa Maria,,10491.0,,,0.2326,,,,,,,,14249.0,8.0,,,,,27754.0,0.5845
Colorado School of Traditional Chinese Medicine,,,,,,,,,,,95.0,,,,,,,,,0.5845
Michigan College of Beauty-Troy,,15672.0,,,0.6606,,,,,,,,19800.0,13.0,,,,,27754.0,0.5845
Ogle School Hair Skin Nails-Dallas,,17271.0,,,0.5921,,,,,,,,19910.0,12.0,,,,,27754.0,0.5845
Phoenix Seminary,,,5049.0,0.75,,,,,,,266.0,,,,,,,,,0.5845
Cheeks Beauty Academy,,7857.0,,,0.75,,,,,,,,18200.0,13.0,,,,,27754.0,0.5845
Colorado School of Healing Arts,,36961.0,,,0.1842,,,,,,,,,,,,1397.0,,27754.0,0.5845
Mt. Diablo Adult Education-Mt. Diablo USD,15824.0,,,,0.0,,,,,,,,6698.0,11.0,,,,,27754.0,0.5845
Greater Lowell Technical School,20341.0,,,,0.4375,,,,,,,,8650.0,10.0,,,,3.0,27754.0,0.5845
Academy of Hair Design-Pearl,,18334.0,,,0.6575,,,,,,,,15350.0,12.0,,,,,27754.0,0.5845
Genesis Career College-Lebanon,,14529.0,,,0.7324,,,,,,,,18923.0,13.0,,,,,27754.0,0.5845
Southwest Collegiate Institute for the Deaf,947.0,,5456.0,1.0,0.0805,,,,,,,,,,,,1655.0,,27754.0,0.5845
Midwest College of Oriental Medicine-Racine,,,5167.0,,0.6667,,,,,,47.0,,,,,,,,27754.0,0.5845
Hacienda La Puente Adult Education,3294.0,,6914.0,0.6591,0.0,,,,,,,,4650.0,14.0,,,,,27754.0,0.5845
La Belle Beauty Academy,,17321.0,,,0.1169,,,,,,,,16395.0,12.0,,,,,27754.0,0.5845
Hawaii Community College,11430.0,,8226.0,0.5934,0.0623,,,,,,,638.0,,,,,1058.0,,36066.0,0.5845
Robert Fiance Beauty Schools-North Plainfield,,28479.0,,,0.3538,,,,,,,,21025.0,10.0,,,,,27754.0,0.5845
Long Island Beauty School-Hauppauge,,26542.0,,,0.3077,,,,,,,,14200.0,9.0,,,,,27754.0,0.5845
Buckeye Joint Vocational School,5897.0,,,,0.0,,,,,,,,8375.0,9.0,,,,,27754.0,0.5845
Sandusky Career Center,,,,,0.8165,,,,,,,,18072.0,11.0,,,,,27754.0,0.5845
Central Texas Beauty College-Temple,,7886.0,,,0.0,,,,,,,,10300.0,12.0,,,,,27754.0,0.5845
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,13735.0,,,,0.7831,,,,,,,,11196.0,13.0,,,,3.0,27754.0,0.5845
Empire Beauty School-Brooklyn,,16588.0,,,0.5631,,,,,,,,15500.0,7.0,,,,,27754.0,0.5845
Eastern New Mexico University Ruidoso Branch Community College,5441.0,,6158.0,0.2258,0.086,,,,,,,334.0,,,,,950.0,,36066.0,0.5845
United Education Institute-Ontario,,26003.0,,,0.777,,,,,,,,19900.0,9.0,,,,,27754.0,0.5845
United Education Institute-Encino,,25470.0,,,0.7463,,,,,,,,19900.0,9.0,,,,,27754.0,0.5845
Beacon College,,43600.0,5122.0,0.9487,0.1075,,,,,,,,,,,,1000.0,3.0,47975.5,0.5845
Acupuncture and Integrative Medicine College-Berkeley,,,,,,,,,,,93.0,,,,,,,,,0.5845
Estrella Mountain Community College,9200.0,,9090.0,1.0,0.1285,,,,,,,2227.0,,,,,1464.0,,36066.0,0.5845
Heartland Community College,9703.0,,7400.0,0.301,0.1371,,,,,,,1569.0,,,,,900.0,,36066.0,0.5845
University of the Potomac-Washington DC Campus,,28402.0,2292.0,1.0,0.1029,,,,,,53.0,,,,,,1200.0,,47975.5,0.5845
Rabbi Jacob Joseph School,,7733.0,2917.0,,0.0,,,,,,,,,,,,200.0,3.0,47975.5,0.5845
The Salon Professional Academy-Melbourne,,17608.0,,,0.6471,,,,,,,,15983.0,9.0,,,,,27754.0,0.5845
Albert Einstein College of Medicine,,,,,,,,,,,962.0,,,,,,,,,0.5845
Fortis Institute-Scranton,,36781.0,4886.0,,0.769,,,,,,,,,,,,1347.0,,36066.0,0.5845
Milan Institute of Cosmetology,,22685.0,,,0.4123,,,,,,,,18318.0,13.0,,,,,27754.0,0.5845
Everglades University,,30841.0,2783.0,0.2043,0.6455,,,,,,347.0,,,,,,2000.0,2.0,47975.5,0.5845
Seminar L'moros Bais Yaakov,,15158.0,5374.0,0.2045,0.0,,,,,,,,,,,,100.0,3.0,27754.0,0.5845
Herzing University-Orlando,,24150.0,6367.0,0.3958,0.8641,,,,,,3.0,1.0,,,,,,2.0,36066.0,0.5845
Cortiva Institute-Pompano,,22175.0,,,0.8362,,,,,,,,12371.0,8.0,,,,,27754.0,0.5845
College of Biblical Studies-Houston,,5657.0,5288.0,0.4366,0.4813,,,,,,,,,,,,975.0,,47975.5,0.5845
Mid-EastCTC-Adult Education,18791.0,,,,0.7094,,,,,,,,12356.0,10.0,,,,,27754.0,0.5845
Polaris Career Center,6565.0,,,,0.569,,,,,,,,9795.0,5.0,,,,,27754.0,0.5845
Sharps Academy of Hair Styling,,,,,0.4324,,,,,,,,13972.0,13.0,,,,,27754.0,0.5845
The College of Health Care Professions-Northwest,,28401.0,5315.0,0.3385,0.6975,,,,,,,,17000.0,9.0,,,,,27754.0,0.5845
School of Professional Horticulture New York Botanical Garden,,28780.0,,,0.25,,,,,,,,,,,,3000.0,3.0,27754.0,0.5845
Fortis College,,17636.0,,,0.6884,,,,,,,,15789.0,9.0,,,,,27754.0,0.5845
Alhambra Beauty College,,16555.0,,,0.0,,,,,,,,11371.0,13.0,,,,,27754.0,0.5845
UEI College-Gardena,,25541.0,,,0.7575,,,,,,,,19900.0,9.0,,,,,27754.0,0.5845
Asian-American International Beauty College,,,,,0.0,,,,,,,,950.0,4.0,,,,,27754.0,0.5845
Copper Mountain Community College,5578.0,,9300.0,0.2977,0.0549,,,,,,,122.0,,,,,1971.0,,36066.0,0.5845
Diversified Vocational College,,21754.0,,,0.2584,,,,,,,,17000.0,8.0,,,,,27754.0,0.5845
UEI College-Fresno,,29285.0,,,0.7718,,,,,,,,19900.0,9.0,,,,,27754.0,0.5845
Santiago Canyon College,2543.0,,11005.0,0.2601,0.0076,,,,,,,988.0,,,,,1942.0,,27754.0,0.5845
Southern California Institute of Technology,,27143.0,6076.0,0.2973,0.6563,,,,,,,,,,,,1500.0,,27754.0,0.5845
Soka University of America,,13914.0,12391.0,0.6786,0.3879,,,,,,13.0,,,,,,1970.0,1.0,47975.5,0.5845
Clarks Summit University,,16313.0,4293.0,1.0,0.4906,,,,,,235.0,,,,,,1000.0,2.0,47975.5,0.5845
Advance Beauty College,,,,,0.0,,,,,,,,1700.0,3.0,,,,,27754.0,0.5845
Los Angeles Pacific University,,19232.0,7416.0,0.0769,0.7344,,,,,,334.0,56.0,,,,,1200.0,,47975.5,0.5845
World Mission University,,18723.0,3913.0,0.7273,0.0,,,,,,231.0,,,,,,600.0,,47975.5,0.5845
Yo San University of Traditional Chinese Medicine,,,4341.0,,,,,,,,142.0,,,,,,,,,0.5845
Cosmetology Concepts Niles,,3719.0,,,0.0741,,,,,,,,10900.0,12.0,,,,,27754.0,0.5845
Delta College Inc,,20435.0,,,0.7736,,,,,,,,29774.0,15.0,,,,,27754.0,0.5845
Tri-State Cosmetology Institute,,10933.0,,,0.6039,,,,,,,,15900.0,13.0,,,,,27754.0,0.5845
American Institute of Interior Design,,19078.0,,,0.3922,,,,,,,,12475.0,7.0,,,,,27754.0,0.5845
Brookline College-Tempe,,35025.0,4265.0,0.5,0.7766,,,,,,,,28500.0,9.0,,,,,27754.0,0.5845
Inter American University of Puerto Rico-School of Optometry,,,6870.0,1.0,,,,,,,221.0,,,,,,,,,0.5845
Schiller International University,,14632.0,,,0.4898,,,,,,3.0,,,,,,,,47975.5,0.5845
Coconino Community College,13835.0,,7451.0,0.2632,0.0933,,,,,,,971.0,,,,,1280.0,,36066.0,0.5845
Emma's Beauty Academy-Juana Diaz,,1970.0,,,0.0,,,,,,,,9778.0,14.0,,,,,27754.0,0.5845
Brillare Beauty Institute,,18519.0,,,0.6875,,,,,,,,17175.0,15.0,,,,,27754.0,0.5845
Columbia Central University-Yauco,,2623.0,2306.0,0.25,0.0,,,,,,,,,,,,862.0,,36066.0,0.5845
Pima Medical Institute-Denver,,23097.0,5817.0,0.5714,0.2908,,,,,,,,15113.0,9.0,,,,,27754.0,0.5845
ASA College,,26454.0,2348.0,0.3869,0.4647,,,,,,,9.0,,,,,1500.0,,36066.0,0.5845
Ohio State School of Cosmetology-Heath,,14173.0,,,0.6289,,,,,,,,22800.0,16.0,,,,,27754.0,0.5845
