School,avg_cost_public,avg_cost_private,faculy_salary,ft_faculty_rate,federal_loan_rate,student_count,students_with_any_loan,students_with_pell_grant,married,veteran,grad_students,undergrads_non_degree_seeking,full_program_cost,avg_month_completion,three_yrs_after_not_working_not_enrolled,three_yrs_after_working_not_enrolled,booksupply_cost,test_requirements,ten_yrs_after_entry_earnings,completion_rate
Chaffey College,9699.0,,9713.0,0.2216,0.0,,,,,,,3421.0,,,,,1972.0,,36066.0,0.5845
Chapman University,,41350.0,12004.0,0.9945,0.4797,,,,,,2345.0,211.0,,,,,1600.0,1.0,47975.5,0.5845
Charles R Drew University of Medicine and Science,,16171.0,8456.0,0.2727,0.681,,,,,,550.0,15.0,,,,,1972.0,5.0,36066.0,0.5845
Concordia University-Irvine,,26143.0,7371.0,0.9291,0.6051,,,,,,2173.0,15.0,,,,,1900.0,1.0,47975.5,0.5845
San Diego Christian College,,34609.0,6852.0,0.0791,0.7022,,,,,,63.0,19.0,,,,,1970.0,5.0,47975.5,0.5845
Stockton Christian Life College,,,,,,,,,,,,,,,,,,,,0.5845
Church Divinity School of the Pacific,,,7482.0,0.3333,,,,,,,75.0,,,,,,,,,0.5845
Citrus College,2751.0,,8037.0,0.3556,0.012,,,,,,,1652.0,,,,,1971.0,,36066.0,0.5845
Citrus Heights Beauty College,,13064.0,,,0.5036,,,,,,,,17894.0,12.0,,,,,27754.0,0.5845
City College of San Francisco,3267.0,,10361.0,0.4338,0.0059,,,,,,,2621.0,,,,,1971.0,,27754.0,0.5845
Claremont Graduate University,,,14497.0,0.876,,,,,,,1950.0,,,,,,,,,0.5845
Claremont McKenna College,,22161.0,11334.0,0.9111,0.2228,,,,,,3.0,8.0,,,,,1200.0,1.0,47975.5,0.5845
Milan Institute-Visalia,,24179.0,,,0.5951,,,,,,,,19984.0,14.0,,,,,27754.0,0.5845
Clovis Adult Education,16060.0,,,,0.0,,,,,,,,14500.0,15.0,,,,,27754.0,0.5845
Coastline Community College,7389.0,,10914.0,0.183,0.0222,,,,,,,1462.0,,,,,1917.0,,36066.0,0.5845
Cogswell University of Silicon Valley,,29566.0,7458.0,0.3026,0.6655,,,,,,10.0,1.0,,,,,1752.0,2.0,47975.5,0.5845
Coba Academy,,20058.0,,,0.6484,,,,,,,,20700.0,14.0,,,,,27754.0,0.5845
Western University of Health Sciences,,,10964.0,0.8123,,,,,,,3792.0,,,,,,,,,0.5845
Fortis College-Columbia,,20445.0,5781.0,0.1143,0.7026,,,,,,,,,,,,1070.0,,27754.0,0.5845
Columbia College Hollywood,,31339.0,6133.0,0.1622,0.7041,,,,,,,,,,,,1917.0,,47975.5,0.5845
Compton College,11215.0,,8905.0,0.4231,0.0,,,,,,,1521.0,,,,,1971.0,,36066.0,0.5845
Contra Costa College,5213.0,,8941.0,0.3567,0.0171,,,,,,,1452.0,,,,,1972.0,,36066.0,0.5845
Cosumnes River College,3258.0,,8597.0,0.4426,0.0278,,,,,,,1178.0,,,,,1854.0,,36066.0,0.5845
Crafton Hills College,14325.0,,10046.0,0.1602,0.0,,,,,,,940.0,,,,,1971.0,,36066.0,0.5845
Cuesta College,7790.0,,9857.0,0.3484,0.0378,,,,,,,3330.0,,,,,1971.0,,27754.0,0.5845
Cuyamaca College,2461.0,,7081.0,0.3128,0.0068,,,,,,,1224.0,,,,,1750.0,,36066.0,0.5845
Cypress College,3489.0,,11560.0,0.3778,0.0155,,,,,,,1289.0,,,,,1971.0,,27754.0,0.5845
De Anza College,3297.0,,9928.0,0.3598,0.0258,,,,,,,1847.0,,,,,1971.0,,36066.0,0.5845
International School of Beauty Inc,,9649.0,,,0.4798,,,,,,,,19000.0,14.0,,,,,27754.0,0.5845
Dell'Arte International School of Physical Theatre,,,3115.0,,0.4,,,,,,13.0,,,,,,107.0,,27754.0,0.5845
College of the Desert,9654.0,,10341.0,0.2748,0.0,,,,,,,983.0,,,,,1971.0,,36066.0,0.5845
Design Institute of San Diego,,28530.0,5156.0,,0.7143,,,,,,,,,,,,836.0,3.0,47975.5,0.5845
Diablo Valley College,5103.0,,9201.0,0.3623,0.008,,,,,,,2150.0,,,,,1972.0,,36066.0,0.5845
Dominican University of California,,32978.0,9020.0,0.3092,0.6081,,,,,,418.0,16.0,,,,,1971.0,1.0,47975.5,0.5845
Southern California University of Health Sciences,,17273.0,7096.0,0.2781,0.1621,,,,,,640.0,584.0,,,,,2820.0,,27754.0,0.5845
El Camino Community College District,9434.0,,9685.0,0.3577,0.0,,,,,,,3536.0,,,,,1992.0,,36066.0,0.5845
Emperor's College of Traditional Oriental Medicine,,,,,,,,,,,237.0,,,,,,,,,0.5845
Mountain Empire Community College,6062.0,,6102.0,0.3387,0.0,,,,,,,916.0,,,,,1500.0,,27754.0,0.5845
Evergreen Valley College,10701.0,,10824.0,0.3062,0.0054,,,,,,,1715.0,,,,,1854.0,,36066.0,0.5845
Feather River Community College District,8809.0,,8955.0,0.1826,0.0852,,,,,,,807.0,,,,,1971.0,,36066.0,0.5845
Federico Beauty Institute,,17009.0,,,0.5383,,,,,,,,21685.0,13.0,,,,,27754.0,0.5845
Fielding Graduate University,,,6647.0,0.3297,,,,,,,981.0,,,,,,,,,0.5845
Five Branches University,,,4348.0,0.0469,,,,,,,353.0,,,,,,,,,0.5845
Redondo Beach Beauty College,,11537.0,,,0.0268,,,,,,,,12850.0,13.0,,,,,27754.0,0.5845
Foothill College,3859.0,,10207.0,0.304,0.022,,,,,,,1860.0,,,,,1971.0,,36066.0,0.5845
Franciscan School of Theology,,,5680.0,,,,,,,,54.0,,,,,,,,,0.5845
Fredrick and Charles Beauty College,,14866.0,,,0.0,,,,,,,,16600.0,13.0,,,,,27754.0,0.5845
Fresno City College,2622.0,,9499.0,0.388,0.0076,,,,,,,3572.0,,,,,1971.0,,36066.0,0.5845
Fresno Pacific University,,16356.0,7517.0,0.876,0.7054,,,,,,1353.0,75.0,,,,,1971.0,1.0,47975.5,0.5845
Fuller Theological Seminary,,,7473.0,1.0,,,,,,,2265.0,,,,,,,,,0.5845
Hope International University,,20318.0,5466.0,0.2093,0.6635,,,,,,497.0,,,,,,1917.0,1.0,47975.5,0.5845
Gavilan College,4784.0,,9972.0,0.2671,0.0021,,,,,,,854.0,,,,,1971.0,,27754.0,0.5845
Gemological Institute of America-Carlsbad,,27016.0,,,0.1158,,,,,,,,23882.0,7.0,,,,,27754.0,0.5845
Glendale Community College,2416.0,,9500.0,0.3246,0.0198,,,,,,,1280.0,,,,,1972.0,,36066.0,0.5845
Glendale Career College,,35824.0,4167.0,0.0,0.7304,,,,,,,,74990.0,24.0,,,,,27754.0,0.5845
Golden Gate University-San Francisco,,,11339.0,1.0,0.3028,,,,,,1921.0,24.0,,,,,,,47975.5,0.5845
Golden West College,2862.0,,11145.0,0.2936,0.0202,,,,,,,1162.0,,,,,1917.0,,36066.0,0.5845
Graduate Theological Union,,,8524.0,0.5,,,,,,,197.0,,,,,,,,,0.5845
Grossmont College,2897.0,,7751.0,0.3401,0.0159,,,,,,,2029.0,,,,,1750.0,,36066.0,0.5845
Salon Success Academy-Riverside,,13261.0,,,0.6788,,,,,,,,22900.0,12.0,,,,,27754.0,0.5845
Hartnell College,3967.0,,9173.0,0.3808,0.0,,,,,,,1285.0,,,,,1971.0,,36066.0,0.5845
Harvey Mudd College,,32727.0,14397.0,0.8992,0.3858,,,,,,,11.0,,,,,800.0,1.0,47975.5,0.5845
Hilltop Beauty School,,11550.0,,,0.0,,,,,,,,12995.0,13.0,,,,,27754.0,0.5845
Holy Names University,,23034.0,8173.0,0.2727,0.8228,,,,,,297.0,1.0,,,,,1971.0,1.0,47975.5,0.5845
Pacifica Graduate Institute,,,7278.0,0.1701,,,,,,,829.0,,,,,,,,,0.5845
Humboldt State University,14692.0,,9828.0,0.5626,0.5005,,,,,,600.0,21.0,,,,,1820.0,1.0,47975.5,0.5845
Humphreys University-Stockton and Modesto Campuses,,11055.0,5550.0,0.1705,0.5962,,,,,,177.0,,,,,,1971.0,,47975.5,0.5845
Imperial Valley College,1111.0,,9712.0,0.594,0.0,,,,,,,1011.0,,,,,1971.0,,36066.0,0.5845
Institute for Business and Technology,,25817.0,5519.0,0.3548,0.3297,,,,,,,,16900.0,11.0,,,,,27754.0,0.5845
Interior Designers Institute,,29030.0,8367.0,,0.5543,,,,,,,,,,,,1510.0,,36066.0,0.5845
Christine Valmy International School of Esthetics & Cosmetology,,19993.0,,,0.3614,,,,,,,,16500.0,9.0,,,,,27754.0,0.5845
Irvine Valley College,1819.0,,10786.0,0.2711,0.009,,,,,,,1931.0,,,,,1972.0,,36066.0,0.5845
Bellus Academy-El Cajon,,23884.0,,,0.4916,,,,,,,,15456.0,8.0,,,,,27754.0,0.5845
American Jewish University,,,3906.0,1.0,0.4265,,,,,,75.0,,,,,,,,47975.5,0.5845
Reedley College,2648.0,,9323.0,0.3969,0.0088,,,,,,,2493.0,,,,,1971.0,,36066.0,0.5845
Life Pacific University,,20865.0,6382.0,0.2632,0.6906,,,,,,93.0,8.0,,,,,1971.0,1.0,47975.5,0.5845
University of La Verne,,25780.0,9494.0,0.3591,0.6186,,,,,,2868.0,12.0,,,,,1972.0,5.0,47975.5,0.5845
Laguna College of Art and Design,,35355.0,9183.0,0.2489,0.556,,,,,,50.0,,,,,,1971.0,2.0,47975.5,0.5845
Lake Tahoe Community College,7778.0,,8080.0,0.2067,0.0008,,,,,,,297.0,,,,,1971.0,,36066.0,0.5845
Lancaster Beauty School,,11444.0,,,0.655,,,,,,,,18475.0,13.0,,,,,27754.0,0.5845
Laney College,11977.0,,9164.0,0.3458,0.0115,,,,,,,2358.0,,,,,1971.0,,36066.0,0.5845
Lassen Community College,8290.0,,8438.0,0.3621,0.0211,,,,,,,281.0,,,,,1972.0,,36066.0,0.5845
Life Chiropractic College West,,,7294.0,0.4096,,,,,,,600.0,,,,,,,,,0.5845
Lincoln University,7830.0,,5806.0,0.7173,0.6475,,,,,,113.0,590.0,,,,,2000.0,,47975.5,0.5845
Southern California Seminary,,33984.0,4364.0,0.3548,0.36,,,,,,133.0,,,,,,1971.0,,47975.5,0.5845
University of Arizona-Sierra Vista,,,8084.0,0.2838,0.467,,,,,,29.0,1.0,,,,,,,47975.5,0.5845
Loma Linda University,,,8183.0,0.9294,0.6057,,,,,,3270.0,134.0,,,,,,,47975.5,0.5845
Long Beach City College,3066.0,,7128.0,0.318,0.0144,,,,,,,1113.0,,,,,1972.0,,36066.0,0.5845
Southern California University of Health Sciences,,17273.0,7096.0,0.2781,0.1621,,,,,,640.0,584.0,,,,,2820.0,,27754.0,0.5845
Los Angeles Harbor College,9334.0,,9860.0,0.2845,0.0064,,,,,,,1434.0,,,,,1971.0,,36066.0,0.5845
Los Angeles Pierce College,9875.0,,9889.0,0.3498,0.0315,,,,,,,2307.0,,,,,1971.0,,36066.0,0.5845
Los Angeles Southwest College,6548.0,,9759.0,0.2938,0.0226,,,,,,,1516.0,,,,,1971.0,,36066.0,0.5845
Los Angeles Trade Technical College,6907.0,,9974.0,0.356,0.022,,,,,,,2475.0,,,,,1971.0,,27754.0,0.5845
Los Angeles Valley College,9561.0,,9886.0,0.3317,0.0162,,,,,,,2580.0,,,,,1971.0,,36066.0,0.5845
The Master's University and Seminary,,28833.0,8341.0,0.2672,0.4828,,,,,,701.0,171.0,,,,,1972.0,5.0,47975.5,0.5845
Los Angeles City College,6716.0,,10338.0,0.3257,0.0329,,,,,,,2952.0,,,,,1971.0,,27754.0,0.5845
Los Angeles County College of Nursing and Allied Health,,,9798.0,1.0,0.2535,,,,,,,,,,,,,,36066.0,0.5845
Los Angeles Mission College,9875.0,,9904.0,0.2807,0.0112,,,,,,,2051.0,,,,,1971.0,,36066.0,0.5845
Los Medanos College,5162.0,,6832.0,0.3915,0.0111,,,,,,,1218.0,,,,,1972.0,,36066.0,0.5845
Loyola Marymount University,,42861.0,12054.0,0.5546,0.3646,,,,,,3044.0,140.0,,,,,1971.0,1.0,47975.5,0.5845
Lu Ross Academy,,13397.0,,,0.5782,,,,,,,,20520.0,13.0,,,,,27754.0,0.5845
Lyle's College of  Beauty,,13927.0,,,0.3818,,,,,,,,18088.0,14.0,,,,,27754.0,0.5845
Lyle's College of  Beauty,,13927.0,,,0.3818,,,,,,,,18088.0,14.0,,,,,27754.0,0.5845
Lytles Redwood Empire Beauty College Inc,,14746.0,,,0.4953,,,,,,,,22899.0,13.0,,,,,27754.0,0.5845
MTI College,,18131.0,3788.0,0.2368,0.7339,,,,,,,,19526.0,14.0,,,,3.0,27754.0,0.5845
College of Marin,7131.0,,11144.0,0.402,0.0094,,,,,,,953.0,,,,,1917.0,,36066.0,0.5845
Marymount California University,,33303.0,7818.0,0.6739,0.5701,,,,,,45.0,,,,,,1828.0,,47975.5,0.5845
Mendocino College,5948.0,,9074.0,0.1873,0.0226,,,,,,,940.0,,,,,1854.0,,36066.0,0.5845
Menlo College,,25944.0,11615.0,0.2212,0.4826,,,,,,,61.0,,,,,550.0,3.0,47975.5,0.5845
Merced College,10565.0,,8677.0,0.3631,0.0,,,,,,,1285.0,,,,,1971.0,,36066.0,0.5845
Merritt College,10443.0,,9293.0,0.3043,0.0097,,,,,,,1402.0,,,,,1971.0,,27754.0,0.5845
Millsaps College,,23821.0,7904.0,0.7611,0.609,,,,,,41.0,9.0,,,,,1200.0,1.0,47975.5,0.5845
MiraCosta College,1682.0,,12908.0,0.2527,0.0216,,,,,,,765.0,,,,,1972.0,,36066.0,0.5845
Los Angeles Mission College,9875.0,,9904.0,0.2807,0.0112,,,,,,,2051.0,,,,,1971.0,,36066.0,0.5845
Modern Beauty Academy,,10054.0,,,0.3171,,,,,,,,17545.0,13.0,,,,,27754.0,0.5845
Modesto Junior College,9196.0,,9900.0,0.4271,0.0,,,,,,,1055.0,,,,,1971.0,,36066.0,0.5845
Moler Barber College,,16212.0,,,0.6835,,,,,,,,20773.0,11.0,,,,,27754.0,0.5845
Middlebury Institute of International Studies at Monterey,,,10132.0,0.8571,0.6,,,,,,680.0,,,,,,,,47975.5,0.5845
Monterey Peninsula College,9572.0,,8814.0,0.3701,0.0147,,,,,,,1182.0,,,,,1971.0,,36066.0,0.5845
Moorpark College,1473.0,,8692.0,0.3066,0.0127,,,,,,,1480.0,,,,,1971.0,,36066.0,0.5845
Chamberlain University-Texas,,28938.0,7107.0,0.1573,0.7461,,,,,,,,,,,,600.0,2.0,47975.5,0.5845
Mount St. Mary's University,,27954.0,7945.0,1.0,0.6006,,,,,,464.0,67.0,,,,,1300.0,5.0,47975.5,0.5845
Mt San Jacinto Community College District,5466.0,,10337.0,0.1867,0.0,,,,,,,1162.0,,,,,1919.0,,36066.0,0.5845
Musicians Institute,,34558.0,3394.0,0.2995,0.286,,,,,,,99.0,,,,,1746.0,2.0,27754.0,0.5845
Napa Valley College,11661.0,,9362.0,0.3529,0.0089,,,,,,,484.0,,,,,1971.0,,36066.0,0.5845
National Holistic Institute,,27218.0,,,0.5017,,,,,,,,16175.0,9.0,,,,,27754.0,0.5845
National University of Health Sciences,,,5461.0,0.987,0.4478,,,,,,546.0,14.0,,,,,,,47975.5,0.5845
Naval Postgraduate School,,,13940.0,0.8801,,,,,,,2841.0,,,,,,,,,0.5845
Newschool of Architecture and Design,,37409.0,7398.0,0.1126,0.4801,,,,,,103.0,,,,,,3117.0,3.0,47975.5,0.5845
North Adrian's College of Beauty Inc,,17531.0,,,0.5172,,,,,,,,19386.0,14.0,,,,,27754.0,0.5845
North-West College-Pomona,,24544.0,,,0.7102,,,,,,,,16315.0,10.0,,,,,27754.0,0.5845
North-West College-West Covina,,23964.0,3653.0,0.0,0.6106,,,,,,,,16315.0,10.0,,,,,27754.0,0.5845
North-West College-Van Nuys,,24516.0,,,0.655,,,,,,,,16315.0,10.0,,,,,27754.0,0.5845
Notre Dame de Namur University,,24544.0,9199.0,0.2372,0.6372,,,,,,568.0,,,,,,2038.0,1.0,47975.5,0.5845
Occidental College,,29638.0,11317.0,0.7558,0.4482,,,,,,,15.0,,,,,1240.0,1.0,47975.5,0.5845
Ohlone College,8776.0,,11625.0,0.2949,0.006,,,,,,,1204.0,,,,,1972.0,,36066.0,0.5845
Orange Coast College,3178.0,,10996.0,0.3414,0.0191,,,,,,,968.0,,,,,1917.0,,27754.0,0.5845
Otis College of Art and Design,,43147.0,7840.0,0.1464,0.4687,,,,,,58.0,5.0,,,,,840.0,5.0,47975.5,0.5845
Oxnard College,2279.0,,8779.0,0.384,0.0049,,,,,,,657.0,,,,,1971.0,,36066.0,0.5845
Hope International University,,20318.0,5466.0,0.2093,0.6635,,,,,,497.0,,,,,,1917.0,1.0,47975.5,0.5845
Concorde Career College-San Diego,,27634.0,6538.0,0.7241,0.5912,,,,,,,,36824.0,13.0,,,,3.0,27754.0,0.5845
Palo Alto University,,,12325.0,0.3942,0.5588,,,,,,1007.0,,,,,,,,47975.5,0.5845
Pacific Oaks College,,,6264.0,0.0743,0.8726,,,,,,669.0,,,,,,1864.0,3.0,47975.5,0.5845
Pacific School of Religion,,,9018.0,0.6923,,,,,,,98.0,,,,,,,,,0.5845
Pacific States University,,,3500.0,,0.0,,,,,,25.0,,,,,,1687.0,,47975.5,0.5845
Pacific Union College,,21835.0,6351.0,0.9205,0.7817,,,,,,3.0,17.0,,,,,1971.0,1.0,47975.5,0.5845
University of the Pacific,,28929.0,11128.0,0.4868,0.5158,,,,,,2807.0,55.0,,,,,1971.0,1.0,47975.5,0.5845
Palo Verde College,9789.0,,9066.0,0.3333,0.0,,,,,,,508.0,,,,,1971.0,,27754.0,0.5845
Palomar College,3673.0,,10592.0,0.2968,0.007,,,,,,,3215.0,,,,,1970.0,,27754.0,0.5845
Pasadena City College,2920.0,,9258.0,0.4011,0.0067,,,,,,,2286.0,,,,,1971.0,,36066.0,0.5845
Pepperdine University,,36996.0,12603.0,0.5326,0.4047,,,,,,5241.0,2.0,,,,,1250.0,1.0,47975.5,0.5845
Pitzer College,,34071.0,11852.0,0.8672,0.2929,,,,,,,,,,,,1100.0,3.0,47975.5,0.5845
Platt College-San Diego,,26218.0,3929.0,0.5,0.4964,,,,,,,1.0,,,,,1402.0,,36066.0,0.5845
Point Loma Nazarene University,,33044.0,10429.0,1.0,0.5464,,,,,,1364.0,8.0,,,,,1972.0,1.0,47975.5,0.5845
North-West College-Pomona,,24544.0,,,0.7102,,,,,,,,16315.0,10.0,,,,,27754.0,0.5845
Porterville College,3192.0,,10647.0,0.359,0.0,,,,,,,705.0,,,,,1971.0,,36066.0,0.5845
Professional Institute of Beauty,,13014.0,,,0.4762,,,,,,,,15100.0,13.0,,,,,27754.0,0.5845
Santa Ana College,3801.0,,11078.0,0.286,0.0052,,,,,,,2363.0,,,,,1972.0,,27754.0,0.5845
Pardee RAND Graduate School,,,,,,,,,,,108.0,,,,,,,,,0.5845
Shasta School of Cosmetology,,10359.0,,,0.0,,,,,,,,14000.0,14.0,,,,,27754.0,0.5845
University of Redlands,,27958.0,10322.0,0.9578,0.5809,,,,,,1697.0,185.0,,,,,1970.0,1.0,47975.5,0.5845
College of the Redwoods,4773.0,,7435.0,0.2476,0.0553,,,,,,,740.0,,,,,1854.0,,36066.0,0.5845
Salon Success Academy-Upland,,13413.0,,,0.6184,,,,,,,,22900.0,12.0,,,,,27754.0,0.5845
Salon Success Academy-Corona,,13756.0,,,0.6205,,,,,,,,22900.0,12.0,,,,,27754.0,0.5845
Rio Hondo College,5487.0,,10038.0,0.3344,0.0028,,,,,,,1813.0,,,,,1971.0,,36066.0,0.5845
Riverside City College,4620.0,,11520.0,0.346,0.0154,,,,,,,2191.0,,,,,1972.0,,36066.0,0.5845
Dongguk University Los Angeles,,,4589.0,,,,,,,,115.0,,,,,,,,,0.5845
Sacramento City College,4835.0,,8695.0,0.4107,0.0392,,,,,,,1749.0,,,,,1854.0,,36066.0,0.5845
Saddleback College,4246.0,,11147.0,0.2666,0.011,,,,,,,1879.0,,,,,1972.0,,27754.0,0.5845
Samuel Merritt University,,,10914.0,0.4536,0.5528,,,,,,1261.0,60.0,,,,,,,47975.5,0.5845
San Diego City College,5082.0,,8993.0,0.3396,0.0184,,,,,,,2245.0,,,,,1970.0,,36066.0,0.5845
San Diego Mesa College,4978.0,,8904.0,0.33,0.0088,,,,,,,2627.0,,,,,1970.0,,36066.0,0.5845
San Diego Miramar College,4384.0,,8922.0,0.2556,0.0092,,,,,,,2368.0,,,,,1970.0,,36066.0,0.5845
San Diego State University,14788.0,,11074.0,0.528,0.2737,,,,,,4696.0,501.0,,,,,1969.0,1.0,47975.5,0.5845
University of California-San Diego,14232.0,,16447.0,0.8472,0.3197,,,,,,7942.0,5.0,,,,,1128.0,1.0,47975.5,0.5845
San Francisco Art Institute,,41392.0,9689.0,0.1882,0.4764,,,,,,112.0,10.0,,,,,1917.0,3.0,47975.5,0.5845
San Francisco Conservatory of Music,,37649.0,13620.0,1.0,0.448,,,,,,219.0,,,,,,975.0,3.0,47975.5,0.5845
San Francisco State University,15113.0,,10945.0,0.491,0.3145,,,,,,3108.0,798.0,,,,,2002.0,1.0,47975.5,0.5845
University of Redlands Graduate School of Theology,,,13848.0,0.8571,,,,,,,28.0,2.0,,,,,,,,0.5845
University of California-San Francisco,,,15881.0,0.6052,,,,,,,3180.0,,,,,,,,,0.5845
San Joaquin College of Law,,,8791.0,0.2188,,,,,,,171.0,,,,,,,,,0.5845
San Joaquin Delta College,10599.0,,9979.0,0.5262,0.0241,,,,,,,2175.0,,,,,1971.0,,36066.0,0.5845
San Joaquin Valley College-Visalia,,26415.0,5369.0,0.3447,0.6029,,,,,,,221.0,44790.0,20.0,,,,,27754.0,0.5845
William Jessup University,,21207.0,7081.0,0.2636,0.6412,,,,,,482.0,15.0,,,,,1971.0,1.0,47975.5,0.5845
San Jose City College,10330.0,,11066.0,0.3426,0.0064,,,,,,,1296.0,,,,,2771.0,,36066.0,0.5845
San Jose State University,14928.0,,10698.0,0.4301,0.2701,,,,,,8180.0,182.0,,,,,2058.0,1.0,47975.5,0.5845
College of San Mateo,1239.0,,10497.0,0.4599,0.0062,,,,,,,1036.0,,,,,1971.0,,27754.0,0.5845
Santa Barbara Business College-Bakersfield,,15877.0,6384.0,0.1563,0.7709,,,,,,1.0,,,,,,,,27754.0,0.5845
Santa Barbara Business College-Santa Maria,,15404.0,5999.0,,0.7273,,,,,,,,,,,,,,27754.0,0.5845
Santa Barbara City College,7556.0,,8047.0,1.0,0.0668,,,,,,,1474.0,,,,,1680.0,,36066.0,0.5845
Santa Clara University,,38327.0,12949.0,0.6375,0.2701,,,,,,2975.0,18.0,,,,,1971.0,1.0,47975.5,0.5845
Santa Monica College,3286.0,,11163.0,0.2635,0.0155,,,,,,,2005.0,,,,,1746.0,,27754.0,0.5845
Santa Rosa Junior College,5782.0,,9906.0,0.2575,0.011,,,,,,,2632.0,,,,,1972.0,,27754.0,0.5845
Saybrook University,,,6384.0,0.1271,,,,,,,688.0,,,,,,,,,0.5845
Scripps College,,32709.0,11682.0,0.75,0.2913,,,,,,20.0,6.0,,,,,800.0,1.0,47975.5,0.5845
College of the Sequoias,1116.0,,9532.0,0.4617,0.0121,,,,,,,1903.0,,,,,1917.0,,36066.0,0.5845
Shasta Bible College and Graduate School,,17545.0,3292.0,,0.3158,,,,,,12.0,,,,,,900.0,2.0,47975.5,0.5845
Shasta Bible College and Graduate School,,17545.0,3292.0,,0.3158,,,,,,12.0,,,,,,900.0,2.0,47975.5,0.5845
Sierra College,3422.0,,7183.0,0.2562,0.0306,,,,,,,2162.0,,,,,2224.0,,36066.0,0.5845
Sierra College of Beauty,,10902.0,,,0.0,,,,,,,,10400.0,12.0,,,,,27754.0,0.5845
Trinity Law School,,,8120.0,0.2105,,,,,,,326.0,,,,,,,,,0.5845
Simpson University,,22703.0,5763.0,1.0,0.6347,,,,,,152.0,1.0,,,,,1760.0,1.0,47975.5,0.5845
College of the Siskiyous,8061.0,,8122.0,0.2727,0.1085,,,,,,,358.0,,,,,1971.0,,36066.0,0.5845
Charles A Jones Career and Education Center,10814.0,,,,0.1556,,,,,,,,8205.0,9.0,,,,,27754.0,0.5845
Skyline College,1143.0,,10793.0,0.4212,0.006,,,,,,,1303.0,,,,,1971.0,,36066.0,0.5845
San Bernardino Valley College,7391.0,,9887.0,0.1852,0.0,,,,,,,1985.0,,,,,2080.0,,36066.0,0.5845
Saint Mary's College of California,,34392.0,10595.0,0.2379,0.6801,,,,,,1046.0,14.0,,,,,1971.0,1.0,47975.5,0.5845
Solano Community College,4790.0,,9192.0,0.3549,0.0109,,,,,,,1365.0,,,,,1970.0,,36066.0,0.5845
Sonoma State University,17478.0,,10481.0,0.4946,0.3666,,,,,,744.0,24.0,,,,,1970.0,1.0,47975.5,0.5845
South Baylo University,,,3386.0,0.3288,,,,,,,338.0,,,,,,,,,0.5845
South Coast College,,22048.0,4269.0,,0.8552,,,,,,,,,,,,1917.0,,27754.0,0.5845
Vanguard University of Southern California,,20051.0,7725.0,1.0,0.8711,,,,,,255.0,6.0,,,,,1900.0,1.0,47975.5,0.5845
Concorde Career College-Garden Grove,,24088.0,6639.0,0.5507,0.7271,,,,,,,,33233.0,13.0,,,,3.0,27754.0,0.5845
Southwestern College,4694.0,,9979.0,0.2446,0.0107,,,,,,,1392.0,,,,,1971.0,,36066.0,0.5845
St John's Seminary,,,4850.0,0.7333,,,,,,,104.0,,,,,,,,,0.5845
Starr King School for the Ministry,,,5950.0,0.375,,,,,,,88.0,,,,,,,,,0.5845
Marshall B Ketchum University,,,10466.0,0.6577,,,,,,,739.0,,,,,,,,,0.5845
Southern California Institute of Architecture,,54079.0,12096.0,0.5616,0.4431,,,,,,257.0,3.0,,,,,4200.0,,47975.5,0.5845
Vanguard University of Southern California,,20051.0,7725.0,1.0,0.8711,,,,,,255.0,6.0,,,,,1900.0,1.0,47975.5,0.5845
Southwestern Law School,,,14854.0,1.0,,,,,,,819.0,,,,,,,,,0.5845
Taft College,6405.0,,10540.0,0.4,0.0,,,,,,,592.0,,,,,1971.0,,36066.0,0.5845
Claremont School of Theology,,,7292.0,0.6296,,,,,,,331.0,,,,,,,,,0.5845
Thomas Aquinas College,,25526.0,9461.0,0.9825,0.7076,,,,,,,,,,,,0.0,1.0,47975.5,0.5845
Epic Bible College,,7439.0,2094.0,0.3438,0.906,,,,,,27.0,9.0,,,,,750.0,,47975.5,0.5845
United Education Institute-Huntington Park Campus,,26164.0,,,0.7894,,,,,,,,19900.0,9.0,,,,,27754.0,0.5845
Concorde Career College-San Bernardino,,21695.0,6367.0,0.7742,0.6953,,,,,,,,16711.0,8.0,,,,3.0,27754.0,0.5845
Concorde Career College-North Hollywood,,26704.0,6683.0,0.6885,0.654,,,,,,,,34260.0,13.0,,,,3.0,27754.0,0.5845
The Santa Barbara and Ventura Colleges of Law at Ventura,,,,,,,,,,,187.0,,,,,,,,,0.5845
The Santa Barbara and Ventura Colleges of Law at Ventura,,,,,,,,,,,187.0,,,,,,,,,0.5845
Victor Valley College,8504.0,,6365.0,0.1962,0.0,,,,,,,2857.0,,,,,1917.0,,36066.0,0.5845
Berkeley College-New York,,15783.0,7475.0,1.0,0.6759,,,,,,,144.0,,,,,0.0,,47975.5,0.5845
Walden University,,,7075.0,0.0732,0.5648,,,,,,41404.0,68.0,,,,,900.0,,47975.5,0.5845
Waynes College of Beauty,,13692.0,,,0.2656,,,,,,,,19565.0,13.0,,,,,27754.0,0.5845
West Hills College-Coalinga,7022.0,,10307.0,0.3529,0.0234,,,,,,,1585.0,,,,,1970.0,,36066.0,0.5845
West Los Angeles College,7084.0,,10013.0,0.2714,0.0149,,,,,,,2014.0,,,,,1971.0,,36066.0,0.5845
West Valley College,3791.0,,10899.0,0.4563,0.0066,,,,,,,1033.0,,,,,1854.0,,36066.0,0.5845
