School,avg_cost_public,avg_cost_private,faculy_salary,ft_faculty_rate,federal_loan_rate,student_count,students_with_any_loan,students_with_pell_grant,married,veteran,grad_students,undergrads_non_degree_seeking,full_program_cost,avg_month_completion,three_yrs_after_not_working_not_enrolled,three_yrs_after_working_not_enrolled,booksupply_cost,test_requirements,ten_yrs_after_entry_earnings,completion_rate
Institute of Production and Recording,,23514.0,4194.0,,0.712,,,,,,,13.0,,,,,279.0,,36066.0,0.5845
Paul Mitchell the School-Birmingham,,16477.0,,,0.6701,,,,,,,,19500.0,12.0,,,,,27754.0,0.5845
Taft University System,,,,0.1719,0.0,,,,,,633.0,,,,,,,,47975.5,0.5845
Mayfield College,,25272.0,4193.0,0.6863,0.917,,,,,,,,14750.0,10.0,,,,,27754.0,0.5845
Academy of Esthetics and Cosmetology,,10495.0,,,0.4595,,,,,,,,17220.0,13.0,,,,,27754.0,0.5845
Borner's Barber College,,22065.0,,,0.0,,,,,,,,14050.0,13.0,,,,,27754.0,0.5845
Paul Mitchell the School-Pasadena,,17285.0,,,0.538,,,,,,,,23163.0,12.0,,,,,27754.0,0.5845
Laurus College,,11878.0,4510.0,0.7234,0.629,,,,,,,,33100.0,26.0,,,,,36066.0,0.5845
Healing Hands School of Holistic Health,,38164.0,,,0.2975,,,,,,,,14700.0,17.0,,,,,27754.0,0.5845
Career Development Institute Inc,,21749.0,,,0.7034,,,,,,,,31785.0,13.0,,,,,27754.0,0.5845
Auguste Escoffier School of Culinary Arts-Boulder,,10136.0,4465.0,0.91,0.7389,,,,,,,,17745.0,15.0,,,,,27754.0,0.5845
Aspen University,,,5040.0,1.0,0.0077,,,,,,2356.0,4.0,,,,,1300.0,,47975.5,0.5845
Institute of Taoist Education and Acupuncture,,,4583.0,,,,,,,,28.0,,,,,,,,,0.5845
Regis University,,25483.0,7261.0,0.443,0.4201,,,,,,3408.0,108.0,,,,,1800.0,1.0,47975.5,0.5845
Cozmo Beauty School,,13829.0,,,0.7313,,,,,,,,17400.0,10.0,,,,,27754.0,0.5845
Celebrity Stylist Beauty School,,14950.0,,,0.5532,,,,,,,,16900.0,13.0,,,,,27754.0,0.5845
Paul Mitchell the School-Atlanta,,16338.0,,,0.7093,,,,,,,,19935.0,11.0,,,,,27754.0,0.5845
Evans Hairstyling College-Rexburg,,9695.0,,,0.2174,,,,,,,,13800.0,14.0,,,,,27754.0,0.5845
Paul Mitchell the School-Rexburg,,11186.0,,,0.5417,,,,,,,,17320.0,16.0,,,,,27754.0,0.5845
Tricoci University of Beauty Culture-Chicago NW,,18262.0,,,0.6283,,,,,,,,23602.0,13.0,,,,,27754.0,0.5845
Tricoci University of Beauty Culture-Glendale Heights,,14924.0,,,0.6014,,,,,,,,23602.0,13.0,,,,,27754.0,0.5845
Tricoci University of Beauty Culture-Peoria,,16316.0,,,0.6478,,,,,,,,22072.0,13.0,,,,,27754.0,0.5845
Tricoci University of Beauty Culture-Rockford,,14932.0,,,0.3539,,,,,,,,22027.0,13.0,,,,,27754.0,0.5845
French Academy of Cosmetology,,19886.0,,,0.3765,,,,,,,,14020.0,12.0,,,,,27754.0,0.5845
Center for the Healing Arts,,16254.0,,,0.4483,,,,,,,,13150.0,8.0,,,,,27754.0,0.5845
Paul Mitchell the School-Springfield,,13679.0,,,0.6804,,,,,,,,16875.0,11.0,,,,,27754.0,0.5845
Urshan Graduate School of Theology,,,7204.0,,,,,,,,85.0,,,,,,,,,0.5845
College of Western Idaho,6711.0,,5871.0,0.3871,0.3019,,,,,,,3889.0,,,,,1536.0,,36066.0,0.5845
Aveda Institute-Chapel Hill,,18031.0,,,0.4954,,,,,,,,25789.0,14.0,,,,,27754.0,0.5845
Daoist Traditions College of Chinese Medical Arts,,,3500.0,,,,,,,,108.0,,,,,,,,,0.5845
Total Image Beauty Academy,,13775.0,,,0.7247,,,,,,,,14000.0,11.0,,,,,27754.0,0.5845
Rowan University,25454.0,,8769.0,0.4874,0.5591,,,,,,3607.0,260.0,,,,,1850.0,1.0,47975.5,0.5845
Casal Institute of Nevada,,17360.0,,,0.4245,,,,,,,,23900.0,14.0,,,,3.0,27754.0,0.5845
Greene County Vocational School District,11254.0,,,,0.5294,,,,,,,,5796.0,6.0,,,,,27754.0,0.5845
Yeshiva of Machzikai Hadas,,15914.0,3215.0,,0.0,,,,,,,,,,,,200.0,3.0,47975.5,0.5845
Aveda Institute-Columbus,,19045.0,,,0.5971,,,,,,,,25789.0,14.0,,,,,27754.0,0.5845
Paul Mitchell the School-Cincinnati,,16660.0,,,0.6176,,,,,,,,18440.0,11.0,,,,,27754.0,0.5845
Hands on Therapy,,17326.0,,,0.8421,,,,,,,,11895.0,8.0,,,,,27754.0,0.5845
MediaTech Institute-Dallas,,18017.0,5088.0,0.2857,0.6254,,,,,,,,35200.0,15.0,,,,,36066.0,0.5845
Skin Science Institute,,17047.0,,,0.2883,,,,,,,,17000.0,9.0,,,,,27754.0,0.5845
Pacific Northwest University of Health Sciences,,,,1.0,,,,,,,576.0,,,,,,,,,0.5845
The Chicago School of Professional Psychology at Anaheim,,,7338.0,0.8095,,,,,,,454.0,,,,,,,,,0.5845
Fortis College-Dothan,,24693.0,,,0.5754,,,,,,,,15812.0,9.0,,,,,27754.0,0.5845
Fortis Institute-Pensacola,,19981.0,4570.0,0.2667,0.6487,,,,,,,,,,,,916.0,,27754.0,0.5845
Fortis College-Montgomery,,19985.0,,,0.7355,,,,,,,,14829.0,9.0,,,,,27754.0,0.5845
Woodland Community College,4001.0,,8115.0,0.2712,0.0,,,,,,,788.0,,,,,1917.0,,36066.0,0.5845
The Chicago School of Professional Psychology at Los Angeles,,,6969.0,0.8286,0.7482,,,,,,2819.0,,,,,,2097.0,5.0,47975.5,0.5845
Cardiac and Vascular Institute of Ultrasound,,,,,0.8182,,,,,,,,,,,,,,27754.0,0.5845
Studio Academy of Beauty,,16099.0,,,0.8997,,,,,,,,18905.0,12.0,,,,,27754.0,0.5845
California Nurses Educational Institute,,16472.0,,,0.4253,,,,,,,,29950.0,15.0,,,,,27754.0,0.5845
Paul Mitchell the School-Sacramento,,20166.0,,,0.6307,,,,,,,,22300.0,12.0,,,,,27754.0,0.5845
Providence Christian College,,23624.0,7294.0,0.2692,0.7719,,,,,,,,,,,,1000.0,5.0,47975.5,0.5845
Oxford Academy of Hair Design Inc,,11145.0,,,0.6014,,,,,,,,20950.0,12.0,,,,,27754.0,0.5845
Institute of World Politics,,,10963.0,1.0,,,,,,,143.0,,,,,,,,,0.5845
Pontifical John Paul II Institute for Studies on Marriage and Family,,,8820.0,,,,,,,,62.0,,,,,,,,,0.5845
Medical Institute of Palm Beach,,19701.0,,,0.6528,,,,,,,,13845.0,9.0,,,,,27754.0,0.5845
Oliver Finley Academy of Cosmetology,,17949.0,,,0.5995,,,,,,,,20895.0,14.0,,,,,27754.0,0.5845
National Career College,,16752.0,5632.0,0.2857,0.6992,,,,,,,,14425.0,8.0,,,,,27754.0,0.5845
Aveda Institute-Chicago,,25660.0,,,0.4721,,,,,,,,23900.0,11.0,,,,,27754.0,0.5845
Tricoci University of Beauty Culture-Libertyville,,17023.0,,,0.6087,,,,,,,,23602.0,13.0,,,,,27754.0,0.5845
Tricoci University of Beauty Culture-Bridgeview,,15413.0,,,0.5907,,,,,,,,23602.0,13.0,,,,,27754.0,0.5845
The Temple-A Paul Mitchell Partner School,,22207.0,,,0.5518,,,,,,,,20000.0,12.0,,,,,27754.0,0.5845
Center for Massage,,13857.0,,,0.7143,,,,,,,,7995.0,7.0,,,,,27754.0,0.5845
Academy of Hair Design-Oklahoma City,,13654.0,,,0.5538,,,,,,,,19300.0,12.0,,,,,27754.0,0.5845
South Texas Training Center,,9646.0,,,0.7059,,,,,,,,,,,,500.0,,27754.0,0.5845
Fortis College-Columbia,,20445.0,5781.0,0.1143,0.7026,,,,,,,,,,,,1070.0,,27754.0,0.5845
Vermont College of Fine Arts,,,,0.0,,,,,,,348.0,,,,,,,,,0.5845
Advanced Welding Institute,,21339.0,,,0.4079,,,,,,,,23000.0,6.0,,,,,27754.0,0.5845
Paul Mitchell the School-Memphis,,17904.0,,,0.6463,,,,,,,,19510.0,12.0,,,,,27754.0,0.5845
Pima Medical Institute-East Valley,,20962.0,4603.0,0.3438,0.3831,,,,,,,,14463.0,8.0,,,,,27754.0,0.5845
Paul Mitchell the School-Cleveland,,12635.0,,,0.5752,,,,,,,,20215.0,11.0,,,,,27754.0,0.5845
Paul Mitchell the School-Columbus,,14101.0,,,0.6524,,,,,,,,20215.0,11.0,,,,,27754.0,0.5845
Empire Beauty School-Spring Lake Park,,14211.0,,,0.5503,,,,,,,,21738.0,11.0,,,,,27754.0,0.5845
MediaTech Institute-Houston,,18137.0,,,0.6519,,,,,,,,35200.0,15.0,,,,,36066.0,0.5845
Platt College-Miller-Motte-Raleigh,,22021.0,4406.0,0.15,0.5173,,,,,,,,25240.0,15.0,,,,,27754.0,0.5845
Lamson Institute,,24636.0,,,0.4892,,,,,,,,15320.0,9.0,,,,,27754.0,0.5845
College of Hair Design-East Campus,,16300.0,,,0.7655,,,,,,,,20960.0,13.0,,,,,27754.0,0.5845
Fortis College-Salt Lake City,,23061.0,6015.0,,0.8029,,,,,,,,,,,,1110.0,,36066.0,0.5845
Polytechnic University of Puerto Rico-Miami,,25030.0,3594.0,,0.726,,,,,,84.0,,,,,,2110.0,,47975.5,0.5845
Polytechnic University of Puerto Rico-Orlando,,15843.0,3702.0,0.3523,0.6909,,,,,,29.0,,,,,,2364.0,,47975.5,0.5845
Ross Medical Education Center-Fort Wayne,,19366.0,2684.0,,0.6682,,,,,,,,15990.0,8.0,,,,,27754.0,0.5845
Ross Medical Education Center-Battle Creek,,18768.0,,,0.3526,,,,,,,,15990.0,8.0,,,,,27754.0,0.5845
Geisinger Commonwealth School of Medicine,,,,,,,,,,,564.0,,,,,,,,,0.5845
Northeast Technology Center-Claremore,9862.0,,,,0.0,,,,,,,204.0,5800.0,13.0,,,,,27754.0,0.5845
Platt College-McCann-Allentown,,20255.0,3611.0,0.1071,0.6019,,,,,,,,32240.0,20.0,,,,,27754.0,0.5845
Salon Success Academy-Fontana,,11105.0,,,0.5926,,,,,,,,22900.0,12.0,,,,,27754.0,0.5845
Salon Success Academy-Redlands,,13755.0,,,0.7211,,,,,,,,22900.0,12.0,,,,,27754.0,0.5845
Strayer University-West Virginia,,,,,0.7756,,,,,,18.0,1.0,,,,,1350.0,,47975.5,0.5845
Vanguard College of Cosmetology-Baton Rouge,,16882.0,,,0.6432,,,,,,,,19429.0,11.0,,,,,27754.0,0.5845
South Texas Vocational Technical Institute-Brownsville,,26306.0,,,0.6725,,,,,,,,19510.0,10.0,,,,,27754.0,0.5845
Platt College-STVT-Corpus Christi,,29117.0,,,0.7071,,,,,,,,19735.0,10.0,,,,,27754.0,0.5845
University of Minnesota-Rochester,16375.0,,6903.0,1.0,0.5929,,,,,,,18.0,,,,,1000.0,1.0,47975.5,0.5845
Health And Style Institute,,17602.0,,,0.2777,,,,,,,,21995.0,11.0,,,,,27754.0,0.5845
College of Business and Technology-Cutler Bay,,16973.0,3750.0,,0.942,,,,,,,,,,,,1800.0,,27754.0,0.5845
Capri Beauty College,,11337.0,,,0.6301,,,,,,,,20540.0,13.0,,,,,27754.0,0.5845
Milan Institute-Bakersfield,,22943.0,,,0.3739,,,,,,,,19987.0,13.0,,,,,27754.0,0.5845
Homestead Schools,,15784.0,,,0.6097,,,,,,,,31950.0,13.0,,,,,27754.0,0.5845
Carrington College-Las Vegas,,22984.0,5473.0,0.5,0.5268,,,,,,,,44980.0,24.0,,,,,27754.0,0.5845
Carrington College-Reno,,35062.0,7244.0,0.325,0.5878,,,,,,,,51723.0,24.0,,,,,36066.0,0.5845
Chamberlain University-Florida,,25774.0,6890.0,0.2295,0.8266,,,,,,,,,,,,600.0,2.0,47975.5,0.5845
Washington Barber College Inc,,18396.0,,,0.5882,,,,,,,,18500.0,11.0,,,,,27754.0,0.5845
InterCoast Colleges-Rancho Cordova,,21466.0,,,0.9472,,,,,,,,20400.0,13.0,,,,,27754.0,0.5845
Horizon University,,,,,0.0725,,,,,,,5.0,,,,,1200.0,,47975.5,0.5845
San Diego Culinary Institute,,25900.0,,,0.3673,,,,,,,,23537.0,9.0,,,,3.0,27754.0,0.5845
Beyond 21st Century Beauty Academy,,13097.0,,,0.2479,,,,,,,,15015.0,12.0,,,,,27754.0,0.5845
Academy for Jewish Religion-California,,,,,,,,,,,60.0,,,,,,,,,0.5845
Los Angeles College of Music,,36547.0,4722.0,0.0818,0.443,,,,,,,,,,,,900.0,3.0,47975.5,0.5845
Aveda Institute-Los Angeles,,18462.0,,,0.5212,,,,,,,,16320.0,5.0,,,,,27754.0,0.5845
Paul Mitchell the School-Temecula,,19049.0,,,0.6248,,,,,,,,24769.0,12.0,,,,,27754.0,0.5845
TIGI Hairdressing Academy Guilford,,13075.0,,,0.76,,,,,,,,21250.0,11.0,,,,,27754.0,0.5845
International Institute of Cosmetology,,15526.0,,,0.5526,,,,,,,,22065.0,13.0,,,,,27754.0,0.5845
Florida School of Traditional Midwifery,,,,,0.8302,,,,,,,,,,,,,,27754.0,0.5845
Emerald Coast Technical College,11053.0,,,,0.0,,,,,,,,7330.0,11.0,,,,,27754.0,0.5845
Immokalee Technical College,2451.0,,,,0.0,,,,,,,225.0,6781.0,13.0,,,,,27754.0,0.5845
American Academy of Cosmetology,,21663.0,,,0.6519,,,,,,,,18000.0,10.0,,,,,27754.0,0.5845
University of Fort Lauderdale,,9517.0,3750.0,,0.7667,,,,,,11.0,1.0,,,,,2500.0,,36066.0,0.5845
Aviation Institute of Maintenance-Orlando,,20548.0,,,0.9254,,,,,,,,,,,,900.0,,27754.0,0.5845
Summit Salon Academy-Portland,,15382.0,,,0.7586,,,,,,,,21080.0,14.0,,,,,27754.0,0.5845
Summit Salon Academy-Gainesville,,15520.0,,,0.6992,,,,,,,,15209.0,10.0,,,,,27754.0,0.5845
Tenaj Salon Institute,,13254.0,,,0.8135,,,,,,,,18292.0,9.0,,,,,27754.0,0.5845
Profile Institute of Barber-Styling,,12421.0,,,0.3333,,,,,,,,17250.0,16.0,,,,,27754.0,0.5845
Keune Academy by 124,,22068.0,,,0.6111,,,,,,,,21338.0,11.0,,,,,27754.0,0.5845
Pacific Rim Christian University,,14616.0,,,0.1008,,,,,,29.0,,,,,,850.0,3.0,47975.5,0.5845
Paul Mitchell the School-Twin Falls,,11395.0,,,0.5135,,,,,,,,18762.0,12.0,,,,,27754.0,0.5845
Ambria College of Nursing,,18279.0,6571.0,0.3182,0.5417,,,,,,,,36820.0,23.0,,,,,36066.0,0.5845
Midwestern Career College,,10760.0,4848.0,0.1765,0.5769,,,,,,,,11420.0,10.0,,,,,27754.0,0.5845
Paul Mitchell the School-Normal,,14518.0,,,0.6306,,,,,,,,20259.0,12.0,,,,,27754.0,0.5845
Innovations Design Academy,,10166.0,,,0.4706,,,,,,,,17675.0,13.0,,,,,27754.0,0.5845
Aveda Fredric's Institute-Indianapolis,,21871.0,,,0.5964,,,,,,,,22050.0,13.0,,,,,27754.0,0.5845
Summit Salon Academy-Portland,,15382.0,,,0.7586,,,,,,,,21080.0,14.0,,,,,27754.0,0.5845
Eric Fisher Academy,,12138.0,,,0.6487,,,,,,,,19493.0,11.0,,,,,27754.0,0.5845
My Le's Beauty College,,,,,0.0,,,,,,,,1940.0,3.0,,,,,27754.0,0.5845
Blackstone Valley Vocational Regional School District,,,,,0.7347,,,,,,,,13590.0,16.0,,,,,27754.0,0.5845
Southern Worcester County Regional Vocational School District,27151.0,,,,0.6111,,,,,,,,17070.0,9.0,,,,,27754.0,0.5845
L'esprit Academy,,18001.0,,,0.5605,,,,,,,,20925.0,11.0,,,,,27754.0,0.5845
Marketti Academy of Cosmetology,,8976.0,,,0.2222,,,,,,,,17440.0,15.0,,,,,27754.0,0.5845
Avalon School of Cosmetology-Aurora,,11872.0,,,0.575,,,,,,,,18360.0,11.0,,,,,27754.0,0.5845
American Business and Technology University,,18221.0,,,0.0,,,,,,25.0,31.0,17440.0,20.0,,,,,36066.0,0.5845
City Vision University,,3452.0,,,0.0,,,,,,13.0,,,,,,400.0,,47975.5,0.5845
Bitterroot School of Cosmetology,,11367.0,,,0.641,,,,,,,,14950.0,11.0,,,,,27754.0,0.5845
Montana Academy of Salons,,13578.0,,,0.2065,,,,,,,,19100.0,11.0,,,,,27754.0,0.5845
National Career Institute,,15926.0,,,0.6231,,,,,,,,10600.0,8.0,,,,,27754.0,0.5845
International Academy of Style,,11806.0,,,0.7632,,,,,,,,20450.0,14.0,,,,,27754.0,0.5845
EDP School,,9093.0,,,0.0,,,,,,,,4500.0,8.0,,,,,27754.0,0.5845
New York Medical Career Training Center,,25744.0,,,0.209,,,,,,,,26600.0,19.0,,,,,27754.0,0.5845
Institute of Culinary Education,,,,,0.2544,,,,,,,,40575.0,9.0,,,,,27754.0,0.5845
The Salon Professional Academy-Tonawanda,,12718.0,,,0.5939,,,,,,,,11836.0,5.0,,,,,27754.0,0.5845
Onondaga School of Therapeutic Massage-Syracuse,,23211.0,,,0.5,,,,,,,,16041.0,7.0,,,,,27754.0,0.5845
Academy of Cosmetology and Esthetics NYC,,17870.0,,,0.5109,,,,,,,,17762.0,8.0,,,,,27754.0,0.5845
Four County Career Center,,,,,0.0,,,,,,,,1500.0,6.0,,,,,27754.0,0.5845
Summit Salon Academy-Perrysburg,,11116.0,,,0.4634,,,,,,,,19126.0,13.0,,,,,27754.0,0.5845
Portland Actors Conservatory,,,,,0.7222,,,,,,,,,,,,365.0,3.0,27754.0,0.5845
Somerset County Technology Center,9505.0,,,,1.0,,,,,,,,16100.0,13.0,,,,,27754.0,0.5845
Metro Beauty Academy,,17862.0,,,0.4105,,,,,,,,19725.0,10.0,,,,,27754.0,0.5845
Academy for Careers and Technology,8034.0,,,,0.0,,,,,,,,7431.0,18.0,,,,,27754.0,0.5845
Aiken School of Cosmetology and Barbering,,,,,0.2418,,,,,,,,17200.0,13.0,,,,,27754.0,0.5845
Love Beauty School Inc,,9332.0,,,0.5,,,,,,,,17200.0,13.0,,,,,27754.0,0.5845
Houston International College Cardiotech Ultrasound School,,23880.0,3530.0,,0.8806,,,,,,,23.0,,,,,1460.0,,27754.0,0.5845
DuVall's School of Cosmetology,,20202.0,,,0.5944,,,,,,,,19396.0,11.0,,,,,27754.0,0.5845
Central Texas Beauty College-Round Rock,,7545.0,,,0.0,,,,,,,,10300.0,12.0,,,,,27754.0,0.5845
Avenue Five Institute,,15114.0,,,0.3935,,,,,,,,12982.0,6.0,,,,,27754.0,0.5845
The Salon Professional Academy-Lewisville,,13843.0,,,0.4286,,,,,,,,20181.0,13.0,,,,,27754.0,0.5845
Renaissance Academie,,10784.0,,,0.3671,,,,,,,,16350.0,12.0,,,,,27754.0,0.5845
Antioch College AG,,12011.0,,,0.7097,,,,,,,,,,,,700.0,,47975.5,0.5845
Institute of Advanced Medical Esthetics,,13506.0,,,0.5532,,,,,,,,9950.0,6.0,,,,,27754.0,0.5845
Gary Manuel Aveda Institute,,18127.0,,,0.5567,,,,,,,,20400.0,15.0,,,,,27754.0,0.5845
Northwest School of Wooden Boat Building,,20095.0,5083.0,,0.2826,,,,,,,,,,,,1300.0,,36066.0,0.5845
The Salon Professional Academy-Onalaska,,14012.0,,,0.6306,,,,,,,,22600.0,14.0,,,,,27754.0,0.5845
West Coast University-Orange County,,39100.0,8404.0,0.1774,0.852,,,,,,1174.0,,,,,,1490.0,,47975.5,0.5845
West Coast University-Ontario,,38169.0,8129.0,0.1632,0.915,,,,,,,,,,,,1490.0,,47975.5,0.5845
Midwest Technical Institute-East Peoria,,24685.0,,,0.899,,,,,,,,15500.0,9.0,,,,,27754.0,0.5845
Paul Mitchell the School-Chicago,,15840.0,,,0.6406,,,,,,,,23249.0,12.0,,,,,27754.0,0.5845
Platt College-Miller-Motte-Fayetteville,,23088.0,3579.0,0.359,0.4899,,,,,,,,25240.0,16.0,,,,,27754.0,0.5845
European Massage Therapy School-Las Vegas,,,,,0.4615,,,,,,,,9400.0,8.0,,,,,27754.0,0.5845
Platt College-Miller-Motte Technical-Columbus,,21300.0,3389.0,0.1379,0.628,,,,,,,,20140.0,13.0,,,,,27754.0,0.5845
The Art Institute of Virginia Beach,,23561.0,4792.0,0.0448,0.6971,,,,,,,5.0,,,,,600.0,,47975.5,0.5845
Fortis College-Indianapolis,,24788.0,5682.0,0.3929,0.8068,,,,,,,,,,,,683.0,,27754.0,0.5845
Empire Beauty School-E Memphis,,14312.0,,,0.5761,,,,,,,,19895.0,11.0,,,,,27754.0,0.5845
Empire Beauty School-Nashville,,13281.0,,,0.5987,,,,,,,,19895.0,11.0,,,,,27754.0,0.5845
Empire Beauty School-Jackson,,14031.0,,,0.5,,,,,,,,19895.0,11.0,,,,,27754.0,0.5845
Empire Beauty School-Springfield,,15801.0,,,0.6009,,,,,,,,19750.0,9.0,,,,,27754.0,0.5845
Empire Beauty School-Speedway,,16712.0,,,0.5619,,,,,,,,22010.0,11.0,,,,,27754.0,0.5845
Empire Beauty School-Morrow,,14260.0,,,0.4987,,,,,,,,22010.0,11.0,,,,,27754.0,0.5845
Strayer University-Arkansas,,,,,0.8664,,,,,,92.0,1.0,,,,,1350.0,,47975.5,0.5845
Strayer University-Georgia,,23034.0,7682.0,0.0804,0.8358,,,,,,1127.0,,,,,,1350.0,,47975.5,0.5845
Strayer University-Mississippi,,21580.0,8374.0,,0.8575,,,,,,64.0,,,,,,1350.0,,47975.5,0.5845
Strayer University-South Carolina,,22867.0,6945.0,0.0256,0.8399,,,,,,416.0,,,,,,1350.0,,47975.5,0.5845
Strayer University-Texas,,25902.0,7140.0,0.038,0.7778,,,,,,316.0,,,,,,1350.0,,47975.5,0.5845
The Art Institute of San Antonio,,22421.0,5111.0,0.0526,0.5618,,,,,,,26.0,,,,,600.0,,47975.5,0.5845
Empire Beauty School-Charlotte,,13970.0,,,0.5878,,,,,,,,22010.0,11.0,,,,,27754.0,0.5845
Empire Beauty School-Winston-Salem,,15533.0,,,0.5167,,,,,,,,22010.0,11.0,,,,,27754.0,0.5845
Empire Beauty School-West Palm,,15801.0,,,0.5865,,,,,,,,19070.0,9.0,,,,,27754.0,0.5845
Empire Beauty School-Pineville,,13977.0,,,0.4512,,,,,,,,22010.0,11.0,,,,,27754.0,0.5845
Paul Mitchell the School-Phoenix,,12516.0,,,0.6898,,,,,,,,19678.0,13.0,,,,,27754.0,0.5845
All Beauty College,,13852.0,,,0.8824,,,,,,,,19900.0,13.0,,,,,27754.0,0.5845
Paul Mitchell the School-Modesto,,10679.0,,,0.5811,,,,,,,,21238.0,12.0,,,,,27754.0,0.5845
Cosmo Beauty Academy,,,,,0.2796,,,,,,,,17672.0,13.0,,,,,27754.0,0.5845
Paul Mitchell the School-Fresno,,11607.0,,,0.5878,,,,,,,,19250.0,13.0,,,,,27754.0,0.5845
Unitek College,,25738.0,,,0.3892,,,,,,,,36294.0,11.0,,,,,27754.0,0.5845
Gurnick Academy of Medical Arts,,27200.0,7736.0,0.4305,0.6884,,,,,,,,33946.0,13.0,,,,,27754.0,0.5845
Paul Mitchell the School-East Bay,,27011.0,,,0.6429,,,,,,,,24025.0,12.0,,,,,27754.0,0.5845
South University-Richmond,,20336.0,6318.0,0.2137,0.7177,,,,,,129.0,,,,,,1500.0,,47975.5,0.5845
South University-Virginia Beach,,20395.0,6233.0,0.2056,0.4797,,,,,,82.0,1.0,,,,,1500.0,,47975.5,0.5845
Aveda Institute-Denver,,17921.0,,,0.4317,,,,,,,,22500.0,14.0,,,,,27754.0,0.5845
Paul Mitchell the School-Colorado Springs,,23341.0,,,0.5212,,,,,,,,19900.0,13.0,,,,,27754.0,0.5845
