School,avg_cost_public,avg_cost_private,faculy_salary,ft_faculty_rate,federal_loan_rate,student_count,students_with_any_loan,students_with_pell_grant,married,veteran,grad_students,undergrads_non_degree_seeking,full_program_cost,avg_month_completion,three_yrs_after_not_working_not_enrolled,three_yrs_after_working_not_enrolled,booksupply_cost,test_requirements,ten_yrs_after_entry_earnings,completion_rate
University of South Carolina-Salkehatchie,13210.0,,5751.0,0.4237,0.3732,,,,,,,400.0,,,,,1600.0,1.0,36066.0,0.5845
University of South Carolina-Sumter,9926.0,,6100.0,0.4935,0.1973,,,,,,,690.0,,,,,1600.0,1.0,36066.0,0.5845
University of South Carolina-Union,11682.0,,6188.0,0.2321,0.1299,,,,,,,857.0,,,,,1600.0,1.0,36066.0,0.5845
Coastal Carolina University,14749.0,,7736.0,1.0,0.6184,,,,,,724.0,439.0,,,,,1082.0,1.0,47975.5,0.5845
South Carolina State University,20795.0,,7145.0,1.0,0.7547,,,,,,324.0,33.0,,,,,2000.0,1.0,47975.5,0.5845
University of South Carolina-Upstate,15832.0,,7147.0,0.5071,0.5944,,,,,,455.0,614.0,,,,,1600.0,1.0,47975.5,0.5845
Sherman College of Chiropractic,,,6309.0,0.8085,,,,,,,464.0,,,,,,,,,0.5845
Spartanburg Methodist College,,13064.0,5593.0,0.6341,0.6835,,,,,,,1.0,,,,,1160.0,1.0,36066.0,0.5845
Spartanburg Community College,2804.0,,5863.0,0.4331,0.1142,,,,,,,984.0,,,,,1095.0,,36066.0,0.5845
Central Carolina Technical College,5004.0,,5178.0,0.4567,0.2386,,,,,,,679.0,,,,,895.0,,36066.0,0.5845
Tri-County Technical College,7309.0,,5380.0,0.3866,0.1481,,,,,,,893.0,,,,,1500.0,,27754.0,0.5845
Trident Technical College,1137.0,,5808.0,0.4696,0.2402,,,,,,,2888.0,,,,,2000.0,,36066.0,0.5845
Voorhees College,,17113.0,4927.0,0.7073,0.8554,,,,,,,,,,,,1500.0,,47975.5,0.5845
Williamsburg Technical College,9229.0,,4583.0,0.4615,0.0,,,,,,,405.0,,,,,1000.0,,27754.0,0.5845
Winthrop University,19047.0,,7619.0,0.5586,0.6176,,,,,,1101.0,320.0,,,,,1200.0,1.0,47975.5,0.5845
Wofford College,,25674.0,8304.0,0.8757,0.416,,,,,,,1.0,,,,,1200.0,5.0,47975.5,0.5845
CUNY New York City College of Technology,3667.0,,10641.0,0.2799,0.0715,,,,,,,1143.0,,,,,1364.0,2.0,47975.5,0.5845
Augustana University,,24072.0,7020.0,0.7872,0.5971,,,,,,295.0,53.0,,,,,1000.0,5.0,47975.5,0.5845
The Salon Professional Academy,,10947.0,,,0.6569,,,,,,,,15226.0,11.0,,,,,27754.0,0.5845
Black Hills State University,16641.0,,6996.0,0.5903,0.4312,,,,,,174.0,1268.0,,,,,1200.0,1.0,47975.5,0.5845
North Dakota State University-Main Campus,16584.0,,9193.0,0.9756,0.539,,,,,,2342.0,252.0,,,,,800.0,1.0,47975.5,0.5845
Dakota Wesleyan University,,21574.0,6005.0,0.5761,0.8794,,,,,,133.0,28.0,,,,,1000.0,1.0,47975.5,0.5845
Headlines Academy Inc,,13410.0,,,0.5203,,,,,,,,15985.0,11.0,,,,,27754.0,0.5845
Lake Area Technical College,12939.0,,6508.0,0.7305,0.678,,,,,,,412.0,,,,,1430.0,,36066.0,0.5845
Avera McKennan Hospital School of Radiologic Technology,,,,,0.0833,,,,,,,,,,,,,,27754.0,0.5845
Mitchell Technical College,12472.0,,6684.0,0.9067,0.5476,,,,,,,185.0,,,,,810.0,,36066.0,0.5845
Mount Marty University,,19422.0,6528.0,0.4945,0.4374,,,,,,182.0,266.0,,,,,1200.0,1.0,47975.5,0.5845
National American University-Rapid City,,16918.0,5250.0,0.0,0.7181,,,,,,108.0,12.0,,,,,1350.0,,47975.5,0.5845
Sioux Falls Seminary,,,4971.0,,,,,,,,419.0,,,,,,,,,0.5845
Montana State University-Northern,13174.0,,5544.0,1.0,0.5141,,,,,,51.0,100.0,,,,,1400.0,,47975.5,0.5845
Oglala Lakota College,-375.0,,5923.0,0.4769,0.0,,,,,,26.0,56.0,,,,,1200.0,,36066.0,0.5845
Presentation College,,22090.0,5110.0,0.6102,0.8411,,,,,,26.0,3.0,,,,,1240.0,1.0,47975.5,0.5845
Avera Sacred Heart Hospital,,,,,0.0,,,,,,,,,,,,,,27754.0,0.5845
South Dakota School of Mines and Technology,19815.0,,9516.0,0.8619,0.4996,,,,,,323.0,77.0,,,,,2040.0,1.0,47975.5,0.5845
South Dakota State University,19252.0,,8522.0,0.8182,0.5219,,,,,,1445.0,1033.0,,,,,1200.0,1.0,47975.5,0.5845
Sinte Gleska University,14107.0,,3474.0,1.0,0.0,,,,,,65.0,,,,,,1000.0,,36066.0,0.5845
University of Sioux Falls,,19893.0,6353.0,1.0,0.7066,,,,,,285.0,41.0,,,,,950.0,1.0,47975.5,0.5845
Sanford Medical Center,,,,,0.087,,,,,,,,2750.0,24.0,,,,,27754.0,0.5845
Sisseton Wahpeton College,6534.0,,4612.0,0.619,0.0,,,,,,,4.0,,,,,600.0,,36066.0,0.5845
Minnesota State College Southeast,13824.0,,8051.0,0.5169,0.3254,,,,,,,793.0,,,,,1000.0,,27754.0,0.5845
Stewart School,,9902.0,,,0.5135,,,,,,,,14808.0,13.0,,,,,27754.0,0.5845
South Dakota State University,19252.0,,8522.0,0.8182,0.5219,,,,,,1445.0,1033.0,,,,,1200.0,1.0,47975.5,0.5845
Western Dakota Technical College,14388.0,,5903.0,0.4894,0.5429,,,,,,,356.0,,,,,2200.0,,27754.0,0.5845
American Baptist College,,19581.0,3944.0,1.0,0.748,,,,,,,,,,,,1500.0,,47975.5,0.5845
Arnolds Beauty School,,13194.0,,,0.4157,,,,,,,,17975.0,13.0,,,,,27754.0,0.5845
Tennessee College of Applied Technology-Athens,3307.0,,,,0.0,,,,,,,7.0,8661.0,12.0,,,,,27754.0,0.5845
Austin Peay State University,13692.0,,8057.0,1.0,0.4779,,,,,,1077.0,1036.0,,,,,1550.0,1.0,47975.5,0.5845
Baptist Health Sciences University,,9945.0,6896.0,1.0,0.7509,,,,,,18.0,16.0,,,,,940.0,1.0,47975.5,0.5845
Belmont University,,35548.0,10302.0,0.449,0.4001,,,,,,1620.0,52.0,,,,,1400.0,1.0,47975.5,0.5845
Bethel Seminary-San Diego,,,7213.0,,,,,,,,47.0,,,,,,,,,0.5845
Bryan College-Dayton,,16409.0,6073.0,0.2739,0.4508,,,,,,207.0,397.0,,,,,1250.0,2.0,47975.5,0.5845
Carson-Newman University,,17471.0,5980.0,0.5106,0.6263,,,,,,885.0,71.0,,,,,1600.0,1.0,47975.5,0.5845
Chattanooga State Community College,6742.0,,5710.0,0.432,0.2143,,,,,,,1626.0,,,,,1500.0,,36066.0,0.5845
Christian Brothers University,,11900.0,7353.0,0.9748,0.4649,,,,,,326.0,198.0,,,,,1250.0,1.0,47975.5,0.5845
Pentecostal Theological Seminary,,,7150.0,0.75,0.0,,,,,,346.0,109.0,,,,,,,27754.0,0.5845
Austin's Beauty College Inc,,24733.0,,,0.5693,,,,,,,,15995.0,13.0,,,,,27754.0,0.5845
Cleveland State Community College,5080.0,,5993.0,0.3694,0.1397,,,,,,,976.0,,,,,1096.0,,27754.0,0.5845
Columbia State Community College,6452.0,,4443.0,0.3298,0.0924,,,,,,,1342.0,,,,,1750.0,,36066.0,0.5845
Concorde Career College-Memphis,,24084.0,4649.0,0.7727,0.7287,,,,,,,,16579.0,8.0,,,,3.0,27754.0,0.5845
Tennessee College of Applied Technology-Covington,5979.0,,,,0.0,,,,,,,90.0,7134.0,11.0,,,,,27754.0,0.5845
University of the Cumberlands,,16894.0,5600.0,0.2922,0.428,,,,,,13092.0,539.0,,,,,1400.0,1.0,47975.5,0.5845
Lipscomb University,,24749.0,7906.0,0.5017,0.4983,,,,,,1736.0,17.0,,,,,1500.0,1.0,47975.5,0.5845
Tennessee College of Applied Technology-Dickson,10105.0,,,,0.0,,,,,,,162.0,6653.0,12.0,,,,,27754.0,0.5845
Hussian College-Daymar College Nashville,,20912.0,3738.0,,0.8462,,,,,,,,,,,,,,36066.0,0.5845
Dyersburg State Community College,6448.0,,6275.0,0.3667,0.1124,,,,,,,775.0,,,,,1200.0,,36066.0,0.5845
East Tennessee State University,14332.0,,7461.0,0.6005,0.4526,,,,,,3038.0,663.0,,,,,1276.0,1.0,47975.5,0.5845
Chattanooga College Medical Dental and Technical Careers,,17753.0,3221.0,,0.6812,,,,,,,,,,,,3840.0,,27754.0,0.5845
Tennessee College of Applied Technology-Elizabethton,10522.0,,,,0.0,,,,,,,1.0,7541.0,11.0,,,,,27754.0,0.5845
The Hair Academy LLC,,12190.0,,,0.5424,,,,,,,,18765.0,13.0,,,,,27754.0,0.5845
Fisk University,,24225.0,4809.0,0.7262,0.8654,,,,,,34.0,,,,,,1800.0,1.0,47975.5,0.5845
Welch College,,21736.0,4804.0,0.4478,0.3707,,,,,,33.0,108.0,,,,,1000.0,,47975.5,0.5845
Freed-Hardeman University,,16703.0,6913.0,0.9528,0.4845,,,,,,469.0,300.0,,,,,1300.0,1.0,47975.5,0.5845
Tennessee College of Applied Technology-Harriman,10929.0,,,,0.0,,,,,,,,7489.0,11.0,,,,,27754.0,0.5845
Tennessee College of Applied Technology-Hartsville,8337.0,,,,0.0,,,,,,,392.0,5887.0,11.0,,,,,27754.0,0.5845
Tennessee College of Applied Technology-Hohenwald,12457.0,,,,0.0,,,,,,,261.0,6831.0,11.0,,,,,27754.0,0.5845
Tennessee College of Applied Technology-Jacksboro,3737.0,,,,0.0,,,,,,,,6757.0,11.0,,,,,27754.0,0.5845
Jackson State Community College,7775.0,,6358.0,0.3566,0.0,,,,,,,1357.0,,,,,1200.0,,36066.0,0.5845
John A Gupton College,,12817.0,5550.0,,0.4048,,,,,,,,,,,,1300.0,1.0,36066.0,0.5845
Johnson University Florida,,17384.0,5504.0,1.0,0.6734,,,,,,,,,,,,1000.0,1.0,47975.5,0.5845
Paul Mitchell the School-Murfreesboro,,15520.0,,,0.6034,,,,,,,,17800.0,12.0,,,,,27754.0,0.5845
Texas A & M University-Kingsville,13778.0,,7281.0,0.7616,0.5079,,,,,,1301.0,913.0,,,,,1344.0,1.0,47975.5,0.5845
South Seattle College,8468.0,,7873.0,0.9935,0.0084,,,,,,,4110.0,,,,,845.0,,36066.0,0.5845
Laney College,11977.0,,9164.0,0.3458,0.0115,,,,,,,2358.0,,,,,1971.0,,36066.0,0.5845
Le Moyne-Owen College,,9109.0,4856.0,0.4694,0.8305,,,,,,,,,,,,1250.0,1.0,47975.5,0.5845
Washington and Lee University,,22615.0,10192.0,0.806,0.2231,,,,,,404.0,17.0,,,,,2010.0,1.0,47975.5,0.5845
Lincoln Memorial University,,15180.0,6872.0,0.4558,0.6641,,,,,,2892.0,64.0,,,,,1400.0,1.0,47975.5,0.5845
Tennessee College of Applied Technology-Livingston,4941.0,,,,0.0,,,,,,,917.0,7103.0,11.0,,,,,27754.0,0.5845
Martin Methodist College,,18859.0,5682.0,1.0,0.556,,,,,,14.0,112.0,,,,,1500.0,1.0,47975.5,0.5845
Maryville College,,19886.0,5568.0,1.0,0.7426,,,,,,,70.0,,,,,1244.0,1.0,47975.5,0.5845
Tennessee College of Applied Technology-McKenzie,381.0,,,,0.0,,,,,,,14.0,4936.0,11.0,,,,,27754.0,0.5845
Genesis Career College-Cookeville,,11707.0,,,0.6514,,,,,,,,9995.0,5.0,,,,,27754.0,0.5845
Meharry Medical College,,,,,,,,,,,877.0,,,,,,,,,0.5845
Tennessee College of Applied Technology-Memphis,9147.0,,,,0.0,,,,,,,366.0,10626.0,18.0,,,,,27754.0,0.5845
University of Memphis,13248.0,,8699.0,0.6818,0.5186,,,,,,4307.0,1810.0,,,,,1600.0,1.0,47975.5,0.5845
Memphis Theological Seminary,,,7445.0,1.0,,,,,,,205.0,,,,,,,,,0.5845
Middle Tennessee State University,12464.0,,8503.0,0.772,0.4493,,,,,,2260.0,1368.0,,,,,1260.0,1.0,47975.5,0.5845
Middle Tennessee School of Anesthesia Inc,,,16221.0,0.3684,,,,,,,262.0,,,,,,,,,0.5845
Tennessee College of Applied Technology-Morristown,9948.0,,,,0.0,,,,,,,,7515.0,12.0,,,,,27754.0,0.5845
Motlow State Community College,6885.0,,5276.0,0.3045,0.0,,,,,,,1861.0,,,,,1000.0,,36066.0,0.5845
Tennessee College of Applied Technology-Murfreesboro,9379.0,,,,0.0,,,,,,,,6596.0,11.0,,,,,27754.0,0.5845
Lincoln College of Technology-Nashville,,20964.0,6306.0,0.9167,0.7159,,,,,,,,33923.0,14.0,,,,,27754.0,0.5845
Nashville State Community College,7669.0,,6018.0,0.3968,0.1407,,,,,,,1460.0,,,,,1512.0,,36066.0,0.5845
Tennessee College of Applied Technology-Newbern,11082.0,,,,0.0,,,,,,,129.0,7168.0,11.0,,,,,27754.0,0.5845
Tennessee College of Applied Technology-Paris,9720.0,,,,0.0,,,,,,,62.0,6594.0,11.0,,,,,27754.0,0.5845
Tennessee College of Applied Technology-Pulaski,5694.0,,,,0.0,,,,,,,321.0,6757.0,11.0,,,,,27754.0,0.5845
James A Rhodes State College,8084.0,,5461.0,0.3632,0.1737,,,,,,,1926.0,,,,,1200.0,,36066.0,0.5845
Tennessee College of Applied Technology-Ripley,8510.0,,,,0.0,,,,,,,50.0,7194.0,11.0,,,,,27754.0,0.5845
Roane State Community College,4104.0,,6050.0,0.3297,0.0842,,,,,,,1540.0,,,,,1700.0,,36066.0,0.5845
Tennessee College of Applied Technology-Crump,14153.0,,,,0.0,,,,,,,655.0,5455.0,11.0,,,,,27754.0,0.5845
Southwest Tennessee Community College,4931.0,,5931.0,0.3965,0.0,,,,,,,1327.0,,,,,1550.0,,36066.0,0.5845
Tennessee College of Applied Technology-Shelbyville,5635.0,,,,0.0,,,,,,,35.0,7619.0,18.0,,,,,27754.0,0.5845
The University of the South,,30474.0,9486.0,0.8496,0.3057,,,,,,73.0,26.0,,,,,1200.0,5.0,47975.5,0.5845
Tennessee College of Applied Technology-Oneida-Huntsville,7713.0,,,,0.0,,,,,,,3.0,6783.0,13.0,,,,,27754.0,0.5845
Tennessee College of Applied Technology-Crossville,11152.0,,,,0.0,,,,,,,138.0,7690.0,12.0,,,,,27754.0,0.5845
Tennessee College of Applied Technology-McMinnville,8543.0,,,,0.0,,,,,,,38.0,6513.0,16.0,,,,,27754.0,0.5845
Tennessee College of Applied Technology-Jackson,7426.0,,,,0.0,,,,,,,171.0,6011.0,11.0,,,,,27754.0,0.5845
Tennessee College of Applied Technology-Knoxville,10461.0,,,,0.0,,,,,,,249.0,7775.0,11.0,,,,,27754.0,0.5845
Tennessee College of Applied Technology-Whiteville,4160.0,,,,0.0,,,,,,,135.0,6660.0,11.0,,,,,27754.0,0.5845
Pellissippi State Community College,5744.0,,6665.0,0.402,0.0701,,,,,,,2333.0,,,,,1300.0,,36066.0,0.5845
Southern Adventist University,,22661.0,4760.0,0.9941,0.5255,,,,,,386.0,114.0,,,,,1100.0,,47975.5,0.5845
Marshall B Ketchum University,,,10466.0,0.6577,,,,,,,739.0,,,,,,,,,0.5845
Tennessee Wesleyan University,,13636.0,5140.0,0.9589,0.6092,,,,,,81.0,25.0,,,,,1400.0,1.0,47975.5,0.5845
The University of Tennessee-Chattanooga,12952.0,,8619.0,0.7016,0.4687,,,,,,1354.0,112.0,,,,,1400.0,1.0,47975.5,0.5845
The University of Tennessee-Knoxville,18825.0,,11270.0,0.8674,0.3932,,,,,,6170.0,138.0,,,,,1598.0,1.0,47975.5,0.5845
The University of Tennessee-Martin,10955.0,,7389.0,0.6718,0.4335,,,,,,517.0,1536.0,,,,,1400.0,1.0,47975.5,0.5845
Tennessee School of Beauty of Knoxville Inc,,11349.0,,,0.3536,,,,,,,,15995.0,12.0,,,,,27754.0,0.5845
East Tennessee State University,14332.0,,7461.0,0.6005,0.4526,,,,,,3038.0,663.0,,,,,1276.0,1.0,47975.5,0.5845
Tennessee Technological University,15929.0,,8138.0,1.0,0.4353,,,,,,1183.0,214.0,,,,,2300.0,1.0,47975.5,0.5845
Trevecca Nazarene University,,17499.0,6786.0,1.0,0.5145,,,,,,1738.0,112.0,,,,,,1.0,47975.5,0.5845
Northeast Alabama Community College,3314.0,,6627.0,0.3224,0.0985,,,,,,,1006.0,,,,,2400.0,,27754.0,0.5845
Tusculum University,,17537.0,5170.0,0.6697,0.5764,,,,,,329.0,128.0,,,,,2964.0,1.0,47975.5,0.5845
Union Institute & University,,16585.0,5809.0,0.1675,0.7519,,,,,,256.0,,,,,,1216.0,,47975.5,0.5845
Vanderbilt University,,19432.0,14442.0,0.8024,0.1286,,,,,,6245.0,15.0,,,,,1294.0,1.0,47975.5,0.5845
Volunteer State Community College,6990.0,,6450.0,0.9953,0.089,,,,,,,1877.0,,,,,1200.0,,36066.0,0.5845
Walters State Community College,3404.0,,6104.0,0.4496,0.0,,,,,,,1601.0,,,,,1450.0,,36066.0,0.5845
William R Moore College of Technology,,11809.0,4254.0,0.5625,0.0,,,,,,,29.0,,,,,,,27754.0,0.5845
Abilene Christian University,,26809.0,7925.0,0.7308,0.5161,,,,,,1767.0,22.0,,,,,1250.0,1.0,47975.5,0.5845
Alvin Community College,9913.0,,6723.0,0.2278,0.0406,,,,,,,2416.0,,,,,1795.0,,36066.0,0.5845
Amarillo College,5578.0,,6120.0,0.5092,0.1428,,,,,,,2125.0,,,,,1732.0,,36066.0,0.5845
Amberton University,,,6206.0,0.4314,0.0,,,,,,887.0,,,,,,,,47975.5,0.5845
Angelina College,8478.0,,5794.0,1.0,0.0,,,,,,,1587.0,,,,,1586.0,,27754.0,0.5845
Angelo State University,13819.0,,7612.0,0.7039,0.3458,,,,,,1587.0,3072.0,,,,,1200.0,1.0,47975.5,0.5845
Arlington Baptist University,,18531.0,3359.0,0.3929,0.8075,,,,,,4.0,,,,,,1500.0,,47975.5,0.5845
Arlington Career Institute,,23455.0,,,0.5538,,,,,,,,13878.0,12.0,,,,,27754.0,0.5845
The Art Institute of Houston,,22844.0,4808.0,0.1062,0.5977,,,,,,,33.0,,,,,600.0,,47975.5,0.5845
Austin's Beauty College Inc,,24733.0,,,0.5693,,,,,,,,15995.0,13.0,,,,,27754.0,0.5845
Austin Community College District,6861.0,,7818.0,0.3435,0.2933,,,,,,,11095.0,,,,,1200.0,,36066.0,0.5845
Austin Presbyterian Theological Seminary,,,7922.0,1.0,,,,,,,156.0,,,,,,,,,0.5845
Baldwin Beauty School-South Austin,,12646.0,,,0.3679,,,,,,,,15800.0,12.0,,,,,27754.0,0.5845
Baptist Health System School of Health Professions,,,7110.0,0.0,0.7484,,,,,,5.0,,,,,,,,36066.0,0.5845
Baptist Missionary Association Theological Seminary,,,3808.0,,0.0833,,,,,,67.0,1.0,,,,,900.0,3.0,47975.5,0.5845
Baylor College of Medicine,,,11721.0,0.895,,,,,,,1586.0,,,,,,,,,0.5845
University of Mary Hardin-Baylor,,27099.0,7949.0,1.0,0.6762,,,,,,485.0,28.0,,,,,1300.0,1.0,47975.5,0.5845
Coastal Bend College,4719.0,,5393.0,0.2727,0.0926,,,,,,,46.0,,,,,2000.0,,27754.0,0.5845
Blinn College,15348.0,,5854.0,0.5317,0.2439,,,,,,,2321.0,,,,,1668.0,,36066.0,0.5845
Remington College-Dallas Campus,,20082.0,3715.0,,0.6085,,,,,,,,,,,,0.0,,27754.0,0.5845
Vet Tech Institute of Houston,,16432.0,4679.0,0.6,0.7657,,,,,,,,,,,,1013.0,3.0,36066.0,0.5845
Brazosport College,4404.0,,7047.0,1.0,0.0135,,,,,,,1167.0,,,,,1800.0,,27754.0,0.5845
North Central Texas College,5307.0,,6041.0,1.0,0.1857,,,,,,,2835.0,,,,,1680.0,,36066.0,0.5845
Charles and Sues School of Hair Design,,15312.0,,,0.9487,,,,,,,,19000.0,12.0,,,,,27754.0,0.5845
Cisco College,8650.0,,4367.0,0.3853,0.1334,,,,,,,121.0,,,,,1600.0,,36066.0,0.5845
Clarendon College,7908.0,,4338.0,0.6638,0.2267,,,,,,,,,,,,1700.0,,36066.0,0.5845
Concordia University Texas,,23444.0,7218.0,1.0,0.551,,,,,,690.0,20.0,,,,,1274.0,1.0,47975.5,0.5845
North Central Texas College,5307.0,,6041.0,1.0,0.1857,,,,,,,2835.0,,,,,1680.0,,36066.0,0.5845
Cosmetology Career Center LLC,,20487.0,,,0.5167,,,,,,,,19785.0,12.0,,,,,27754.0,0.5845
Dallas Baptist University,,26387.0,8497.0,1.0,0.563,,,,,,1604.0,122.0,,,,,1350.0,1.0,47975.5,0.5845
Dallas Christian College,,28261.0,4619.0,0.3529,0.783,,,,,,,1.0,,,,,1100.0,1.0,47975.5,0.5845
Dallas Institute of Funeral Service,,15486.0,3583.0,,0.5622,,,,,,,,,,,,0.0,,36066.0,0.5845
Dallas Theological Seminary,,,8131.0,1.0,,,,,,,2419.0,,,,,,,,,0.5845
The University of Texas at Dallas,15232.0,,12815.0,0.7284,0.4029,,,,,,8547.0,24.0,,,,,1200.0,1.0,47975.5,0.5845
Del Mar College,5738.0,,7351.0,1.0,0.0768,,,,,,,614.0,,,,,1260.0,,36066.0,0.5845
East Texas Baptist University,,22515.0,6954.0,1.0,0.666,,,,,,122.0,112.0,,,,,880.0,1.0,47975.5,0.5845
Remington College-Dallas Campus,,20082.0,3715.0,,0.6085,,,,,,,,,,,,0.0,,27754.0,0.5845
El Paso Community College,4594.0,,6157.0,0.4704,0.0315,,,,,,,938.0,,,,,1111.0,,36066.0,0.5845
Western Technical College,10081.0,,7957.0,0.3937,0.4031,,,,,,,265.0,,,,,2016.0,,27754.0,0.5845
Western Technical College,10081.0,,7957.0,0.3937,0.4031,,,,,,,265.0,,,,,2016.0,,27754.0,0.5845
Episcopal Theological Seminary of the Southwest,,,7067.0,0.5517,,,,,,,131.0,,,,,,,,,0.5845
Exposito School of Hair Design,,12734.0,,,0.5263,,,,,,,,12945.0,13.0,,,,,27754.0,0.5845
Fort Worth Beauty School,,10806.0,,,0.569,,,,,,,,18200.0,13.0,,,,,27754.0,0.5845
Frank Phillips College,6783.0,,4444.0,1.0,0.064,,,,,,,910.0,,,,,1018.0,,36066.0,0.5845
Galveston College,3446.0,,6614.0,0.5825,0.0854,,,,,,,611.0,,,,,1900.0,,27754.0,0.5845
Grayson College,7877.0,,6000.0,0.5229,0.1143,,,,,,,1198.0,,,,,1000.0,,36066.0,0.5845
Hallmark University,,11213.0,4993.0,0.2688,0.5577,,,,,,32.0,54.0,38320.0,18.0,,,,5.0,36066.0,0.5845
Hardin-Simmons University,,19509.0,7227.0,0.5263,0.5846,,,,,,582.0,55.0,,,,,800.0,1.0,47975.5,0.5845
Trinity Valley Community College,6850.0,,6063.0,0.6342,0.1989,,,,,,,,,,,,1777.0,,36066.0,0.5845
Indian Hills Community College,7217.0,,6196.0,0.3384,0.3282,,,,,,,1657.0,,,,,1344.0,,36066.0,0.5845
Houston Baptist University,,19962.0,7519.0,0.4706,0.5351,,,,,,1109.0,9.0,,,,,1000.0,1.0,47975.5,0.5845
University of Houston-Clear Lake,10612.0,,9130.0,0.6068,0.3677,,,,,,2643.0,15.0,,,,,1064.0,1.0,47975.5,0.5845
Houston Community College,5272.0,,7473.0,0.3167,0.1766,,,,,,,161.0,,,,,2250.0,,36066.0,0.5845
University of Houston-Downtown,6848.0,,8435.0,0.5212,0.3566,,,,,,1504.0,108.0,,,,,1268.0,1.0,47975.5,0.5845
University of Houston-Victoria,8967.0,,8695.0,0.6308,0.4804,,,,,,1139.0,61.0,,,,,1158.0,5.0,47975.5,0.5845
University of Houston-Clear Lake,10612.0,,9130.0,0.6068,0.3677,,,,,,2643.0,15.0,,,,,1064.0,1.0,47975.5,0.5845
Howard Community College,9823.0,,7756.0,0.2332,0.1131,,,,,,,779.0,,,,,2400.0,,36066.0,0.5845
Howard Payne University,,22178.0,5767.0,1.0,0.5956,,,,,,66.0,152.0,,,,,1200.0,1.0,47975.5,0.5845
Huston-Tillotson University,,16775.0,6145.0,0.4889,0.9196,,,,,,9.0,,,,,,1000.0,1.0,47975.5,0.5845
University of the Incarnate Word,,24784.0,8447.0,0.4812,0.5151,,,,,,2807.0,313.0,,,,,1400.0,1.0,47975.5,0.5845
Jacksonville College-Main Campus,,10546.0,3642.0,0.3556,0.0489,,,,,,,218.0,,,,,1000.0,,36066.0,0.5845
Jarvis Christian College,,14152.0,7398.0,1.0,0.7728,,,,,,,18.0,,,,,1000.0,,47975.5,0.5845
KD Conservatory College of Film and Dramatic Arts,,21528.0,,,0.8288,,,,,,,,,,,,,3.0,36066.0,0.5845
Kilgore College,7593.0,,5319.0,0.4113,0.2133,,,,,,,1749.0,,,,,2213.0,,36066.0,0.5845
Lamar University,12311.0,,8381.0,0.7875,0.4328,,,,,,6759.0,399.0,,,,,1012.0,1.0,47975.5,0.5845
Lamar State College-Orange,4304.0,,5430.0,0.5487,0.2062,,,,,,,603.0,,,,,800.0,,27754.0,0.5845
Lamar State College-Port Arthur,7793.0,,4838.0,0.5462,0.4039,,,,,,,60.0,,,,,1000.0,,36066.0,0.5845
Laredo Beauty College Inc,,4810.0,,,0.0,,,,,,,,10800.0,13.0,,,,,27754.0,0.5845
Laredo Beauty College Inc,,4810.0,,,0.0,,,,,,,,10800.0,13.0,,,,,27754.0,0.5845
Leeward Community College,7657.0,,8569.0,0.6355,0.048,,,,,,,2016.0,,,,,1058.0,,36066.0,0.5845
LeTourneau University,,23196.0,6420.0,0.3797,0.4052,,,,,,288.0,1086.0,,,,,1612.0,1.0,47975.5,0.5845
Lincoln College of Technology-Grand Prairie,,20825.0,4301.0,0.9032,0.6744,,,,,,,,25281.0,11.0,,,,,27754.0,0.5845
Lubbock Christian University,,24128.0,6533.0,0.5657,0.7929,,,,,,297.0,141.0,,,,,1300.0,1.0,47975.5,0.5845
College of the Mainland,2036.0,,6536.0,0.9915,0.0417,,,,,,,1569.0,,,,,2000.0,,36066.0,0.5845
University of Mary Hardin-Baylor,,27099.0,7949.0,1.0,0.6762,,,,,,485.0,28.0,,,,,1300.0,1.0,47975.5,0.5845
McLennan Community College,6752.0,,7504.0,0.5071,0.3117,,,,,,,2210.0,,,,,1290.0,,36066.0,0.5845
McMurry University,,21450.0,6627.0,0.9889,0.6879,,,,,,9.0,38.0,,,,,1200.0,1.0,47975.5,0.5845
Covenant School of Nursing and Allied Health,,,,,0.6728,,,,,,,,15321.0,20.0,,,,,27754.0,0.5845
Midlands Technical College,4974.0,,6339.0,0.3687,0.2831,,,,,,,686.0,,,,,1640.0,,36066.0,0.5845
Midwestern State University,10045.0,,7969.0,0.7639,0.4775,,,,,,743.0,56.0,,,,,1050.0,1.0,47975.5,0.5845
William Edge Institute,,18392.0,,,0.0,,,,,,,,17400.0,13.0,,,,,27754.0,0.5845
Wade College,,17438.0,3305.0,0.3704,0.7939,,,,,,,,,,,,0.0,,36066.0,0.5845
Southern Careers Institute-Austin,,26668.0,3045.0,0.5357,0.6084,,,,,,,,16800.0,9.0,,,,,27754.0,0.5845
Navarro College,14349.0,,6344.0,0.5171,0.2266,,,,,,,,,,,,1645.0,,36066.0,0.5845
Lone Star College System,8016.0,,7187.0,1.0,0.0921,,,,,,,19081.0,,,,,2550.0,,36066.0,0.5845
University of North Texas Health Science Center,,,,,,,,,,,2237.0,,,,,,,,,0.5845
Northeast Texas Community College,8110.0,,6208.0,1.0,0.1611,,,,,,,935.0,,,,,1333.0,,36066.0,0.5845
Oblate School of Theology,,,4850.0,0.8621,,,,,,,164.0,,,,,,,,,0.5845
Ocean Corporation,,25315.0,,,0.5974,,,,,,,,22500.0,8.0,,,,,27754.0,0.5845
