School,avg_cost_public,avg_cost_private,faculy_salary,ft_faculty_rate,federal_loan_rate,student_count,students_with_any_loan,students_with_pell_grant,married,veteran,grad_students,undergrads_non_degree_seeking,full_program_cost,avg_month_completion,three_yrs_after_not_working_not_enrolled,three_yrs_after_working_not_enrolled,booksupply_cost,test_requirements,ten_yrs_after_entry_earnings,completion_rate
Remington College-Lafayette Campus,,21577.0,2514.0,,0.6685,,,,,,,,,,,,0.0,,27754.0,0.5845
Lancaster Bible College,,22349.0,5905.0,0.4035,0.622,,,,,,432.0,166.0,,,,,1000.0,1.0,47975.5,0.5845
Lancaster Theological Seminary,,,6335.0,0.2059,,,,,,,107.0,,,,,,,,,0.5845
Lansdale School of Business,,19392.0,3330.0,,0.8702,,,,,,,,,,,,1500.0,,36066.0,0.5845
Lansdale School of Cosmetology Inc,,17540.0,,,0.2464,,,,,,,,18180.0,12.0,,,,,27754.0,0.5845
Lebanon Valley College,,27464.0,7672.0,0.4826,0.7109,,,,,,186.0,57.0,,,,,1200.0,5.0,47975.5,0.5845
Lehigh Carbon Community College,7117.0,,6816.0,0.1697,0.5033,,,,,,,1447.0,,,,,2000.0,,36066.0,0.5845
Platt College-Berks Technical Institute,,19843.0,3781.0,0.3182,0.639,,,,,,,,32240.0,20.0,,,,,36066.0,0.5845
Lehigh University,,29301.0,13763.0,0.8392,0.381,,,,,,1775.0,14.0,,,,,1000.0,1.0,47975.5,0.5845
Lincoln Technical Institute-Allentown,,26334.0,5698.0,0.8077,0.8202,,,,,,,,19430.0,10.0,,,,,27754.0,0.5845
Lincoln Technical Institute-Philadelphia,,24974.0,5744.0,0.6429,0.8024,,,,,,,,32087.0,14.0,,,,,27754.0,0.5845
Lincoln University,7830.0,,5806.0,0.7173,0.6475,,,,,,113.0,590.0,,,,,2000.0,,47975.5,0.5845
Lock Haven University,20506.0,,10322.0,0.8841,0.7522,,,,,,410.0,64.0,,,,,1803.0,1.0,47975.5,0.5845
UPMC St. Margaret School of Nursing,,19683.0,,,0.7157,,,,,,,,,,,,2050.0,3.0,27754.0,0.5845
United Lutheran Seminary,,,7574.0,0.4375,,,,,,,308.0,,,,,,,,,0.5845
Luzerne County Community College,7985.0,,7021.0,0.2967,0.3427,,,,,,,590.0,,,,,2000.0,,36066.0,0.5845
Lycoming College,,18580.0,7752.0,0.8167,0.789,,,,,,,16.0,,,,,1200.0,1.0,47975.5,0.5845
Pine Manor College,,13103.0,5398.0,0.3387,0.5791,,,,,,27.0,87.0,,,,,800.0,3.0,47975.5,0.5845
Mansfield University of Pennsylvania,19065.0,,10033.0,0.7059,0.7696,,,,,,15.0,70.0,,,,,2000.0,1.0,47975.5,0.5845
Marywood University,,22236.0,7557.0,0.4343,0.7042,,,,,,876.0,71.0,,,,,1250.0,1.0,47975.5,0.5845
Vet Tech Institute,,15547.0,4853.0,,0.8944,,,,,,,,,,,,902.0,,36066.0,0.5845
Roxborough Memorial Hospital School of Nursing,,,,,0.9811,,,,,,,,,,,,,,27754.0,0.5845
Mercyhurst University,,23886.0,7547.0,0.6205,0.6858,,,,,,326.0,3.0,,,,,1200.0,3.0,47975.5,0.5845
Messiah University,,28141.0,8532.0,0.5646,0.6547,,,,,,665.0,130.0,,,,,1280.0,1.0,47975.5,0.5845
ASPIRA City College,,5120.0,3750.0,,1.0,,,,,,,,,,,,1100.0,,36066.0,0.5845
Millersville University of Pennsylvania,23350.0,,10121.0,0.6064,0.6032,,,,,,1023.0,160.0,,,,,1000.0,1.0,47975.5,0.5845
Misericordia University,,25510.0,7702.0,1.0,0.7143,,,,,,539.0,22.0,,,,,1250.0,1.0,47975.5,0.5845
Montgomery County Community College,9251.0,,6555.0,0.2639,0.2423,,,,,,,1851.0,,,,,1300.0,,36066.0,0.5845
Moore College of Art and Design,,32846.0,6267.0,0.188,0.8871,,,,,,21.0,,,,,,2000.0,5.0,47975.5,0.5845
Moravian College,,28924.0,7951.0,1.0,0.7181,,,,,,522.0,59.0,,,,,1200.0,2.0,47975.5,0.5845
Mount Aloysius College,,22964.0,6723.0,0.3961,0.543,,,,,,43.0,698.0,,,,,2500.0,3.0,47975.5,0.5845
Muhlenberg College,,27285.0,8871.0,0.5877,0.4752,,,,,,,20.0,,,,,1400.0,5.0,47975.5,0.5845
Neumann University,,23808.0,7017.0,0.4034,0.7305,,,,,,490.0,108.0,,,,,1600.0,1.0,47975.5,0.5845
New Castle School of Trades,,9645.0,3138.0,0.6078,0.4353,,,,,,,,22442.0,15.0,,,,3.0,36066.0,0.5845
Northampton County Area Community College,9053.0,,7486.0,0.1379,0.2604,,,,,,,899.0,,,,,1800.0,,36066.0,0.5845
Heritage Valley Kennedy School of Nursing,,24900.0,,,0.125,,,,,,,,,,,,1500.0,3.0,27754.0,0.5845
Orleans Technical College,,19887.0,3664.0,0.5385,0.4325,,,,,,,,16552.0,6.0,,,,3.0,27754.0,0.5845
Salus University,,,8527.0,0.7807,,,,,,,1238.0,,,,,,,,,0.5845
Pennsylvania Institute of Technology,,17241.0,6086.0,0.2909,0.9381,,,,,,,,,,,,1050.0,,27754.0,0.5845
Pennsylvania State University-Penn State Erie-Behrend College,,,,,,,,,,,0.0,0.0,,,,,1840.0,,47975.5,0.5845
Pennsylvania State University-Penn State Great Valley,,,,,,,,,,,0.0,0.0,,,,,,,,0.5845
Pennsylvania State University-College of Medicine,,,,,,,,,,,0.0,0.0,,,,,,,,0.5845
Pennsylvania State University-Penn State New Kensington,,,,,,,,,,,0.0,0.0,,,,,1840.0,,47975.5,0.5845
Pennsylvania State University-Penn State Shenango,,,,,,,,,,,0.0,0.0,,,,,1840.0,,47975.5,0.5845
Pennsylvania State University-Penn State Wilkes-Barre,,,,,,,,,,,0.0,0.0,,,,,1840.0,,47975.5,0.5845
Pennsylvania State University-Penn State Scranton,,,,,,,,,,,0.0,0.0,,,,,1840.0,,47975.5,0.5845
Pennsylvania State University-Penn State Lehigh Valley,,,,,,,,,,,0.0,0.0,,,,,1840.0,,47975.5,0.5845
Pennsylvania State University-Penn State Altoona,,,,,,,,,,,0.0,0.0,,,,,1840.0,,47975.5,0.5845
Pennsylvania State University-Penn State Beaver,,,,,,,,,,,0.0,0.0,,,,,1840.0,,47975.5,0.5845
Pennsylvania State University-Penn State Berks,,,,,,,,,,,0.0,0.0,,,,,1840.0,,47975.5,0.5845
Pennsylvania State University-Penn State Harrisburg,,,,,,,,,,,0.0,0.0,,,,,1840.0,,47975.5,0.5845
Pennsylvania State University-Penn State Brandywine,,,,,,,,,,,0.0,0.0,,,,,1840.0,,47975.5,0.5845
Pennsylvania State University-Penn State DuBois,,,,,,,,,,,0.0,0.0,,,,,1840.0,,36066.0,0.5845
Pennsylvania State University-Penn State Fayette- Eberly,,,,,,,,,,,0.0,0.0,,,,,1840.0,,47975.5,0.5845
Pennsylvania State University-Penn State Hazleton,,,,,,,,,,,0.0,0.0,,,,,1840.0,,47975.5,0.5845
Pennsylvania State University-Main Campus,27372.0,,10701.0,0.7605,0.478,,,,,,15328.0,1469.0,,,,,1840.0,1.0,47975.5,0.5845
Pennsylvania State University-Penn State Greater Allegheny,,,,,,,,,,,0.0,0.0,,,,,1840.0,,47975.5,0.5845
Pennsylvania State University-Penn State Mont Alto,,,,,,,,,,,0.0,0.0,,,,,1840.0,,47975.5,0.5845
Pennsylvania State University-Penn State Abington,,,,,,,,,,,0.0,0.0,,,,,1840.0,,47975.5,0.5845
Pennsylvania State University-Penn State Schuylkill,,,,,,,,,,,0.0,0.0,,,,,1840.0,,47975.5,0.5845
Pennsylvania State University-Penn State York,,,,,,,,,,,0.0,0.0,,,,,1840.0,,47975.5,0.5845
Peirce College,,10128.0,7583.0,1.0,0.7298,,,,,,89.0,5.0,,,,,1600.0,,47975.5,0.5845
Penn Commercial Business/Technical School,,15047.0,2860.0,0.8,0.6793,,,,,,,,,,,,2835.0,3.0,27754.0,0.5845
Pennco Tech-Bristol,,21071.0,4865.0,0.5806,0.6558,,,,,,,,19360.0,7.0,,,,,27754.0,0.5845
Pennsylvania Academy of the Fine Arts,,26284.0,7187.0,0.1739,0.4774,,,,,,80.0,,,,,,1612.0,3.0,47975.5,0.5845
Pennsylvania Gunsmith School,,26461.0,,,0.2788,,,,,,,,35474.0,16.0,,,,,27754.0,0.5845
Cortiva Institute-King of Prussia,,21529.0,,,0.8476,,,,,,,,13951.0,7.0,,,,,27754.0,0.5845
Pennsylvania College of Art and Design,,26407.0,4186.0,0.1646,0.8367,,,,,,,1.0,,,,,1568.0,2.0,47975.5,0.5845
University of Pennsylvania,,25802.0,18277.0,0.7779,0.1268,,,,,,14803.0,1098.0,,,,,1358.0,1.0,47975.5,0.5845
The University of the Arts,,40332.0,6953.0,1.0,0.842,,,,,,162.0,20.0,,,,,4014.0,3.0,47975.5,0.5845
Cairn University-Langhorne,,21859.0,6253.0,0.3077,0.6818,,,,,,356.0,23.0,,,,,1060.0,1.0,47975.5,0.5845
Philadelphia College of Osteopathic Medicine,,,,,,,,,,,2943.0,,,,,,,,,0.5845
University of the Sciences,,33637.0,8456.0,0.9894,0.6726,,,,,,913.0,14.0,,,,,1050.0,1.0,47975.5,0.5845
Community College of Philadelphia,7165.0,,7244.0,0.4306,0.34,,,,,,,1052.0,,,,,2400.0,,36066.0,0.5845
University of Pittsburgh-Bradford,18906.0,,7545.0,0.7778,0.765,,,,,,,30.0,,,,,826.0,1.0,47975.5,0.5845
University of Pittsburgh-Greensburg,17823.0,,7285.0,0.8125,0.6737,,,,,,,19.0,,,,,826.0,1.0,47975.5,0.5845
University of Pittsburgh-Johnstown,19712.0,,7602.0,0.953,0.6892,,,,,,,7.0,,,,,826.0,1.0,47975.5,0.5845
University of Pittsburgh-Pittsburgh Campus,27938.0,,11116.0,0.7614,0.4829,,,,,,9301.0,4368.0,,,,,755.0,1.0,47975.5,0.5845
University of Pittsburgh-Titusville,17609.0,,6913.0,0.7333,0.8489,,,,,,,,,,,,826.0,1.0,36066.0,0.5845
Beaver Falls Beauty Academy,,12408.0,,,0.8246,,,,,,,,17225.0,11.0,,,,,27754.0,0.5845
Pittsburgh Institute of Aeronautics,,30923.0,3805.0,1.0,0.5671,,,,,,,,,,,,2586.0,,27754.0,0.5845
Pittsburgh Institute of Mortuary Science Inc,,,8054.0,,0.5134,,,,,,,,24820.0,11.0,,,,,36066.0,0.5845
Pittsburgh Technical College,,24695.0,5313.0,0.5935,0.8395,,,,,,,18.0,,,,,2050.0,,36066.0,0.5845
Pittsburgh Theological Seminary,,,10426.0,1.0,,,,,,,199.0,,,,,,,,,0.5845
Point Park University,,21470.0,8371.0,0.216,0.7612,,,,,,829.0,38.0,,,,,1200.0,1.0,47975.5,0.5845
Joseph F McCloskey School of Nursing,,,,,0.9538,,,,,,,,,,,,,,27754.0,0.5845
The Salon Professional Academy-Altoona,,13415.0,,,0.6429,,,,,,,,15860.0,9.0,,,,,27754.0,0.5845
Reading Area Community College,9926.0,,6383.0,1.0,0.3208,,,,,,,873.0,,,,,1800.0,,36066.0,0.5845
Reading Hospital School of Health Sciences,,17646.0,,,0.7872,,,,,,,,,,,,1210.0,1.0,27754.0,0.5845
Reconstructionist Rabbinical College,,,7368.0,0.8333,,,,,,,32.0,,,,,,,,,0.5845
Reformed Presbyterian Theological Seminary,,,7965.0,,,,,,,,114.0,,,,,,,,,0.5845
Walnut Hill College,,32698.0,5182.0,0.7083,0.8239,,,,,,,,,,,,1560.0,2.0,36066.0,0.5845
Robert Morris University Illinois,,20636.0,7011.0,0.3306,0.7416,,,,,,197.0,1.0,,,,,1500.0,2.0,47975.5,0.5845
Rosedale Technical College,,18341.0,4810.0,0.7568,0.6715,,,,,,,,,,,,2230.0,3.0,36066.0,0.5845
Rosemont College,,22680.0,5313.0,0.3153,0.6503,,,,,,384.0,26.0,,,,,1500.0,5.0,47975.5,0.5845
University of Saint Francis-Fort Wayne,,17796.0,6736.0,0.4557,0.7087,,,,,,504.0,4.0,,,,,1200.0,1.0,47975.5,0.5845
Mount Saint Joseph University,,21913.0,6840.0,0.9817,0.5877,,,,,,650.0,310.0,,,,,1200.0,1.0,47975.5,0.5845
College of Mount Saint Vincent,,18220.0,9022.0,0.3727,0.7561,,,,,,210.0,26.0,,,,,1185.0,1.0,47975.5,0.5845
Saint Vincent de Paul Regional Seminary,,,6457.0,0.6765,,,,,,,131.0,,,,,,,,,0.5845
Schuylkill Technology Center,14196.0,,,,0.7949,,,,,,,,18985.0,12.0,,,,,27754.0,0.5845
Pennsylvania State University-Penn State Scranton,,,,,,,,,,,0.0,0.0,,,,,1840.0,,47975.5,0.5845
Seton Hill University,,23620.0,7668.0,0.9352,0.6258,,,,,,345.0,43.0,,,,,1200.0,2.0,47975.5,0.5845
UPMC Shadyside School of Nursing,,25902.0,,,0.7757,,,,,,,,,,,,2050.0,3.0,27754.0,0.5845
Sharon Regional School of Nursing,,12261.0,,,0.7294,,,,,,,,,,,,700.0,,27754.0,0.5845
Laurel Technical Institute,,5996.0,3357.0,0.5161,0.7798,,,,,,,,,,,,1113.0,3.0,27754.0,0.5845
Shippensburg University of Pennsylvania,22054.0,,10351.0,0.7443,0.6816,,,,,,810.0,154.0,,,,,1200.0,1.0,47975.5,0.5845
Slippery Rock University of Pennsylvania,19926.0,,9689.0,0.8405,0.6828,,,,,,1338.0,72.0,,,,,1624.0,1.0,47975.5,0.5845
Saint Charles Borromeo Seminary-Overbrook,,36513.0,3915.0,1.0,0.4154,,,,,,144.0,3.0,,,,,1250.0,3.0,47975.5,0.5845
South Hills Beauty Academy,,15123.0,,,0.4917,,,,,,,,18845.0,13.0,,,,,27754.0,0.5845
St Lukes Hospital School of Nursing,,,,,0.8344,,,,,,,,,,,,,,27754.0,0.5845
The Beauty Institute,,17338.0,,,0.8095,,,,,,,,19800.0,9.0,,,,,27754.0,0.5845
Susquehanna University,,25724.0,8229.0,0.6192,0.7158,,,,,,3.0,114.0,,,,,1200.0,2.0,47975.5,0.5845
Swarthmore College,,19184.0,13598.0,0.8902,0.1536,,,,,,,10.0,,,,,1400.0,1.0,47975.5,0.5845
Thaddeus Stevens College of Technology,8108.0,,8455.0,1.0,0.5223,,,,,,,8.0,,,,,1000.0,2.0,36066.0,0.5845
Talmudical Yeshiva of Philadelphia,,10209.0,4946.0,,0.0,,,,,,,,,,,,900.0,3.0,47975.5,0.5845
Temple University,23521.0,,11234.0,0.5363,0.6083,,,,,,10068.0,418.0,,,,,1479.0,3.0,47975.5,0.5845
Theological Seminary of the Reformed Episcopal Church,,,2759.0,,,,,,,,15.0,,,,,,,,,0.5845
Thiel College,,23731.0,6771.0,0.6706,0.8019,,,,,,,35.0,,,,,1000.0,1.0,47975.5,0.5845
Thomas Jefferson University,,25162.0,8920.0,0.2189,0.6561,,,,,,4361.0,65.0,,,,,1600.0,1.0,47975.5,0.5845
Triangle Tech Inc-Pittsburgh,,19502.0,3818.0,1.0,0.7315,,,,,,,,,,,,1286.0,,36066.0,0.5845
Triangle Tech Inc-Greensburg,,18415.0,3663.0,0.875,0.7167,,,,,,,,,,,,1371.0,,36066.0,0.5845
Triangle Tech Inc-Dubois,,19692.0,3666.0,1.0,0.7477,,,,,,,,,,,,1184.0,,36066.0,0.5845
Trinity Episcopal School for Ministry,,,7481.0,0.1897,,,,,,,160.0,,,,,,,,,0.5845
Ursinus College,,28390.0,9063.0,0.7542,0.6627,,,,,,,17.0,,,,,1000.0,5.0,47975.5,0.5845
University of Valley Forge,,20636.0,5683.0,0.266,0.7401,,,,,,51.0,46.0,,,,,1500.0,2.0,47975.5,0.5845
Valley Forge Military College,,35305.0,4894.0,1.0,0.7157,,,,,,,20.0,,,,,1000.0,,36066.0,0.5845
Venus Beauty Academy,,20432.0,,,0.4328,,,,,,,,19840.0,11.0,,,,,27754.0,0.5845
Villanova University,,41027.0,11528.0,0.6368,0.41,,,,,,3983.0,86.0,,,,,1100.0,1.0,47975.5,0.5845
Washington Hospital School of Nursing,,,,,0.7931,,,,,,,,,,,,,,27754.0,0.5845
Waynesburg University,,18822.0,6959.0,0.3767,0.8263,,,,,,351.0,7.0,,,,,1500.0,1.0,47975.5,0.5845
Welder Training and Testing Institute,,19641.0,,,0.3091,,,,,,,,11600.0,9.0,,,,,27754.0,0.5845
West Chester University of Pennsylvania,22495.0,,9882.0,0.7109,0.5998,,,,,,3054.0,275.0,,,,,1200.0,1.0,47975.5,0.5845
Western Pennsylvania Hospital School of Nursing,,16370.0,,,0.7317,,,,,,,,,,,,1382.0,2.0,27754.0,0.5845
Pittsburgh Institute of Aeronautics,,30923.0,3805.0,1.0,0.5671,,,,,,,,,,,,2586.0,,27754.0,0.5845
Westminster College,,20674.0,8091.0,1.0,0.4416,,,,,,475.0,24.0,,,,,1000.0,1.0,47975.5,0.5845
Westminster Theological Seminary in California,,,7485.0,0.6,,,,,,,133.0,,,,,,,,,0.5845
Westmoreland County Community College,6483.0,,7104.0,0.2314,0.3329,,,,,,,1392.0,,,,,1600.0,,36066.0,0.5845
Widener University,,31345.0,9151.0,0.4081,0.6502,,,,,,3273.0,169.0,,,,,1300.0,1.0,47975.5,0.5845
Wilkes University,,26641.0,9128.0,0.4449,0.7055,,,,,,2329.0,118.0,,,,,1600.0,1.0,47975.5,0.5845
Williamson College of the Trades,,1012.0,6359.0,0.6389,0.0,,,,,,,,,,,,490.0,3.0,36066.0,0.5845
Warren Wilson College,,22858.0,5773.0,0.5752,0.5875,,,,,,85.0,18.0,,,,,850.0,5.0,47975.5,0.5845
Yeshivath Beth Moshe,,7825.0,5127.0,,0.0,,,,,,2.0,,,,,,220.0,3.0,47975.5,0.5845
York College of Pennsylvania,,20652.0,8997.0,0.4027,0.6731,,,,,,269.0,99.0,,,,,1200.0,1.0,47975.5,0.5845
YTI Career Institute-York,,15684.0,3223.0,,0.7665,,,,,,,,33401.0,21.0,,,,,36066.0,0.5845
John Brown University,,21963.0,7083.0,0.9843,0.4419,,,,,,542.0,330.0,,,,,800.0,1.0,47975.5,0.5845
Bryant University,,39234.0,14279.0,0.5623,0.5453,,,,,,381.0,27.0,,,,,1400.0,3.0,47975.5,0.5845
New England Institute of Technology,,31690.0,6866.0,0.3885,0.7542,,,,,,190.0,,,,,,1521.0,5.0,36066.0,0.5845
New England Tractor Trailer Training School of Rhode Island,,13654.0,,,0.8937,,,,,,,,10695.0,6.0,,,,,27754.0,0.5845
Providence College,,38296.0,10965.0,0.6479,0.5102,,,,,,522.0,50.0,,,,,1100.0,5.0,47975.5,0.5845
Rhode Island College,10922.0,,9062.0,1.0,0.5495,,,,,,1091.0,139.0,,,,,1200.0,1.0,47975.5,0.5845
Community College of Rhode Island,5878.0,,6773.0,1.0,0.1349,,,,,,,949.0,,,,,1200.0,,36066.0,0.5845
University of Rhode Island,20607.0,,9936.0,0.6697,0.6422,,,,,,2917.0,871.0,,,,,1250.0,1.0,47975.5,0.5845
Rhode Island School of Design,,43982.0,10494.0,0.4252,0.344,,,,,,492.0,,,,,,2700.0,1.0,47975.5,0.5845
Roger Williams University,,36456.0,12321.0,0.4064,0.5865,,,,,,315.0,165.0,,,,,900.0,3.0,47975.5,0.5845
Salve Regina University,,34644.0,8853.0,0.9297,0.7491,,,,,,604.0,27.0,,,,,1450.0,2.0,47975.5,0.5845
Empire Beauty School-Warwick,,17592.0,,,0.5333,,,,,,,,20000.0,9.0,,,,,27754.0,0.5845
Northpoint Bible College,,24482.0,5629.0,0.1408,0.6136,,,,,,63.0,,,,,,1800.0,,47975.5,0.5845
Aiken Technical College,1854.0,,5721.0,0.3125,0.2072,,,,,,,141.0,,,,,1500.0,,36066.0,0.5845
Allen University,,14306.0,4923.0,1.0,0.8881,,,,,,63.0,1.0,,,,,1000.0,2.0,47975.5,0.5845
The University of Texas MD Anderson Cancer Center,,,11443.0,1.0,0.3287,,,,,,25.0,,,,,,,,47975.5,0.5845
Charleston Southern University,,17804.0,6039.0,0.6254,0.5912,,,,,,593.0,127.0,,,,,1400.0,1.0,47975.5,0.5845
Technical College of the Lowcountry,6991.0,,5667.0,0.3813,0.1135,,,,,,,444.0,,,,,1240.0,,36066.0,0.5845
College of Saint Benedict,,25785.0,8603.0,0.8402,0.6706,,,,,,,12.0,,,,,1000.0,1.0,47975.5,0.5845
Bob Jones University,,12923.0,4517.0,0.6982,0.317,,,,,,357.0,236.0,,,,,1200.0,,47975.5,0.5845
Southern Wesleyan University,,17750.0,5615.0,1.0,0.6933,,,,,,280.0,70.0,,,,,1060.0,1.0,47975.5,0.5845
Charleston Cosmetology Institute,,19241.0,,,0.6389,,,,,,,,17500.0,13.0,,,,,27754.0,0.5845
College of Charleston,19000.0,,8824.0,0.6261,0.4193,,,,,,945.0,313.0,,,,,1236.0,1.0,47975.5,0.5845
Charzanne Beauty College,,15604.0,,,0.6757,,,,,,,,17600.0,13.0,,,,,27754.0,0.5845
Northeastern Technical College,4957.0,,4459.0,0.2159,0.0,,,,,,,292.0,,,,,1700.0,,36066.0,0.5845
Citadel Military College of South Carolina,18548.0,,8884.0,0.6361,0.4785,,,,,,844.0,15.0,,,,,8000.0,1.0,47975.5,0.5845
Claflin University,,18136.0,7176.0,0.6497,0.8514,,,,,,84.0,40.0,,,,,1900.0,1.0,47975.5,0.5845
Clemson University,20008.0,,10621.0,0.9251,0.3853,,,,,,5627.0,121.0,,,,,1436.0,1.0,47975.5,0.5845
Clinton Community College,6082.0,,5859.0,0.54,0.2919,,,,,,,517.0,,,,,1100.0,,36066.0,0.5845
Coker University,,13472.0,5651.0,0.6296,0.6381,,,,,,136.0,3.0,,,,,2000.0,1.0,47975.5,0.5845
Columbia International University,,18004.0,4894.0,0.8837,0.5706,,,,,,843.0,94.0,,,,,600.0,1.0,47975.5,0.5845
Fortis College-Columbia,,20445.0,5781.0,0.1143,0.7026,,,,,,,,,,,,1070.0,,27754.0,0.5845
Converse College,,12685.0,6365.0,0.9643,0.7412,,,,,,647.0,,,,,,1350.0,5.0,47975.5,0.5845
Denmark Technical College,13440.0,,4791.0,0.6154,0.3824,,,,,,,206.0,,,,,1500.0,,27754.0,0.5845
Erskine College,,31899.0,4954.0,1.0,0.6906,,,,,,128.0,,,,,,2100.0,1.0,47975.5,0.5845
Florence-Darlington Technical College,3725.0,,5873.0,0.4726,0.1495,,,,,,,388.0,,,,,1248.0,,36066.0,0.5845
Francis Marion University,12742.0,,7440.0,0.6958,0.572,,,,,,440.0,696.0,,,,,1157.0,1.0,47975.5,0.5845
Furman University,,30861.0,9788.0,0.806,0.3139,,,,,,140.0,17.0,,,,,810.0,5.0,47975.5,0.5845
Greenville Technical College,7016.0,,5269.0,0.418,0.2119,,,,,,,1958.0,,,,,1139.0,,36066.0,0.5845
Horry-Georgetown Technical College,5016.0,,5989.0,0.5265,0.3623,,,,,,,841.0,,,,,1560.0,,36066.0,0.5845
Kenneth Shuler School of Cosmetology-North Augusta,,14803.0,,,0.6703,,,,,,,,19887.0,13.0,,,,,27754.0,0.5845
Kenneth Shuler School of Cosmetology and Nails-Columbia,,15800.0,,,0.6598,,,,,,,,19887.0,13.0,,,,,27754.0,0.5845
Lander University,12981.0,,6539.0,0.5725,0.6219,,,,,,82.0,106.0,,,,,1200.0,1.0,47975.5,0.5845
Limestone University,,22707.0,5302.0,1.0,0.7166,,,,,,90.0,,,,,,2304.0,1.0,47975.5,0.5845
Medical University of South Carolina,,,10113.0,0.8339,0.7143,,,,,,2646.0,,,,,,,,47975.5,0.5845
Midlands Technical College,4974.0,,6339.0,0.3687,0.2831,,,,,,,686.0,,,,,1640.0,,36066.0,0.5845
Robert Morris University Illinois,,20636.0,7011.0,0.3306,0.7416,,,,,,197.0,1.0,,,,,1500.0,2.0,47975.5,0.5845
Newberry College,,19539.0,5741.0,1.0,0.9108,,,,,,,9.0,,,,,772.0,1.0,47975.5,0.5845
North Greenville University,,22058.0,5765.0,0.83,0.7883,,,,,,260.0,326.0,,,,,2244.0,1.0,47975.5,0.5845
Orangeburg Calhoun Technical College,6012.0,,5303.0,0.4832,0.1684,,,,,,,641.0,,,,,1400.0,,27754.0,0.5845
Piedmont Technical College,10403.0,,5388.0,0.4286,0.379,,,,,,,768.0,,,,,2000.0,,36066.0,0.5845
Presbyterian College,,19152.0,8241.0,1.0,0.5019,,,,,,251.0,76.0,,,,,1200.0,5.0,47975.5,0.5845
University of South Carolina Aiken,15050.0,,7155.0,0.5623,0.5362,,,,,,468.0,292.0,,,,,1240.0,1.0,47975.5,0.5845
University of South Carolina Beaufort,16719.0,,7247.0,0.5657,0.6144,,,,,,7.0,104.0,,,,,1260.0,1.0,47975.5,0.5845
University of South Carolina-Columbia,20509.0,,10667.0,0.7124,0.4497,,,,,,7862.0,436.0,,,,,1085.0,1.0,47975.5,0.5845
University of South Carolina-Lancaster,8229.0,,6118.0,0.5851,0.2285,,,,,,,864.0,,,,,1600.0,1.0,36066.0,0.5845
