School,avg_cost_public,avg_cost_private,faculy_salary,ft_faculty_rate,federal_loan_rate,student_count,students_with_any_loan,students_with_pell_grant,married,veteran,grad_students,undergrads_non_degree_seeking,full_program_cost,avg_month_completion,three_yrs_after_not_working_not_enrolled,three_yrs_after_working_not_enrolled,booksupply_cost,test_requirements,ten_yrs_after_entry_earnings,completion_rate
SUNY Morrisville,19350.0,,6178.0,0.5959,0.6832,,,,,,,177.0,,,,,1600.0,1.0,36066.0,0.5845
SUNY at Albany,18577.0,,9870.0,0.5963,0.5729,,,,,,4258.0,133.0,,,,,1000.0,1.0,47975.5,0.5845
Binghamton University,19353.0,,9973.0,0.6954,0.4346,,,,,,3959.0,9.0,,,,,1000.0,1.0,47975.5,0.5845
University at Buffalo,18194.0,,10735.0,0.6373,0.4684,,,,,,10002.0,161.0,,,,,1203.0,1.0,47975.5,0.5845
Stony Brook University,15160.0,,12149.0,0.6125,0.365,,,,,,8905.0,142.0,,,,,900.0,1.0,47975.5,0.5845
SUNY College of Environmental Science and Forestry,19737.0,,8875.0,0.7097,0.4696,,,,,,397.0,2.0,,,,,1200.0,1.0,47975.5,0.5845
SUNY Polytechnic Institute,13809.0,,9610.0,0.4658,0.4681,,,,,,790.0,139.0,,,,,1400.0,1.0,47975.5,0.5845
SUNY Brockport,15882.0,,7566.0,0.5523,0.6637,,,,,,1251.0,49.0,,,,,1016.0,1.0,47975.5,0.5845
University at Buffalo,18194.0,,10735.0,0.6373,0.4684,,,,,,10002.0,161.0,,,,,1203.0,1.0,47975.5,0.5845
SUNY Cortland,18705.0,,6798.0,0.5535,0.6634,,,,,,539.0,14.0,,,,,1000.0,5.0,47975.5,0.5845
SUNY at Fredonia,14824.0,,7139.0,0.5655,0.7095,,,,,,225.0,27.0,,,,,1200.0,1.0,47975.5,0.5845
SUNY College at Geneseo,18924.0,,7659.0,0.638,0.5074,,,,,,104.0,25.0,,,,,1000.0,1.0,47975.5,0.5845
State University of New York at New Paltz,17171.0,,7373.0,0.5157,0.5211,,,,,,950.0,135.0,,,,,1500.0,1.0,47975.5,0.5845
SUNY Oneonta,17470.0,,6958.0,0.6038,0.5959,,,,,,464.0,18.0,,,,,1200.0,1.0,47975.5,0.5845
SUNY College at Oswego,15665.0,,7110.0,0.643,0.6516,,,,,,910.0,39.0,,,,,1000.0,1.0,47975.5,0.5845
SUNY College at Potsdam,13704.0,,6543.0,0.7115,0.7368,,,,,,276.0,8.0,,,,,900.0,3.0,47975.5,0.5845
SUNY at Purchase College,18326.0,,7520.0,0.4022,0.5063,,,,,,106.0,84.0,,,,,1240.0,5.0,47975.5,0.5845
SUNY College of Optometry,,,10558.0,0.6099,,,,,,,409.0,,,,,,,,,0.5845
SUNY College at Old Westbury,10557.0,,8807.0,0.4217,0.3656,,,,,,317.0,130.0,,,,,2500.0,1.0,47975.5,0.5845
SUNY College at Plattsburgh,15845.0,,7152.0,0.5826,0.6166,,,,,,387.0,77.0,,,,,1320.0,1.0,47975.5,0.5845
SUNY Downstate Health Sciences University,,,11993.0,0.7589,0.5024,,,,,,1717.0,,,,,,,,47975.5,0.5845
SUNY Empire State College,12142.0,,7366.0,0.2095,0.3265,,,,,,1345.0,997.0,,,,,1528.0,,47975.5,0.5845
SUNY Maritime College,20616.0,,7639.0,0.6917,0.4981,,,,,,152.0,12.0,,,,,1500.0,1.0,47975.5,0.5845
Upstate Medical University,,,7377.0,0.6874,0.4779,,,,,,1350.0,3.0,,,,,,,47975.5,0.5845
Swedish Institute a College of Health Sciences,,33177.0,5244.0,0.6946,0.8423,,,,,,,2.0,,,,,1800.0,,36066.0,0.5845
Syracuse University,,34482.0,12051.0,0.6685,0.4203,,,,,,7575.0,421.0,,,,,1536.0,1.0,47975.5,0.5845
Talmudical Seminary Oholei Torah,,16557.0,4996.0,0.7714,0.0,,,,,,,,,,,,200.0,3.0,47975.5,0.5845
Talmudical Institute of Upstate New York,,,2727.0,,0.0,,,,,,7.0,,,,,,200.0,3.0,47975.5,0.5845
Teachers College at Columbia University,,,14821.0,0.3785,,,,,,,4489.0,,,,,,,,,0.5845
Tompkins Cortland Community College,11584.0,,7207.0,0.1787,0.4239,,,,,,,307.0,,,,,1100.0,,36066.0,0.5845
Torah Temimah Talmudical Seminary,,7300.0,8255.0,,0.0,,,,,,,,,,,,200.0,3.0,47975.5,0.5845
Touro College,,19272.0,8198.0,0.4237,0.2663,,,,,,5942.0,722.0,,,,,822.0,2.0,47975.5,0.5845
Trocaire College,,15485.0,7439.0,0.1748,0.745,,,,,,,135.0,,,,,1200.0,,36066.0,0.5845
Excelsior College,,,,,0.1252,,,,,,2571.0,,,,,,,,47975.5,0.5845
Ulster County Community College,4820.0,,6117.0,0.5973,0.1117,,,,,,,1746.0,,,,,1200.0,,36066.0,0.5845
Pacific Union College,,21835.0,6351.0,0.9205,0.7817,,,,,,3.0,17.0,,,,,1971.0,1.0,47975.5,0.5845
Union Theological Seminary in the City of New York,,,9986.0,1.0,,,,,,,246.0,,,,,,,,,0.5845
United Talmudical Seminary,,9659.0,3252.0,0.4973,0.0,,,,,,745.0,,,,,,512.0,,47975.5,0.5845
United States Merchant Marine Academy,6433.0,,10098.0,0.8031,0.0622,,,,,,18.0,,,,,,3000.0,1.0,47975.5,0.5845
United States Military Academy,,,9907.0,1.0,,,,,,,,,,,,,,1.0,47975.5,0.5845
Utica College,,22471.0,8352.0,0.3405,0.7227,,,,,,1459.0,114.0,,,,,1400.0,2.0,47975.5,0.5845
Vassar College,,26208.0,12358.0,0.8297,0.4137,,,,,,,18.0,,,,,900.0,1.0,47975.5,0.5845
Villa Maria College,,12243.0,4345.0,0.2128,0.7702,,,,,,,4.0,,,,,1100.0,3.0,47975.5,0.5845
School of Visual Arts,,44616.0,3217.0,0.4029,0.3271,,,,,,690.0,20.0,,,,,1868.0,1.0,47975.5,0.5845
Wagner College,,33307.0,8333.0,0.9825,0.5851,,,,,,419.0,28.0,,,,,871.0,2.0,47975.5,0.5845
Webb Institute,,15684.0,10047.0,0.5625,0.1442,,,,,,,,,,,,700.0,1.0,47975.5,0.5845
Wells College,,21307.0,6638.0,0.717,0.8535,,,,,,,6.0,,,,,1050.0,5.0,47975.5,0.5845
The College of Westchester,,17552.0,6044.0,0.3099,0.8144,,,,,,,65.0,,,,,1000.0,3.0,36066.0,0.5845
SUNY Westchester Community College,8050.0,,10369.0,0.2238,0.0665,,,,,,,1243.0,,,,,2400.0,,36066.0,0.5845
Westchester School of Beauty Culture,,9504.0,,,0.2816,,,,,,,,14500.0,9.0,,,,,27754.0,0.5845
Word of Life Bible Institute,,10709.0,,,0.5372,,,,,,,,,,,,273.0,,27754.0,0.5845
Yeshiva Karlin Stolin,,8971.0,6876.0,,0.0,,,,,,,,,,,,200.0,3.0,47975.5,0.5845
Yeshiva Derech Chaim,,7213.0,5845.0,0.6522,0.0,,,,,,44.0,,,,,,200.0,3.0,47975.5,0.5845
Yeshiva of Nitra Rabbinical College,,4884.0,2393.0,0.92,0.0,,,,,,30.0,,,,,,300.0,,47975.5,0.5845
Yeshiva Shaar Hatorah,,6032.0,6983.0,,0.0,,,,,,30.0,,,,,,120.0,3.0,47975.5,0.5845
Yeshiva University,,38930.0,12388.0,1.0,0.2394,,,,,,2528.0,117.0,,,,,1250.0,1.0,47975.5,0.5845
Yeshivath Viznitz,,7600.0,2572.0,0.7143,0.0,,,,,,161.0,,,,,,200.0,3.0,47975.5,0.5845
Yeshivath Zichron Moshe,,12600.0,3845.0,,0.0,,,,,,51.0,,,,,,200.0,3.0,36066.0,0.5845
College of the Albemarle,4705.0,,5462.0,0.2534,0.0,,,,,,,1211.0,,,,,1083.0,,36066.0,0.5845
South Piedmont Community College,6278.0,,5372.0,0.3468,0.0,,,,,,,1705.0,,,,,1325.0,,36066.0,0.5845
Appalachian State University,13920.0,,8310.0,0.7569,0.4739,,,,,,1762.0,117.0,,,,,700.0,1.0,47975.5,0.5845
Asheville-Buncombe Technical Community College,7318.0,,5429.0,0.2248,0.1081,,,,,,,2724.0,,,,,2000.0,,36066.0,0.5845
Barton County Community College,8792.0,,5613.0,0.9589,0.1016,,,,,,,1940.0,,,,,1440.0,,36066.0,0.5845
Beaufort County Community College,6403.0,,5302.0,0.2975,0.0,,,,,,,158.0,,,,,1930.0,,27754.0,0.5845
Belmont Abbey College,,21148.0,5127.0,0.619,0.5925,,,,,,,71.0,,,,,1200.0,5.0,47975.5,0.5845
Bennett College,,21356.0,4752.0,0.6094,0.7809,,,,,,,2.0,,,,,1400.0,3.0,47975.5,0.5845
Bladen Community College,7551.0,,5974.0,0.5488,0.0,,,,,,,422.0,,,,,1850.0,,27754.0,0.5845
Blue Ridge Community College,10671.0,,6532.0,0.3385,0.0988,,,,,,,1060.0,,,,,1358.0,,27754.0,0.5845
Brevard College,,22933.0,5098.0,1.0,0.7066,,,,,,,8.0,,,,,1000.0,2.0,47975.5,0.5845
Brunswick Community College,6769.0,,5222.0,0.1319,0.0,,,,,,,574.0,,,,,1230.0,,36066.0,0.5845
Cabarrus College of Health Sciences,,17115.0,6989.0,0.3919,0.8358,,,,,,36.0,2.0,,,,,1400.0,1.0,36066.0,0.5845
Caldwell Community College and Technical Institute,2532.0,,5257.0,0.336,0.0,,,,,,,1362.0,,,,,1200.0,,36066.0,0.5845
Campbell University,,24544.0,8881.0,0.48,0.4922,,,,,,2205.0,32.0,,,,,1600.0,1.0,47975.5,0.5845
Cape Fear Community College,8205.0,,5560.0,0.3072,0.1134,,,,,,,1323.0,,,,,1600.0,,36066.0,0.5845
Carolina School of Broadcasting,,21174.0,,,0.6571,,,,,,,,16750.0,13.0,,,,,27754.0,0.5845
Carteret Community College,11622.0,,5163.0,0.2102,0.0,,,,,,,12.0,,,,,1250.0,,36066.0,0.5845
Catawba College,,18185.0,6872.0,0.6694,0.6727,,,,,,,24.0,,,,,1400.0,1.0,47975.5,0.5845
Catawba Valley Community College,7007.0,,5568.0,0.3,0.0,,,,,,,1669.0,,,,,1850.0,,36066.0,0.5845
Central Carolina Community College,5694.0,,5500.0,0.2534,0.0,,,,,,,2366.0,,,,,1440.0,,27754.0,0.5845
Central Piedmont Community College,6002.0,,5965.0,0.2886,0.0,,,,,,,3046.0,,,,,1637.0,,36066.0,0.5845
Chowan University,,17488.0,7014.0,1.0,0.8845,,,,,,,,,,,,1000.0,1.0,47975.5,0.5845
Cleveland Community College,4682.0,,5554.0,0.23,0.0,,,,,,,770.0,,,,,1200.0,,27754.0,0.5845
Coastal Carolina Community College,7452.0,,5235.0,0.3301,0.0,,,,,,,619.0,,,,,1897.0,,27754.0,0.5845
Craven Community College,10715.0,,5663.0,0.2203,0.0,,,,,,,462.0,,,,,1300.0,,36066.0,0.5845
Davidson County Community College,6255.0,,5865.0,0.2675,0.1294,,,,,,,1225.0,,,,,1200.0,,27754.0,0.5845
Davidson County Community College,6255.0,,5865.0,0.2675,0.1294,,,,,,,1225.0,,,,,1200.0,,27754.0,0.5845
Duke University,,27020.0,16863.0,0.9364,0.2885,,,,,,10037.0,103.0,,,,,1434.0,1.0,47975.5,0.5845
Durham Technical Community College,7159.0,,4860.0,0.1841,0.1021,,,,,,,1367.0,,,,,1300.0,,27754.0,0.5845
East Carolina University,15844.0,,8623.0,0.7892,0.5275,,,,,,5570.0,1089.0,,,,,1490.0,1.0,47975.5,0.5845
Edgecombe Community College,4868.0,,5561.0,0.3117,0.3017,,,,,,,491.0,,,,,1500.0,,36066.0,0.5845
Elizabeth City State University,2350.0,,7621.0,0.8333,0.6167,,,,,,77.0,69.0,,,,,850.0,1.0,47975.5,0.5845
Elon University,,37230.0,9436.0,0.7531,0.2781,,,,,,811.0,,,,,,900.0,1.0,47975.5,0.5845
Fayetteville Technical Community College,5366.0,,6169.0,0.4251,0.361,,,,,,,2187.0,,,,,1096.0,,27754.0,0.5845
Fayetteville State University,5899.0,,8638.0,0.792,0.5688,,,,,,907.0,583.0,,,,,420.0,1.0,47975.5,0.5845
Forsyth Technical Community College,4097.0,,5453.0,1.0,0.7463,,,,,,,1306.0,,,,,1700.0,,36066.0,0.5845
Gardner-Webb University,,21296.0,6882.0,0.9744,0.5938,,,,,,1519.0,3.0,,,,,1850.0,1.0,47975.5,0.5845
Gaston College,8486.0,,5916.0,1.0,0.0,,,,,,,89.0,,,,,1989.0,,27754.0,0.5845
Greensboro College,,18764.0,6175.0,1.0,0.6849,,,,,,154.0,111.0,,,,,1400.0,1.0,47975.5,0.5845
Guilford College,,22996.0,7011.0,0.5642,0.7224,,,,,,11.0,168.0,,,,,1270.0,5.0,47975.5,0.5845
Guilford Technical Community College,8584.0,,6139.0,0.3859,0.3215,,,,,,,1562.0,,,,,1096.0,,36066.0,0.5845
Halifax Community College,3663.0,,4707.0,0.2117,0.0,,,,,,,471.0,,,,,1400.0,,27754.0,0.5845
Haywood Community College,5780.0,,5680.0,0.2305,0.0,,,,,,,539.0,,,,,1390.0,,27754.0,0.5845
Heritage Bible College,,,1988.0,,0.7813,,,,,,,,,,,,1000.0,,47975.5,0.5845
South University-High Point,,,,,,,,,,,5.0,,,,,,,,47975.5,0.5845
Isothermal Community College,4837.0,,5991.0,0.2932,0.0,,,,,,,865.0,,,,,1650.0,,27754.0,0.5845
James Sprunt Community College,3847.0,,5204.0,0.2222,0.0,,,,,,,320.0,,,,,1800.0,,36066.0,0.5845
Johnson C Smith University,,19220.0,6419.0,0.557,0.8608,,,,,,59.0,6.0,,,,,1200.0,1.0,47975.5,0.5845
Johnston Community College,6078.0,,6272.0,0.2684,0.0,,,,,,,1369.0,,,,,1428.0,,27754.0,0.5845
Lees-McRae College,,21024.0,5438.0,0.5043,0.7039,,,,,,,15.0,,,,,550.0,2.0,47975.5,0.5845
Lenoir Community College,5212.0,,5146.0,1.0,0.0,,,,,,,1032.0,,,,,1800.0,,27754.0,0.5845
Lenoir-Rhyne University,,18924.0,7275.0,1.0,0.6033,,,,,,896.0,127.0,,,,,1160.0,1.0,47975.5,0.5845
Leons Beauty School Inc,,3987.0,,,0.0,,,,,,,,8500.0,10.0,,,,,27754.0,0.5845
Livingstone College,,18006.0,5408.0,0.825,0.9063,,,,,,,8.0,,,,,1300.0,1.0,47975.5,0.5845
Louisburg College,,24772.0,4639.0,0.6735,0.9697,,,,,,,,,,,,300.0,1.0,36066.0,0.5845
Mars Hill University,,18735.0,5265.0,0.9904,0.8193,,,,,,24.0,7.0,,,,,,1.0,47975.5,0.5845
Martin Community College,6556.0,,5402.0,0.1637,0.0,,,,,,,593.0,,,,,1100.0,,36066.0,0.5845
Mayland Community College,9035.0,,5395.0,0.2215,0.0,,,,,,,4.0,,,,,1165.0,,27754.0,0.5845
McDowell Technical Community College,4867.0,,5156.0,0.2647,0.0,,,,,,,588.0,,,,,1200.0,,36066.0,0.5845
Meredith College,,23683.0,7608.0,0.9937,0.6163,,,,,,282.0,33.0,,,,,850.0,1.0,47975.5,0.5845
Methodist University,,32906.0,7161.0,0.5304,0.5198,,,,,,322.0,21.0,,,,,1400.0,1.0,47975.5,0.5845
Platt College-Miller-Motte-Wilmington,,23998.0,3958.0,0.0097,0.6389,,,,,,,,25240.0,15.0,,,,,36066.0,0.5845
Mitchell Community College,6934.0,,5651.0,0.2381,0.0,,,,,,,1370.0,,,,,1590.0,,27754.0,0.5845
Mitchells Academy,,10115.0,,,0.5,,,,,,,,17150.0,13.0,,,,,27754.0,0.5845
Fulton-Montgomery Community College,9183.0,,8492.0,0.3232,0.2162,,,,,,,627.0,,,,,900.0,,36066.0,0.5845
Montreat College,,22946.0,5394.0,0.2129,0.766,,,,,,119.0,71.0,,,,,1200.0,1.0,47975.5,0.5845
University of Mount Olive,,16437.0,6533.0,1.0,0.6727,,,,,,193.0,138.0,,,,,1350.0,1.0,47975.5,0.5845
College of Wilmington,,21923.0,,,0.854,,,,,,,,18462.0,11.0,,,,,27754.0,0.5845
Nashua Community College,14278.0,,6737.0,0.155,0.3264,,,,,,,236.0,,,,,1400.0,,36066.0,0.5845
University of North Carolina at Asheville,12061.0,,8410.0,0.6869,0.4785,,,,,,13.0,300.0,,,,,1200.0,1.0,47975.5,0.5845
University of North Carolina at Chapel Hill,12352.0,,12783.0,0.7613,0.2541,,,,,,10723.0,140.0,,,,,972.0,1.0,47975.5,0.5845
University of North Carolina at Charlotte,16529.0,,9822.0,0.707,0.5036,,,,,,5545.0,432.0,,,,,1250.0,1.0,47975.5,0.5845
University of North Carolina at Greensboro,12748.0,,8563.0,0.7566,0.5965,,,,,,3615.0,477.0,,,,,1000.0,1.0,47975.5,0.5845
North Carolina Central University,14732.0,,8470.0,0.6331,0.7359,,,,,,1910.0,555.0,,,,,1500.0,1.0,47975.5,0.5845
University of North Carolina School of the Arts,13885.0,,7694.0,0.7673,0.5303,,,,,,157.0,3.0,,,,,1305.0,1.0,47975.5,0.5845
North Carolina State University at Raleigh,16458.0,,11062.0,0.8745,0.3888,,,,,,10331.0,1734.0,,,,,1082.0,1.0,47975.5,0.5845
North Carolina Wesleyan College,,14023.0,6006.0,0.2325,0.7115,,,,,,64.0,,,,,,300.0,1.0,47975.5,0.5845
University of North Carolina Wilmington,19055.0,,8570.0,0.7178,0.4382,,,,,,2714.0,364.0,,,,,1126.0,1.0,47975.5,0.5845
Pamlico Community College,1553.0,,4901.0,0.4737,0.0,,,,,,,163.0,,,,,1220.0,,27754.0,0.5845
William Peace University,,24134.0,5730.0,0.3611,0.7813,,,,,,,50.0,,,,,,1.0,47975.5,0.5845
University of North Carolina at Pembroke,10228.0,,7439.0,0.7761,0.6128,,,,,,1345.0,83.0,,,,,1505.0,1.0,47975.5,0.5845
Pfeiffer University,,33465.0,6645.0,1.0,0.8633,,,,,,380.0,,,,,,1500.0,5.0,47975.5,0.5845
South Piedmont Community College,6278.0,,5372.0,0.3468,0.0,,,,,,,1705.0,,,,,1325.0,,36066.0,0.5845
Pitt Community College,3478.0,,5742.0,0.3957,0.296,,,,,,,2344.0,,,,,1500.0,,36066.0,0.5845
Queens University of Charlotte,,25078.0,7477.0,0.4813,0.6937,,,,,,730.0,79.0,,,,,1200.0,1.0,47975.5,0.5845
Randolph Community College,6124.0,,5439.0,0.1632,0.0,,,,,,,1296.0,,,,,1227.0,,36066.0,0.5845
Richmond Community College,2598.0,,5980.0,0.547,0.0,,,,,,,1095.0,,,,,1500.0,,36066.0,0.5845
Mid-Atlantic Christian University,,20557.0,4905.0,1.0,0.7024,,,,,,,11.0,,,,,1200.0,1.0,47975.5,0.5845
Roanoke-Chowan Community College,3347.0,,5937.0,0.1655,0.0,,,,,,,337.0,,,,,1980.0,,27754.0,0.5845
Robeson Community College,7538.0,,6008.0,0.2992,0.0,,,,,,,558.0,,,,,1650.0,,27754.0,0.5845
Rockingham Community College,2498.0,,5305.0,0.25,0.0,,,,,,,702.0,,,,,1500.0,,36066.0,0.5845
Rowan-Cabarrus Community College,3036.0,,5751.0,0.2541,0.0,,,,,,,2491.0,,,,,1800.0,,27754.0,0.5845
Saint Augustine's University,,18596.0,5894.0,0.561,0.838,,,,,,,,,,,,1000.0,1.0,47975.5,0.5845
Salem Community College,9303.0,,6717.0,1.0,0.1453,,,,,,,144.0,,,,,2000.0,,36066.0,0.5845
Sampson Community College,9908.0,,4254.0,0.3491,0.0,,,,,,,93.0,,,,,2300.0,,36066.0,0.5845
Sandhills Community College,6970.0,,5319.0,0.228,0.0,,,,,,,1447.0,,,,,2000.0,,36066.0,0.5845
Shaw University,,19244.0,5006.0,0.5537,0.8605,,,,,,117.0,4.0,,,,,1300.0,2.0,47975.5,0.5845
Paul Mitchell the School-Fayetteville,,13441.0,,,0.5451,,,,,,,,18575.0,12.0,,,,,27754.0,0.5845
St. Andrews University,,22666.0,4984.0,0.6338,0.5603,,,,,,14.0,20.0,,,,,1000.0,1.0,47975.5,0.5845
Southeastern Community College,7223.0,,6647.0,1.0,0.2578,,,,,,,876.0,,,,,1384.0,,36066.0,0.5845
Southwestern College,4694.0,,9979.0,0.2446,0.0107,,,,,,,1392.0,,,,,1971.0,,36066.0,0.5845
Stanly Community College,7714.0,,4836.0,0.2324,0.0,,,,,,,738.0,,,,,1364.0,,36066.0,0.5845
Southeastern Baptist Theological Seminary,,,5611.0,0.9048,0.0,,,,,,2607.0,,,,,,800.0,2.0,47975.5,0.5845
Surry Community College,6161.0,,5660.0,0.2714,0.0,,,,,,,1498.0,,,,,1700.0,,36066.0,0.5845
Alamance Community College,15869.0,,5356.0,0.2463,0.0,,,,,,,1088.0,,,,,3114.0,,36066.0,0.5845
Tri-County Community College,7431.0,,4885.0,0.1439,0.0,,,,,,,592.0,,,,,1035.0,,36066.0,0.5845
Vance-Granville Community College,2223.0,,5166.0,0.444,0.0,,,,,,,396.0,,,,,1546.0,,36066.0,0.5845
Wake Forest University,,29990.0,11978.0,0.7695,0.2128,,,,,,3208.0,2.0,,,,,1500.0,3.0,47975.5,0.5845
Wake Technical Community College,6876.0,,5640.0,0.4442,0.2612,,,,,,,2860.0,,,,,1800.0,,27754.0,0.5845
Warren Wilson College,,22858.0,5773.0,0.5752,0.5875,,,,,,85.0,18.0,,,,,850.0,5.0,47975.5,0.5845
Watts School of Nursing,,,,,0.7532,,,,,,,,,,,,,,27754.0,0.5845
Wayne County Community College District,5060.0,,7747.0,0.1144,0.1445,,,,,,,4927.0,,,,,1460.0,,36066.0,0.5845
Western Piedmont Community College,3663.0,,5542.0,0.2464,0.0,,,,,,,699.0,,,,,1400.0,,36066.0,0.5845
Wilkes Community College,2520.0,,5151.0,0.2802,0.035,,,,,,,1188.0,,,,,1700.0,,27754.0,0.5845
Wilson Community College,13652.0,,5383.0,1.0,0.1348,,,,,,,831.0,,,,,2500.0,,27754.0,0.5845
Wingate University,,18759.0,7814.0,1.0,0.5759,,,,,,917.0,4.0,,,,,2000.0,1.0,47975.5,0.5845
Carolina Christian College,,7946.0,1917.0,,0.9231,,,,,,14.0,,,,,,800.0,,47975.5,0.5845
Winston Salem Barber School,,4354.0,,,0.0,,,,,,,,11737.0,11.0,,,,,27754.0,0.5845
Winston-Salem State University,12286.0,,8299.0,0.68,0.7247,,,,,,465.0,126.0,,,,,1300.0,1.0,47975.5,0.5845
Western Carolina University,13722.0,,7832.0,0.7086,0.5519,,,,,,1698.0,177.0,,,,,1059.0,1.0,47975.5,0.5845
Rasmussen University-North Dakota,,18939.0,5469.0,0.2466,0.783,,,,,,9.0,2.0,,,,,180.0,,36066.0,0.5845
Bismarck State College,9420.0,,6196.0,0.9672,0.2729,,,,,,,949.0,,,,,1100.0,,36066.0,0.5845
Pennsylvania State University-Dickinson Law,,,,,,,,,,,0.0,0.0,,,,,,,,0.5845
Nueta Hidatsa Sahnish College,12833.0,,5018.0,0.8,0.0,,,,,,,39.0,,,,,1200.0,,36066.0,0.5845
University of Jamestown,,19413.0,6624.0,1.0,0.6979,,,,,,207.0,7.0,,,,,1300.0,1.0,47975.5,0.5845
Lake Region State College,9564.0,,6555.0,0.8889,0.1549,,,,,,,1312.0,,,,,1000.0,,36066.0,0.5845
Cankdeska Cikana Community College,6841.0,,5005.0,1.0,0.0,,,,,,,14.0,,,,,1400.0,,36066.0,0.5845
Mount St. Mary's University,,27954.0,7945.0,1.0,0.6006,,,,,,464.0,67.0,,,,,1300.0,5.0,47975.5,0.5845
Mayville State University,12378.0,,5778.0,1.0,0.4525,,,,,,25.0,332.0,,,,,1000.0,1.0,47975.5,0.5845
Minot State University,11898.0,,7114.0,0.4695,0.364,,,,,,289.0,483.0,,,,,1100.0,1.0,47975.5,0.5845
North Dakota State University-Main Campus,16584.0,,9193.0,0.9756,0.539,,,,,,2342.0,252.0,,,,,800.0,1.0,47975.5,0.5845
North Dakota State College of Science,10940.0,,6761.0,0.9545,0.3835,,,,,,,1121.0,,,,,1000.0,,36066.0,0.5845
Dakota College at Bottineau,9631.0,,4711.0,0.4384,0.3173,,,,,,,490.0,,,,,1100.0,,36066.0,0.5845
North Dakota State University-Main Campus,16584.0,,9193.0,0.9756,0.539,,,,,,2342.0,252.0,,,,,800.0,1.0,47975.5,0.5845
Williston State College,10760.0,,6972.0,1.0,0.1957,,,,,,,343.0,,,,,1100.0,,36066.0,0.5845
Sitting Bull College,1579.0,,4571.0,0.6667,0.0,,,,,,28.0,6.0,,,,,1200.0,,36066.0,0.5845
Trinity Bible College and Graduate School,,19978.0,4053.0,0.9375,0.8723,,,,,,79.0,11.0,,,,,1000.0,1.0,47975.5,0.5845
Turtle Mountain Community College,,8734.0,6301.0,0.7419,0.0,,,,,,,62.0,,,,,400.0,,27754.0,0.5845
United Tribes Technical College,,4185.0,5766.0,0.856,0.0,,,,,,,37.0,,,,,1400.0,,36066.0,0.5845
Valley City State University,11981.0,,6116.0,0.6404,0.2963,,,,,,141.0,486.0,,,,,1100.0,1.0,47975.5,0.5845
ETI Technical College,,10525.0,2717.0,0.4138,0.6279,,,,,,,,,,,,1800.0,,27754.0,0.5845
Herzing University-Akron,,22416.0,5349.0,0.2895,0.9137,,,,,,,,,,,,,2.0,36066.0,0.5845
University of Akron Main Campus,17792.0,,10227.0,0.5118,0.4652,,,,,,2806.0,2050.0,,,,,1000.0,1.0,47975.5,0.5845
University of Akron Wayne College,8593.0,,8456.0,0.2093,0.2007,,,,,,,867.0,,,,,1000.0,,36066.0,0.5845
Allegheny Wesleyan College,,8004.0,2004.0,0.2105,0.6389,,,,,,,6.0,,,,,800.0,,47975.5,0.5845
Apollo Career Center,,,,,0.1554,,,,,,,23.0,765.0,1.0,,,,,27754.0,0.5845
Art Academy of Cincinnati,,24071.0,4840.0,0.1875,0.849,,,,,,7.0,,,,,,1500.0,5.0,47975.5,0.5845
Ashland County-West Holmes Career Center,7676.0,,,,0.5238,,,,,,,,6332.0,7.0,,,,,27754.0,0.5845
Ashland University,,20111.0,7288.0,0.3376,0.6057,,,,,,1438.0,680.0,,,,,912.0,1.0,47975.5,0.5845
Ashtabula County Technical and Career Campus,11518.0,,,,0.434,,,,,,,,12163.0,11.0,,,,,27754.0,0.5845
Athenaeum of Ohio,,,6623.0,0.8667,0.0,,,,,,139.0,11.0,,,,,,,27754.0,0.5845
Auburn Career Center,18742.0,,,,0.214,,,,,,,,14211.0,10.0,,,,,27754.0,0.5845
Aultman College of Nursing and Health Sciences,,17161.0,6522.0,0.2692,0.6735,,,,,,,10.0,,,,,1546.0,1.0,36066.0,0.5845
Baldwin Wallace University,,22917.0,8041.0,0.565,0.798,,,,,,540.0,39.0,,,,,1500.0,5.0,47975.5,0.5845
Belmont College,6222.0,,5046.0,0.3671,0.2739,,,,,,,275.0,,,,,1200.0,,36066.0,0.5845
Bluffton University,,26069.0,5859.0,0.5377,0.7243,,,,,,58.0,43.0,,,,,1400.0,1.0,47975.5,0.5845
Bowling Green State University-Firelands,13951.0,,7502.0,0.4393,0.3285,,,,,,,923.0,,,,,727.0,,36066.0,0.5845
Bowling Green State University-Main Campus,18394.0,,9267.0,0.6845,0.5701,,,,,,2630.0,1331.0,,,,,727.0,1.0,47975.5,0.5845
Buckeye Hills Career Center,10059.0,,,,0.4,,,,,,,,11550.0,10.0,,,,,27754.0,0.5845
Butler Technology and Career Development Schools,22941.0,,,,0.5724,,,,,,,,7265.0,6.0,,,,,27754.0,0.5845
Canton City Schools Adult Career and Technical Education,17924.0,,,,0.5424,,,,,,,,15560.0,11.0,,,,3.0,27754.0,0.5845
Capital University,,22642.0,8389.0,0.4236,0.8424,,,,,,722.0,66.0,,,,,1600.0,1.0,47975.5,0.5845
Case Western Reserve University,,35428.0,12116.0,0.7662,0.5358,,,,,,6491.0,114.0,,,,,1200.0,1.0,47975.5,0.5845
Cedarville University,,21727.0,7821.0,0.6604,0.4649,,,,,,423.0,411.0,,,,,1276.0,1.0,47975.5,0.5845
